"DATE","RCONS10M1","RCONS10M2","RCONS10M3","RCONS10M4","RCONS10M5","RCONS10M6","RCONS10M7","RCONS10M8","RCONS10M9","RCONS10M10","RCONS10M11","RCONS10M12","RCONS11M1","RCONS11M2","RCONS11M3","RCONS11M4","RCONS11M5","RCONS11M6","RCONS11M7","RCONS11M8","RCONS11M9","RCONS11M10","RCONS11M11","RCONS11M12","RCONS12M1","RCONS12M2","RCONS12M3","RCONS12M4","RCONS12M5","RCONS12M6","RCONS12M7","RCONS12M8","RCONS12M9","RCONS12M10","RCONS12M11","RCONS12M12","RCONS13M1","RCONS13M2","RCONS13M3","RCONS13M4","RCONS13M5","RCONS13M6","RCONS13M7","RCONS13M8","RCONS13M9","RCONS13M10","RCONS13M11","RCONS13M12","RCONS14M1","RCONS14M2","RCONS14M3","RCONS14M4","RCONS14M5","RCONS14M6","RCONS14M7","RCONS14M8","RCONS14M9","RCONS14M10","RCONS14M11","RCONS14M12","RCONS15M1","RCONS15M2","RCONS15M3","RCONS15M4","RCONS15M5","RCONS15M6","RCONS15M7","RCONS15M8","RCONS15M9","RCONS15M10","RCONS15M11"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6090.1","6090.5","6076.9","6076.9","6076.9","6076.9","6076.9","6076.9","6076.9","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6008.1","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6001.4","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.6","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0","6744.0"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6101.9","6098.7","6099.2","6099.2","6099.2","6099.2","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6027.5","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6034.9","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6788.5","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6","6785.6"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6124.9","6121.7","6119.0","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6039.1","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6064.8","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6818.2","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0","6812.0"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6051.8","6059.7","6067.0","6067.0","6067.0","6067.0","6067.0","6067.0","6067.0","6067.0","6067.0","6067.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6094.0","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6854.1","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2","6839.2"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6111.4","6109.8","6096.1","6096.1","6096.1","6096.1","6096.1","6096.1","6096.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6121.1","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6896.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6","6876.6"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6099.4","6107.4","6102.1","6102.1","6102.1","6102.1","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6126.0","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6915.5","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7","6877.7"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6120.6","6117.2","6114.6","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6145.9","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6951.2","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6908.8","6898.0","6898.0","6898.0","6898.0"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6174.5","6182.2","6178.2","6178.2","6178.2","6178.2","6178.2","6178.2","6178.2","6178.2","6178.2","6178.2","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6981.4","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6930.5","6906.0","6906.0","6906.0","6906.0"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6190.9","6183.5","6186.7","6186.7","6186.7","6186.7","6186.7","6186.7","6186.7","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6993.4","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6952.8","6909.7","6909.7","6909.7","6909.7"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6201.3","6201.3","6195.6","6195.6","6195.6","6195.6","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","7004.7","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6977.5","6918.8","6918.8","6918.8","6918.8"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6243.7","6242.5","6221.9","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7031.1","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","7019.3","6931.4","6931.4","6931.4","6931.4"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7047.5","7049.7","7051.5","7051.5","7051.5","7051.5","7051.5","7051.5","7051.5","7051.5","7051.5","7051.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","7054.5","6956.8","6956.8","6956.8","6956.8"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7053.4","7052.2","7063.6","7063.6","7063.6","7063.6","7063.6","7063.6","7063.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","7076.6","6978.1","6978.1","6978.1","6978.1"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7108.2","7102.8","7124.8","7124.8","7124.8","7124.8","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7141.9","7041.7","7041.7","7041.7","7041.7"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7201.7","7200.5","7150.7","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7165.4","7065.7","7065.7","7065.7","7065.7"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7177.3","7180.4","7181.4","7181.4","7181.4","7181.4","7181.4","7181.4","7181.4","7181.4","7181.4","7181.4","7108.5","7108.5","7108.5","7108.5"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7201.6","7202.2","7225.9","7225.9","7225.9","7225.9","7225.9","7225.9","7225.9","7163.8","7163.8","7163.8","7163.8"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7292.0","7298.1","7301.7","7301.7","7301.7","7301.7","7240.4","7240.4","7240.4","7240.4"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7352.0","7346.5","7349.8","7277.4","7277.4","7277.4","7277.4"
"2015:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7314.5","7313.6","7325.3","7325.3"
"2015:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","7373.0"
