"DATE","NCPROFATW81Q1","NCPROFATW81Q2","NCPROFATW81Q3","NCPROFATW81Q4","NCPROFATW82Q1","NCPROFATW82Q2","NCPROFATW82Q3","NCPROFATW82Q4","NCPROFATW83Q1","NCPROFATW83Q2","NCPROFATW83Q3","NCPROFATW83Q4","NCPROFATW84Q1","NCPROFATW84Q2","NCPROFATW84Q3","NCPROFATW84Q4","NCPROFATW85Q1","NCPROFATW85Q2","NCPROFATW85Q3","NCPROFATW85Q4","NCPROFATW86Q1","NCPROFATW86Q2","NCPROFATW86Q3","NCPROFATW86Q4","NCPROFATW87Q1","NCPROFATW87Q2","NCPROFATW87Q3","NCPROFATW87Q4","NCPROFATW88Q1","NCPROFATW88Q2","NCPROFATW88Q3","NCPROFATW88Q4","NCPROFATW89Q1","NCPROFATW89Q2","NCPROFATW89Q3","NCPROFATW89Q4","NCPROFATW90Q1","NCPROFATW90Q2","NCPROFATW90Q3","NCPROFATW90Q4","NCPROFATW91Q1","NCPROFATW91Q2","NCPROFATW91Q3","NCPROFATW91Q4","NCPROFATW92Q1","NCPROFATW92Q2","NCPROFATW92Q3","NCPROFATW92Q4","NCPROFATW93Q1","NCPROFATW93Q2","NCPROFATW93Q3","NCPROFATW93Q4","NCPROFATW94Q1","NCPROFATW94Q2","NCPROFATW94Q3","NCPROFATW94Q4","NCPROFATW95Q1","NCPROFATW95Q2","NCPROFATW95Q3","NCPROFATW95Q4","NCPROFATW96Q1","NCPROFATW96Q2","NCPROFATW96Q3","NCPROFATW96Q4","NCPROFATW97Q1","NCPROFATW97Q2","NCPROFATW97Q3","NCPROFATW97Q4","NCPROFATW98Q1","NCPROFATW98Q2","NCPROFATW98Q3","NCPROFATW98Q4","NCPROFATW99Q1","NCPROFATW99Q2","NCPROFATW99Q3","NCPROFATW99Q4","NCPROFATW00Q1","NCPROFATW00Q2","NCPROFATW00Q3","NCPROFATW00Q4","NCPROFATW01Q1","NCPROFATW01Q2","NCPROFATW01Q3","NCPROFATW01Q4","NCPROFATW02Q1","NCPROFATW02Q2","NCPROFATW02Q3","NCPROFATW02Q4","NCPROFATW03Q1","NCPROFATW03Q2","NCPROFATW03Q3","NCPROFATW03Q4","NCPROFATW04Q1","NCPROFATW04Q2","NCPROFATW04Q3","NCPROFATW04Q4","NCPROFATW05Q1","NCPROFATW05Q2","NCPROFATW05Q3","NCPROFATW05Q4","NCPROFATW06Q1","NCPROFATW06Q2","NCPROFATW06Q3","NCPROFATW06Q4","NCPROFATW07Q1","NCPROFATW07Q2","NCPROFATW07Q3","NCPROFATW07Q4","NCPROFATW08Q1","NCPROFATW08Q2","NCPROFATW08Q3","NCPROFATW08Q4","NCPROFATW09Q1","NCPROFATW09Q2","NCPROFATW09Q3","NCPROFATW09Q4","NCPROFATW10Q1","NCPROFATW10Q2","NCPROFATW10Q3","NCPROFATW10Q4","NCPROFATW11Q1","NCPROFATW11Q2","NCPROFATW11Q3","NCPROFATW11Q4","NCPROFATW12Q1","NCPROFATW12Q2","NCPROFATW12Q3","NCPROFATW12Q4","NCPROFATW13Q1","NCPROFATW13Q2","NCPROFATW13Q3","NCPROFATW13Q4","NCPROFATW14Q1","NCPROFATW14Q2","NCPROFATW14Q3","NCPROFATW14Q4","NCPROFATW15Q1","NCPROFATW15Q2"
"1948:Q3","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","#N/A","#N/A","#N/A","#N/A","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","#N/A","#N/A","#N/A","#N/A","#N/A","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","#N/A","#N/A","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","#N/A","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6"
"1948:Q4","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","#N/A","#N/A","#N/A","#N/A","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","#N/A","#N/A","#N/A","#N/A","#N/A","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","#N/A","#N/A","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","#N/A","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5"
"1949:Q1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","#N/A","#N/A","#N/A","#N/A","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","#N/A","#N/A","#N/A","#N/A","#N/A","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","#N/A","#N/A","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","#N/A","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0"
"1949:Q2","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.0","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","#N/A","#N/A","#N/A","#N/A","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","#N/A","#N/A","#N/A","#N/A","#N/A","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","#N/A","#N/A","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","#N/A","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9"
"1949:Q3","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","#N/A","#N/A","#N/A","#N/A","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","#N/A","#N/A","#N/A","#N/A","#N/A","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","#N/A","#N/A","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","#N/A","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8"
"1949:Q4","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","#N/A","#N/A","#N/A","#N/A","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","#N/A","#N/A","#N/A","#N/A","#N/A","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","#N/A","#N/A","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.2","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","#N/A","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.3","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7"
"1950:Q1","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","15.5","#N/A","#N/A","#N/A","#N/A","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","#N/A","#N/A","#N/A","#N/A","#N/A","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","#N/A","#N/A","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","#N/A","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4"
"1950:Q2","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","#N/A","#N/A","#N/A","#N/A","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","#N/A","#N/A","#N/A","#N/A","#N/A","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","16.6","#N/A","#N/A","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","#N/A","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6"
"1950:Q3","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","16.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","#N/A","#N/A","#N/A","#N/A","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","#N/A","#N/A","#N/A","#N/A","#N/A","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","#N/A","#N/A","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","#N/A","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5"
"1950:Q4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","#N/A","#N/A","#N/A","#N/A","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","#N/A","#N/A","#N/A","#N/A","#N/A","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","#N/A","#N/A","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","#N/A","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0"
"1951:Q1","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","12.9","#N/A","#N/A","#N/A","#N/A","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","13.2","#N/A","#N/A","#N/A","#N/A","#N/A","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","13.0","#N/A","#N/A","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","13.4","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","14.2","#N/A","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","13.9","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4"
"1951:Q2","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","17.2","#N/A","#N/A","#N/A","#N/A","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","#N/A","#N/A","#N/A","#N/A","#N/A","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","#N/A","#N/A","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","#N/A","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3"
"1951:Q3","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","#N/A","#N/A","#N/A","#N/A","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","#N/A","#N/A","#N/A","#N/A","#N/A","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","#N/A","#N/A","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","21.1","#N/A","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","20.6","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0"
"1951:Q4","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","#N/A","#N/A","#N/A","#N/A","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","#N/A","#N/A","#N/A","#N/A","#N/A","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","#N/A","#N/A","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","#N/A","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8"
"1952:Q1","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","#N/A","#N/A","#N/A","#N/A","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","#N/A","#N/A","#N/A","#N/A","#N/A","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","#N/A","#N/A","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","#N/A","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2"
"1952:Q2","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","16.1","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","#N/A","#N/A","#N/A","#N/A","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","#N/A","#N/A","#N/A","#N/A","#N/A","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","#N/A","#N/A","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","#N/A","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5"
"1952:Q3","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","15.7","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","17.1","#N/A","#N/A","#N/A","#N/A","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","#N/A","#N/A","#N/A","#N/A","#N/A","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","#N/A","#N/A","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","#N/A","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5"
"1952:Q4","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","#N/A","#N/A","#N/A","#N/A","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","#N/A","#N/A","#N/A","#N/A","#N/A","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","#N/A","#N/A","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","#N/A","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8","21.9","21.9","21.9","21.9","21.9","21.9","21.9","21.9"
"1953:Q1","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","#N/A","#N/A","#N/A","#N/A","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","#N/A","#N/A","#N/A","#N/A","#N/A","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","#N/A","#N/A","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","#N/A","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7"
"1953:Q2","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","16.8","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","18.1","#N/A","#N/A","#N/A","#N/A","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","#N/A","#N/A","#N/A","#N/A","#N/A","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","18.6","#N/A","#N/A","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","#N/A","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","20.8","20.8","20.8","20.8","20.8","20.8","20.8","20.8"
"1953:Q3","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","17.4","#N/A","#N/A","#N/A","#N/A","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","#N/A","#N/A","#N/A","#N/A","#N/A","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","17.9","#N/A","#N/A","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","#N/A","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1"
