"DATE","NCPROFATW81Q1","NCPROFATW81Q2","NCPROFATW81Q3","NCPROFATW81Q4","NCPROFATW82Q1","NCPROFATW82Q2","NCPROFATW82Q3","NCPROFATW82Q4","NCPROFATW83Q1","NCPROFATW83Q2","NCPROFATW83Q3","NCPROFATW83Q4","NCPROFATW84Q1","NCPROFATW84Q2","NCPROFATW84Q3","NCPROFATW84Q4","NCPROFATW85Q1","NCPROFATW85Q2","NCPROFATW85Q3","NCPROFATW85Q4","NCPROFATW86Q1","NCPROFATW86Q2","NCPROFATW86Q3","NCPROFATW86Q4","NCPROFATW87Q1","NCPROFATW87Q2","NCPROFATW87Q3","NCPROFATW87Q4","NCPROFATW88Q1","NCPROFATW88Q2","NCPROFATW88Q3","NCPROFATW88Q4","NCPROFATW89Q1","NCPROFATW89Q2","NCPROFATW89Q3","NCPROFATW89Q4","NCPROFATW90Q1","NCPROFATW90Q2","NCPROFATW90Q3","NCPROFATW90Q4","NCPROFATW91Q1","NCPROFATW91Q2","NCPROFATW91Q3","NCPROFATW91Q4","NCPROFATW92Q1","NCPROFATW92Q2","NCPROFATW92Q3","NCPROFATW92Q4","NCPROFATW93Q1","NCPROFATW93Q2","NCPROFATW93Q3","NCPROFATW93Q4","NCPROFATW94Q1","NCPROFATW94Q2","NCPROFATW94Q3","NCPROFATW94Q4","NCPROFATW95Q1","NCPROFATW95Q2","NCPROFATW95Q3","NCPROFATW95Q4","NCPROFATW96Q1","NCPROFATW96Q2","NCPROFATW96Q3","NCPROFATW96Q4","NCPROFATW97Q1","NCPROFATW97Q2","NCPROFATW97Q3","NCPROFATW97Q4","NCPROFATW98Q1","NCPROFATW98Q2","NCPROFATW98Q3","NCPROFATW98Q4","NCPROFATW99Q1","NCPROFATW99Q2","NCPROFATW99Q3","NCPROFATW99Q4","NCPROFATW00Q1","NCPROFATW00Q2","NCPROFATW00Q3","NCPROFATW00Q4","NCPROFATW01Q1","NCPROFATW01Q2","NCPROFATW01Q3","NCPROFATW01Q4","NCPROFATW02Q1","NCPROFATW02Q2","NCPROFATW02Q3","NCPROFATW02Q4","NCPROFATW03Q1","NCPROFATW03Q2","NCPROFATW03Q3","NCPROFATW03Q4","NCPROFATW04Q1","NCPROFATW04Q2","NCPROFATW04Q3","NCPROFATW04Q4","NCPROFATW05Q1","NCPROFATW05Q2","NCPROFATW05Q3","NCPROFATW05Q4","NCPROFATW06Q1","NCPROFATW06Q2","NCPROFATW06Q3","NCPROFATW06Q4","NCPROFATW07Q1","NCPROFATW07Q2","NCPROFATW07Q3","NCPROFATW07Q4","NCPROFATW08Q1","NCPROFATW08Q2","NCPROFATW08Q3","NCPROFATW08Q4","NCPROFATW09Q1","NCPROFATW09Q2","NCPROFATW09Q3","NCPROFATW09Q4","NCPROFATW10Q1","NCPROFATW10Q2","NCPROFATW10Q3","NCPROFATW10Q4","NCPROFATW11Q1","NCPROFATW11Q2","NCPROFATW11Q3","NCPROFATW11Q4","NCPROFATW12Q1","NCPROFATW12Q2","NCPROFATW12Q3","NCPROFATW12Q4","NCPROFATW13Q1","NCPROFATW13Q2","NCPROFATW13Q3","NCPROFATW13Q4","NCPROFATW14Q1","NCPROFATW14Q2","NCPROFATW14Q3","NCPROFATW14Q4","NCPROFATW15Q1","NCPROFATW15Q2"
"1979:Q3","111.1","111.1","111.1","111.1","111.1","111.1","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","105.6","105.6","105.6","105.6","105.6","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","133.6","133.6","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","133.2","#N/A","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5"
"1979:Q4","102.2","102.2","102.2","102.2","102.2","102.2","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","103.3","103.3","103.3","103.3","103.3","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","132.4","132.4","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","#N/A","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6"
"1980:Q1","106.0","106.0","106.0","106.0","106.0","106.0","100.0","100.0","100.0","100.0","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","89.6","89.6","89.6","89.6","89.6","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","119.5","119.5","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","119.7","#N/A","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5"
"1980:Q2","97.8","97.8","97.8","97.8","97.8","97.8","98.9","98.9","98.9","98.9","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","77.9","77.9","77.9","77.9","77.9","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","108.1","108.1","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","#N/A","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8"
"1980:Q3","99.5","99.5","99.5","99.5","99.5","99.5","95.6","95.6","95.6","95.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","76.9","76.9","76.9","76.9","76.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","97.9","107.9","107.9","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","#N/A","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","109.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5"
"1980:Q4","#N/A","98.1","98.1","98.1","98.1","98.1","93.3","93.3","93.3","93.3","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","84.9","84.9","84.9","84.9","84.9","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","106.3","116.1","116.1","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","117.0","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","#N/A","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","118.9","143.8","143.8","143.8","143.8","143.8","143.8","143.8","143.8"
"1981:Q1","#N/A","#N/A","111.9","115.3","115.3","115.3","108.9","108.9","108.9","108.9","103.1","103.1","103.1","103.1","105.1","105.1","105.1","105.1","105.1","105.1","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","95.9","95.9","95.9","95.9","95.9","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","129.0","129.0","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","132.6","#N/A","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2"
"1981:Q2","#N/A","#N/A","#N/A","114.0","114.0","114.0","105.9","105.9","105.9","105.9","104.6","104.6","104.6","104.6","104.9","104.9","104.9","104.9","104.9","104.9","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","98.5","98.5","98.5","98.5","98.5","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","131.3","131.3","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","132.4","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","#N/A","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","134.5","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","117.6","117.6","110.7","110.7","110.7","110.7","113.8","113.8","113.8","113.8","112.8","112.8","112.8","112.8","112.8","112.8","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","108.4","113.7","113.7","113.7","113.7","113.7","137.1","137.1","137.1","137.1","137.1","137.1","137.1","137.1","137.1","137.1","147.0","147.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","#N/A","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","171.7","171.7","171.7","171.7","171.7","171.7","171.7","171.7"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","108.9","112.3","112.3","112.3","112.3","116.5","116.5","116.5","116.5","112.3","112.3","112.3","112.3","112.3","112.3","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","103.0","103.0","103.0","103.0","103.0","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","126.4","140.1","140.1","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","#N/A","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.3","100.4","100.4","100.4","101.7","101.7","101.7","101.7","97.0","97.0","97.0","97.0","97.0","97.0","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.0","81.5","81.5","81.5","81.5","81.5","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","128.9","128.9","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","135.4","#N/A","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","100.0","100.0","100.0","105.3","105.3","105.3","105.3","98.8","98.8","98.8","98.8","98.8","98.8","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","87.5","96.9","96.9","96.9","96.9","96.9","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","120.6","140.2","140.2","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","141.3","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","#N/A","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","143.2","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.3","105.3","107.6","107.6","107.6","107.6","101.4","101.4","101.4","101.4","101.4","101.4","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","101.7","101.7","101.7","101.7","101.7","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","140.5","140.5","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","#N/A","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","165.1","165.1","165.1","165.1","165.1","165.1","165.1","165.1"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.6","107.9","107.9","107.9","107.9","96.6","96.6","96.6","96.6","96.6","96.6","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","104.4","104.4","104.4","104.4","104.4","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","138.8","138.8","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","#N/A","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","164.5","164.5","164.5","164.5","164.5","164.5","164.5","164.5"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","120.3","120.3","120.3","120.3","120.0","120.0","120.0","120.0","120.0","120.0","114.5","114.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","124.0","124.0","124.0","124.0","124.0","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","142.6","158.2","158.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","159.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","#N/A","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","180.4","180.4","180.4","180.4","180.4","180.4","180.4","180.4"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","142.2","142.2","142.2","141.9","141.9","141.9","141.9","141.9","141.9","132.1","132.1","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.7","135.0","135.0","135.0","135.0","135.0","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","159.3","173.6","173.6","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","181.7","#N/A","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","176.9","195.5","195.5","195.5","195.5","195.5","195.5","195.5","195.5"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","163.4","163.4","160.2","160.2","160.2","160.2","160.2","160.2","144.3","144.3","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","139.5","139.5","139.5","139.5","139.5","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","164.4","181.2","181.2","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","#N/A","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.9","175.5","175.5","175.5","175.5","175.5","175.5","163.6","163.6","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9","141.7","141.7","141.7","141.7","141.7","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","190.1","190.1","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","#N/A","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","193.7","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","184.7","184.7","184.7","184.7","184.7","184.7","168.9","168.9","159.6","159.6","159.6","159.6","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","158.5","158.5","158.5","158.5","158.5","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","182.1","203.9","203.9","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","#N/A","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","195.2","195.2","195.2","195.2","195.2","177.1","177.1","170.1","170.1","170.1","170.1","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","169.3","178.0","178.0","178.0","178.0","178.0","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","195.7","214.5","214.5","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","#N/A","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","220.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3","235.3"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","199.8","199.8","199.8","199.8","183.8","183.8","170.5","170.5","170.5","170.5","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","182.2","182.2","182.2","182.2","182.2","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","217.0","217.0","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","#N/A","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5"
