"DATE","NCPROFATW81M1","NCPROFATW81M2","NCPROFATW81M3","NCPROFATW81M4","NCPROFATW81M5","NCPROFATW81M6","NCPROFATW81M7","NCPROFATW81M8","NCPROFATW81M9","NCPROFATW81M10","NCPROFATW81M11","NCPROFATW81M12","NCPROFATW82M1","NCPROFATW82M2","NCPROFATW82M3","NCPROFATW82M4","NCPROFATW82M5","NCPROFATW82M6","NCPROFATW82M7","NCPROFATW82M8","NCPROFATW82M9","NCPROFATW82M10","NCPROFATW82M11","NCPROFATW82M12","NCPROFATW83M1","NCPROFATW83M2","NCPROFATW83M3","NCPROFATW83M4","NCPROFATW83M5","NCPROFATW83M6","NCPROFATW83M7","NCPROFATW83M8","NCPROFATW83M9","NCPROFATW83M10","NCPROFATW83M11","NCPROFATW83M12","NCPROFATW84M1","NCPROFATW84M2","NCPROFATW84M3","NCPROFATW84M4","NCPROFATW84M5","NCPROFATW84M6","NCPROFATW84M7","NCPROFATW84M8","NCPROFATW84M9","NCPROFATW84M10","NCPROFATW84M11","NCPROFATW84M12","NCPROFATW85M1","NCPROFATW85M2","NCPROFATW85M3","NCPROFATW85M4","NCPROFATW85M5","NCPROFATW85M6","NCPROFATW85M7","NCPROFATW85M8","NCPROFATW85M9","NCPROFATW85M10","NCPROFATW85M11","NCPROFATW85M12","NCPROFATW86M1","NCPROFATW86M2","NCPROFATW86M3","NCPROFATW86M4","NCPROFATW86M5","NCPROFATW86M6","NCPROFATW86M7","NCPROFATW86M8","NCPROFATW86M9","NCPROFATW86M10","NCPROFATW86M11","NCPROFATW86M12","NCPROFATW87M1","NCPROFATW87M2","NCPROFATW87M3","NCPROFATW87M4","NCPROFATW87M5","NCPROFATW87M6","NCPROFATW87M7","NCPROFATW87M8","NCPROFATW87M9","NCPROFATW87M10","NCPROFATW87M11","NCPROFATW87M12","NCPROFATW88M1","NCPROFATW88M2","NCPROFATW88M3","NCPROFATW88M4","NCPROFATW88M5","NCPROFATW88M6","NCPROFATW88M7","NCPROFATW88M8","NCPROFATW88M9","NCPROFATW88M10","NCPROFATW88M11","NCPROFATW88M12","NCPROFATW89M1","NCPROFATW89M2","NCPROFATW89M3","NCPROFATW89M4","NCPROFATW89M5","NCPROFATW89M6","NCPROFATW89M7","NCPROFATW89M8","NCPROFATW89M9","NCPROFATW89M10","NCPROFATW89M11","NCPROFATW89M12"
"1979:Q1","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8"
"1979:Q2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","110.2","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8","114.8"
"1979:Q3","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","111.1","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","109.7","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5"
"1979:Q4","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2"
"1980:Q1","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6"
"1980:Q2","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","93.5","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2"
"1980:Q3","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","88.6","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1","89.1"
"1980:Q4","#N/A","#N/A","#N/A","97.9","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","93.3","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","87.9","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8","88.8"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","112.2","111.9","111.9","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.2","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","105.9","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.9","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2","104.2"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.8","117.6","117.6","117.6","117.6","117.6","117.6","117.6","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.1","108.9","108.9","108.9","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7","107.7"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","98.9","98.5","101.3","101.3","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.2","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.1","105.3","105.3","105.3","105.3","105.3","105.3","105.3","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0","90.0"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.1","106.6","106.6","106.6","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3","86.3"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.6","120.9","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","114.5","114.5","114.5","114.5","114.5","114.5","114.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","139.7","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","141.9","132.1","132.1","132.1","132.1","132.1","132.1","132.1","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8","131.8"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","160.9","163.4","163.4","163.4","163.4","163.4","163.4","163.4","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","144.3","144.3","144.3","144.3","144.3","144.3","144.3","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4","142.4"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.8","182.9","182.9","182.9","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","175.5","163.6","163.6","163.6","163.6","163.6","163.6","163.6","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4","160.4"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","185.4","188.9","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","184.7","168.9","168.9","168.9","168.9","168.9","168.9","168.9","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","197.6","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","195.2","177.1","177.1","177.1","177.1","177.1","177.1","177.1","170.1","170.1","170.1","170.1","170.1","170.1","170.1","170.1","170.1","170.1","170.1","170.1","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2","175.2"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","197.1","199.8","199.8","199.8","199.8","199.8","199.8","199.8","199.8","199.8","199.8","199.8","199.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4","175.4"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","205.2","203.9","203.9","203.9","203.9","203.9","203.9","203.9","203.9","188.8","188.8","188.8","188.8","188.8","188.8","188.8","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9"
"1985:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","209.8","207.0","207.0","207.0","207.0","207.0","207.0","198.3","198.3","198.3","198.3","198.3","198.3","198.3","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6","172.6"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","212.7","214.9","214.9","214.9","205.8","205.8","205.8","205.8","205.8","205.8","205.8","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","187.2","181.0","181.0","181.0","181.0","181.0","181.0","181.0","181.0","181.0","181.0","181.0","181.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","233.2","221.7","221.7","221.7","221.7","221.7","221.7","221.7","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5","196.5"
