"DATE","RCONNDM98M11","RCONNDM98M12","RCONNDM99M1","RCONNDM99M2","RCONNDM99M3","RCONNDM99M4","RCONNDM99M5","RCONNDM99M6","RCONNDM99M7","RCONNDM99M8","RCONNDM99M9","RCONNDM99M10","RCONNDM99M11","RCONNDM99M12","RCONNDM00M1","RCONNDM00M2","RCONNDM00M3","RCONNDM00M4","RCONNDM00M5","RCONNDM00M6","RCONNDM00M7","RCONNDM00M8","RCONNDM00M9","RCONNDM00M10","RCONNDM00M11","RCONNDM00M12","RCONNDM01M1","RCONNDM01M2","RCONNDM01M3","RCONNDM01M4","RCONNDM01M5","RCONNDM01M6","RCONNDM01M7","RCONNDM01M8","RCONNDM01M9","RCONNDM01M10","RCONNDM01M11","RCONNDM01M12","RCONNDM02M1","RCONNDM02M2","RCONNDM02M3","RCONNDM02M4","RCONNDM02M5","RCONNDM02M6","RCONNDM02M7","RCONNDM02M8","RCONNDM02M9","RCONNDM02M10","RCONNDM02M11","RCONNDM02M12","RCONNDM03M1","RCONNDM03M2","RCONNDM03M3","RCONNDM03M4","RCONNDM03M5","RCONNDM03M6","RCONNDM03M7","RCONNDM03M8","RCONNDM03M9","RCONNDM03M10","RCONNDM03M11","RCONNDM03M12","RCONNDM04M1","RCONNDM04M2","RCONNDM04M3","RCONNDM04M4","RCONNDM04M5","RCONNDM04M6","RCONNDM04M7","RCONNDM04M8","RCONNDM04M9","RCONNDM04M10","RCONNDM04M11","RCONNDM04M12","RCONNDM05M1","RCONNDM05M2","RCONNDM05M3","RCONNDM05M4","RCONNDM05M5","RCONNDM05M6","RCONNDM05M7","RCONNDM05M8","RCONNDM05M9","RCONNDM05M10","RCONNDM05M11","RCONNDM05M12","RCONNDM06M1","RCONNDM06M2","RCONNDM06M3","RCONNDM06M4","RCONNDM06M5","RCONNDM06M6","RCONNDM06M7","RCONNDM06M8","RCONNDM06M9","RCONNDM06M10","RCONNDM06M11","RCONNDM06M12","RCONNDM07M1","RCONNDM07M2","RCONNDM07M3","RCONNDM07M4","RCONNDM07M5","RCONNDM07M6","RCONNDM07M7","RCONNDM07M8","RCONNDM07M9","RCONNDM07M10","RCONNDM07M11","RCONNDM07M12","RCONNDM08M1","RCONNDM08M2","RCONNDM08M3","RCONNDM08M4","RCONNDM08M5","RCONNDM08M6","RCONNDM08M7","RCONNDM08M8","RCONNDM08M9","RCONNDM08M10","RCONNDM08M11","RCONNDM08M12","RCONNDM09M1","RCONNDM09M2","RCONNDM09M3","RCONNDM09M4","RCONNDM09M5","RCONNDM09M6","RCONNDM09M7","RCONNDM09M8","RCONNDM09M9","RCONNDM09M10","RCONNDM09M11","RCONNDM09M12","RCONNDM10M1","RCONNDM10M2","RCONNDM10M3","RCONNDM10M4","RCONNDM10M5","RCONNDM10M6","RCONNDM10M7","RCONNDM10M8","RCONNDM10M9","RCONNDM10M10","RCONNDM10M11","RCONNDM10M12","RCONNDM11M1","RCONNDM11M2","RCONNDM11M3","RCONNDM11M4","RCONNDM11M5","RCONNDM11M6","RCONNDM11M7","RCONNDM11M8","RCONNDM11M9","RCONNDM11M10","RCONNDM11M11","RCONNDM11M12","RCONNDM12M1","RCONNDM12M2","RCONNDM12M3","RCONNDM12M4","RCONNDM12M5","RCONNDM12M6","RCONNDM12M7","RCONNDM12M8","RCONNDM12M9","RCONNDM12M10","RCONNDM12M11","RCONNDM12M12","RCONNDM13M1","RCONNDM13M2","RCONNDM13M3","RCONNDM13M4","RCONNDM13M5","RCONNDM13M6","RCONNDM13M7","RCONNDM13M8","RCONNDM13M9","RCONNDM13M10","RCONNDM13M11","RCONNDM13M12","RCONNDM14M1","RCONNDM14M2","RCONNDM14M3","RCONNDM14M4","RCONNDM14M5","RCONNDM14M6","RCONNDM14M7","RCONNDM14M8","RCONNDM14M9","RCONNDM14M10","RCONNDM14M11","RCONNDM14M12","RCONNDM15M1","RCONNDM15M2","RCONNDM15M3","RCONNDM15M4","RCONNDM15M5","RCONNDM15M6","RCONNDM15M7","RCONNDM15M8","RCONNDM15M9","RCONNDM15M10","RCONNDM15M11"
"2005:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2270.4","2279.8","2273.4","2273.6","2273.5","2273.5","2273.5","2273.5","2273.5","2273.5","2273.5","2273.5","2273.5","2273.5","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2244.2","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","2241.0","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1960.305","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","1945.559","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341","2127.341"
"2005:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2279.2","2279.3","2280.0","2279.8","2279.8","2279.8","2279.8","2279.8","2279.8","2279.8","2279.8","2279.8","2279.8","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2263.3","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2242.5","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","2238.2","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1957.404","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","1941.833","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059","2116.059"
"2005:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2299.0","2301.7","2304.3","2304.3","2304.3","2304.3","2304.3","2304.3","2304.3","2304.3","2304.3","2304.3","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2277.0","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2254.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","2251.8","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1966.871","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","1952.664","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206","2126.206"
"2005:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2298.3","2304.9","2306.3","2306.1","2306.1","2306.1","2306.1","2306.1","2306.1","2306.1","2306.1","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2281.2","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2254.3","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","2250.2","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1965.248","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","1950.454","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733","2122.733"
"2005:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2306.3","2309.1","2314.7","2314.5","2314.5","2314.5","2314.5","2314.5","2314.5","2314.5","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2289.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2265.4","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","2268.6","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1980.747","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","1963.435","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906","2137.906"
"2005:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2286.4","2298.0","2296.7","2296.7","2296.7","2296.7","2296.7","2296.7","2296.7","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2292.2","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2263.0","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","2261.4","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1969.534","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","1949.23","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087","2123.087"
"2005:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2321.3","2317.5","2317.5","2316.9","2316.7","2316.7","2316.7","2316.7","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2312.9","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2289.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","2291.8","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1997.972","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","1975.819","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219","2159.219"
"2005:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2338.2","2338.8","2339.1","2338.8","2338.8","2338.8","2338.8","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2305.3","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2285.1","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","2283.2","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1986.013","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","1974.542","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212","2164.212"
"2005:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2347.8","2348.6","2347.2","2347.2","2347.2","2347.2","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2285.4","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","2283.8","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1988.114","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","1975.888","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16","2169.16"
"2006:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2378.8","2371.1","2371.2","2370.8","2370.7","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2343.3","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2313.4","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2311.9","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","2000.813","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","1984.027","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193","2177.193"
"2006:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2360.2","2367.6","2368.5","2368.6","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2346.4","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2314.6","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2313.8","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","2009.542","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","1991.521","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068","2190.068"
