"DATE","RIMP10M1","RIMP10M2","RIMP10M3","RIMP10M4","RIMP10M5","RIMP10M6","RIMP10M7","RIMP10M8","RIMP10M9","RIMP10M10","RIMP10M11","RIMP10M12","RIMP11M1","RIMP11M2","RIMP11M3","RIMP11M4","RIMP11M5","RIMP11M6","RIMP11M7","RIMP11M8","RIMP11M9","RIMP11M10","RIMP11M11","RIMP11M12","RIMP12M1","RIMP12M2","RIMP12M3","RIMP12M4","RIMP12M5","RIMP12M6","RIMP12M7","RIMP12M8","RIMP12M9","RIMP12M10","RIMP12M11","RIMP12M12","RIMP13M1","RIMP13M2","RIMP13M3","RIMP13M4","RIMP13M5","RIMP13M6","RIMP13M7","RIMP13M8","RIMP13M9","RIMP13M10","RIMP13M11","RIMP13M12","RIMP14M1","RIMP14M2","RIMP14M3","RIMP14M4","RIMP14M5","RIMP14M6","RIMP14M7","RIMP14M8","RIMP14M9","RIMP14M10","RIMP14M11","RIMP14M12","RIMP15M1","RIMP15M2","RIMP15M3","RIMP15M4","RIMP15M5","RIMP15M6","RIMP15M7","RIMP15M8","RIMP15M9","RIMP15M10","RIMP15M11"
"1977:Q1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","333.1","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","332.9","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.8","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1","357.1"
"1977:Q2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3","360.3"
"1977:Q3","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.5","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","331.2","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3"
"1977:Q4","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","335.9","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","361.1","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4","360.4"
"1978:Q1","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.7","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","385.4","385.4","385.4","385.4","385.4","385.4","385.4","385.4","385.4","385.4","385.4","385.4","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5","384.5"
"1978:Q2","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.9","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","359.6","386.6","386.6","386.6","386.6","386.6","386.6","386.6","386.6","386.6","386.6","386.6","386.6","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8"
"1978:Q3","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","364.3","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8","390.8"
"1978:Q4","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2"
"1979:Q1","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.6","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","368.3","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1","395.1"
"1979:Q2","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.6","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2"
"1979:Q3","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1"
"1979:Q4","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7","399.7"
"1980:Q1","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","373.2","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","372.9","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0","400.0"
"1980:Q2","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.7","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0","371.0"
"1980:Q3","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.2","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","321.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3"
"1980:Q4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","338.2","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8","362.8"
"1981:Q1","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3"
"1981:Q2","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9"
"1981:Q3","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","349.1","375.3","375.3","375.3","375.3","375.3","375.3","375.3","375.3","375.3","375.3","375.3","375.3","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6","374.6"
"1981:Q4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3"
"1982:Q1","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","375.1","375.1","375.1","375.1","375.1","375.1","375.1","375.1","375.1","375.1","375.1","375.1","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3","374.3"
"1982:Q2","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","368.9","368.9","368.9","368.9","368.9","368.9","368.9","368.9","368.9","368.9","368.9","368.9","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2","368.2"
"1982:Q3","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.4","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","386.0","386.0","386.0","386.0","386.0","386.0","386.0","386.0","386.0","386.0","386.0","386.0","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3"
"1982:Q4","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","370.9","370.9","370.9","370.9","370.9","370.9","370.9","370.9","370.9","370.9","370.9","370.9","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2"
"1983:Q1","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","353.2","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","352.9","379.4","379.4","379.4","379.4","379.4","379.4","379.4","379.4","379.4","379.4","379.4","379.4","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6","378.6"
"1983:Q2","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.3","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","380.1","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7"
"1983:Q3","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","410.0","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","409.7","440.4","440.4","440.4","440.4","440.4","440.4","440.4","440.4","440.4","440.4","440.4","440.4","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5"
"1983:Q4","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","430.1","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","462.0","462.0","462.0","462.0","462.0","462.0","462.0","462.0","462.0","462.0","462.0","462.0","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1"
"1984:Q1","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","464.3","499.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1","499.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1"
"1984:Q2","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","484.1","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","483.8","520.0","520.0","520.0","520.0","520.0","520.0","520.0","520.0","520.0","520.0","520.0","520.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0"
"1984:Q3","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","496.3","533.5","533.5","533.5","533.5","533.5","533.5","533.5","533.5","533.5","533.5","533.5","533.5","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4"
"1984:Q4","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","511.2","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","510.8","549.1","549.1","549.1","549.1","549.1","549.1","549.1","549.1","549.1","549.1","549.1","549.1","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0"
"1985:Q1","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","499.6","537.0","537.0","537.0","537.0","537.0","537.0","537.0","537.0","537.0","537.0","537.0","537.0","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9"
"1985:Q2","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.5","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","524.1","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3"
"1985:Q3","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.4","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","519.0","557.9","557.9","557.9","557.9","557.9","557.9","557.9","557.9","557.9","557.9","557.9","557.9","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8"
"1985:Q4","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.8","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","539.4","579.8","579.8","579.8","579.8","579.8","579.8","579.8","579.8","579.8","579.8","579.8","579.8","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7","578.7"
"1986:Q1","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","539.3","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","538.9","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1","578.1"
"1986:Q2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","561.8","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7"
"1986:Q3","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.8","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","577.4","620.7","620.7","620.7","620.7","620.7","620.7","620.7","620.7","620.7","620.7","620.7","620.7","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4","619.4"
"1986:Q4","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","582.3","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","581.9","625.5","625.5","625.5","625.5","625.5","625.5","625.5","625.5","625.5","625.5","625.5","625.5","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2","624.2"
"1987:Q1","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.8","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","621.7","621.7","621.7","621.7","621.7","621.7","621.7","621.7","621.7","621.7","621.7","621.7","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5"
"1987:Q2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","593.2","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0","636.0"
"1987:Q3","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.8","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","604.3","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3","648.3"
"1987:Q4","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","618.2","664.6","664.6","664.6","664.6","664.6","664.6","664.6","664.6","664.6","664.6","664.6","664.6","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2","663.2"
"1988:Q1","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.8","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","615.3","661.5","661.5","661.5","661.5","661.5","661.5","661.5","661.5","661.5","661.5","661.5","661.5","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1","660.1"
