"DATE","RCONSM98M11","RCONSM98M12","RCONSM99M1","RCONSM99M2","RCONSM99M3","RCONSM99M4","RCONSM99M5","RCONSM99M6","RCONSM99M7","RCONSM99M8","RCONSM99M9","RCONSM99M10","RCONSM99M11","RCONSM99M12","RCONSM00M1","RCONSM00M2","RCONSM00M3","RCONSM00M4","RCONSM00M5","RCONSM00M6","RCONSM00M7","RCONSM00M8","RCONSM00M9","RCONSM00M10","RCONSM00M11","RCONSM00M12","RCONSM01M1","RCONSM01M2","RCONSM01M3","RCONSM01M4","RCONSM01M5","RCONSM01M6","RCONSM01M7","RCONSM01M8","RCONSM01M9","RCONSM01M10","RCONSM01M11","RCONSM01M12","RCONSM02M1","RCONSM02M2","RCONSM02M3","RCONSM02M4","RCONSM02M5","RCONSM02M6","RCONSM02M7","RCONSM02M8","RCONSM02M9","RCONSM02M10","RCONSM02M11","RCONSM02M12","RCONSM03M1","RCONSM03M2","RCONSM03M3","RCONSM03M4","RCONSM03M5","RCONSM03M6","RCONSM03M7","RCONSM03M8","RCONSM03M9","RCONSM03M10","RCONSM03M11","RCONSM03M12","RCONSM04M1","RCONSM04M2","RCONSM04M3","RCONSM04M4","RCONSM04M5","RCONSM04M6","RCONSM04M7","RCONSM04M8","RCONSM04M9","RCONSM04M10","RCONSM04M11","RCONSM04M12","RCONSM05M1","RCONSM05M2","RCONSM05M3","RCONSM05M4","RCONSM05M5","RCONSM05M6","RCONSM05M7","RCONSM05M8","RCONSM05M9","RCONSM05M10","RCONSM05M11","RCONSM05M12","RCONSM06M1","RCONSM06M2","RCONSM06M3","RCONSM06M4","RCONSM06M5","RCONSM06M6","RCONSM06M7","RCONSM06M8","RCONSM06M9","RCONSM06M10","RCONSM06M11","RCONSM06M12","RCONSM07M1","RCONSM07M2","RCONSM07M3","RCONSM07M4","RCONSM07M5","RCONSM07M6","RCONSM07M7","RCONSM07M8","RCONSM07M9","RCONSM07M10","RCONSM07M11","RCONSM07M12","RCONSM08M1","RCONSM08M2","RCONSM08M3","RCONSM08M4","RCONSM08M5","RCONSM08M6","RCONSM08M7","RCONSM08M8","RCONSM08M9","RCONSM08M10","RCONSM08M11","RCONSM08M12","RCONSM09M1","RCONSM09M2","RCONSM09M3","RCONSM09M4","RCONSM09M5","RCONSM09M6","RCONSM09M7","RCONSM09M8","RCONSM09M9","RCONSM09M10","RCONSM09M11","RCONSM09M12","RCONSM10M1","RCONSM10M2","RCONSM10M3","RCONSM10M4","RCONSM10M5","RCONSM10M6","RCONSM10M7","RCONSM10M8","RCONSM10M9","RCONSM10M10","RCONSM10M11","RCONSM10M12","RCONSM11M1","RCONSM11M2","RCONSM11M3","RCONSM11M4","RCONSM11M5","RCONSM11M6","RCONSM11M7","RCONSM11M8","RCONSM11M9","RCONSM11M10","RCONSM11M11","RCONSM11M12","RCONSM12M1","RCONSM12M2","RCONSM12M3","RCONSM12M4","RCONSM12M5","RCONSM12M6","RCONSM12M7","RCONSM12M8","RCONSM12M9","RCONSM12M10","RCONSM12M11","RCONSM12M12","RCONSM13M1","RCONSM13M2","RCONSM13M3","RCONSM13M4","RCONSM13M5","RCONSM13M6","RCONSM13M7","RCONSM13M8","RCONSM13M9","RCONSM13M10","RCONSM13M11","RCONSM13M12","RCONSM14M1","RCONSM14M2","RCONSM14M3","RCONSM14M4","RCONSM14M5","RCONSM14M6","RCONSM14M7","RCONSM14M8","RCONSM14M9","RCONSM14M10","RCONSM14M11","RCONSM14M12","RCONSM15M1","RCONSM15M2","RCONSM15M3","RCONSM15M4","RCONSM15M5"
"1998:11","#N/A","#N/A","2917.131","2913.902","2915.034","2914.215","2914.215","2914.215","2914.215","2914.215","2914.215","2914.215","3314.6","3314.61","3314.61","3314.61","3314.61","3298.6","3298.6","3298.6","3298.6","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3296.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3305.1","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","3652.4","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4724.755","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","4725.084","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.984","5198.88","5198.88","5198.88","5198.88","5198.88","5198.88","5198.88","5198.88","5198.88","5198.88"
"1998:12","#N/A","#N/A","#N/A","2921.685","2922.817","2923.01","2923.01","2923.01","2923.01","2923.01","2923.01","2923.01","3331.2","3331.186","3331.186","3331.186","3331.186","3314.8","3314.8","3314.8","3314.8","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3311.2","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3316.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","3664.3","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.557","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","4743.887","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.376","5221.285","5221.285","5221.285","5221.285","5221.285","5221.285","5221.285","5221.285","5221.285","5221.285"
"1999:01","#N/A","#N/A","#N/A","#N/A","2939.442","2938.045","2941.442","2939.924","2936.864","2936.864","2936.864","2936.864","3344.2","3344.196","3344.196","3344.196","3344.196","3327.7","3327.7","3327.7","3327.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3324.7","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3329.4","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3336.6","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","3687.5","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4758.937","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","4759.268","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5241.11","5235.992","5235.992","5235.992","5235.992","5235.992","5235.992","5235.992","5235.992","5235.992","5235.992"
"1999:02","#N/A","#N/A","#N/A","#N/A","#N/A","2942.502","2945.755","2945.177","2943.9","2943.9","2943.9","2943.9","3349.3","3349.315","3349.315","3349.315","3349.315","3332.6","3332.6","3332.6","3332.6","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3328.3","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3336.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3337.5","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","3689.6","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4761.85","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","4762.182","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5246.293","5239.49","5239.49","5239.49","5239.49","5239.49","5239.49","5239.49","5239.49","5239.49","5239.49"
"1999:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2961.922","2959.537","2959.609","2959.609","2959.609","2959.609","3376.2","3376.159","3376.159","3376.159","3376.159","3359.3","3359.3","3359.3","3359.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3354.3","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3356.6","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","3711.9","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.588","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","4784.921","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5271.598","5260.685","5260.685","5260.685","5260.685","5260.685","5260.685","5260.685","5260.685","5260.685","5260.685"
"1999:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2975.752","2972.475","2972.355","2972.235","2972.572","3383.2","3383.198","3383.198","3383.198","3383.198","3366.4","3366.4","3366.4","3366.4","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3358.6","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3368.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3369.7","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","3729.1","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4811.828","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","4812.163","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5299.965","5288.391","5288.391","5288.391","5288.391","5288.391","5288.391","5288.391","5288.391","5288.391","5288.391"
"1999:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2978.355","2975.632","2977.029","2980.162","3398.3","3398.341","3398.341","3398.341","3398.341","3381.4","3381.4","3381.4","3381.4","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3373.1","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3374.8","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3378.7","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","3737.2","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.24","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","4818.576","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5306.161","5292.342","5292.342","5292.342","5292.342","5292.342","5292.342","5292.342","5292.342","5292.342","5292.342"
"1999:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2983.463","2985.197","2990.787","3416.2","3416.166","3416.166","3416.166","3416.166","3399.1","3399.1","3399.1","3399.1","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3388.6","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3389.7","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3390.8","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","3749.2","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4836.997","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","4837.334","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5326.79","5311.618","5311.618","5311.618","5311.618","5311.618","5311.618","5311.618","5311.618","5311.618","5311.618"
"1999:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2996.401","3000.256","3425.5","3427.683","3430.304","3430.304","3430.304","3413.2","3413.2","3413.2","3413.2","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3402.9","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3407.4","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3410.0","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","3772.8","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.099","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","4862.438","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5355.073","5335.849","5335.849","5335.849","5335.849","5335.849","5335.849","5335.849","5335.849","5335.849","5335.849"
"1999:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3009.003","3434.2","3435.544","3440.267","3440.267","3440.267","3423.1","3423.1","3423.1","3423.1","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3412.8","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3416.3","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3419.5","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","3783.9","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.003","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","4880.343","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5374.824","5355.6","5355.6","5355.6","5355.6","5355.6","5355.6","5355.6","5355.6","5355.6","5355.6"
"1999:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3441.3","3446.94","3451.297","3451.297","3451.297","3434.1","3434.1","3434.1","3434.1","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.6","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3417.4","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3422.6","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","3790.1","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4898.714","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","4899.056","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5395.146","5377.137","5377.137","5377.137","5377.137","5377.137","5377.137","5377.137","5377.137","5377.137","5377.137"
"1999:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3461.84","3464.917","3462.358","3459.798","3443.8","3443.8","3443.8","3443.8","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3431.2","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3429.4","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3433.2","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","3799.1","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4917.981","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","4918.324","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5415.579","5401.97","5401.97","5401.97","5401.97","5401.97","5401.97","5401.97","5401.97","5401.97","5401.97"
