"DATE","RCONSM98M11","RCONSM98M12","RCONSM99M1","RCONSM99M2","RCONSM99M3","RCONSM99M4","RCONSM99M5","RCONSM99M6","RCONSM99M7","RCONSM99M8","RCONSM99M9","RCONSM99M10","RCONSM99M11","RCONSM99M12","RCONSM00M1","RCONSM00M2","RCONSM00M3","RCONSM00M4","RCONSM00M5","RCONSM00M6","RCONSM00M7","RCONSM00M8","RCONSM00M9","RCONSM00M10","RCONSM00M11","RCONSM00M12","RCONSM01M1","RCONSM01M2","RCONSM01M3","RCONSM01M4","RCONSM01M5","RCONSM01M6","RCONSM01M7","RCONSM01M8","RCONSM01M9","RCONSM01M10","RCONSM01M11","RCONSM01M12","RCONSM02M1","RCONSM02M2","RCONSM02M3","RCONSM02M4","RCONSM02M5","RCONSM02M6","RCONSM02M7","RCONSM02M8","RCONSM02M9","RCONSM02M10","RCONSM02M11","RCONSM02M12","RCONSM03M1","RCONSM03M2","RCONSM03M3","RCONSM03M4","RCONSM03M5","RCONSM03M6","RCONSM03M7","RCONSM03M8","RCONSM03M9","RCONSM03M10","RCONSM03M11","RCONSM03M12","RCONSM04M1","RCONSM04M2","RCONSM04M3","RCONSM04M4","RCONSM04M5","RCONSM04M6","RCONSM04M7","RCONSM04M8","RCONSM04M9","RCONSM04M10","RCONSM04M11","RCONSM04M12","RCONSM05M1","RCONSM05M2","RCONSM05M3","RCONSM05M4","RCONSM05M5","RCONSM05M6","RCONSM05M7","RCONSM05M8","RCONSM05M9","RCONSM05M10","RCONSM05M11","RCONSM05M12","RCONSM06M1","RCONSM06M2","RCONSM06M3","RCONSM06M4","RCONSM06M5","RCONSM06M6","RCONSM06M7","RCONSM06M8","RCONSM06M9","RCONSM06M10","RCONSM06M11","RCONSM06M12","RCONSM07M1","RCONSM07M2","RCONSM07M3","RCONSM07M4","RCONSM07M5","RCONSM07M6","RCONSM07M7","RCONSM07M8","RCONSM07M9","RCONSM07M10","RCONSM07M11","RCONSM07M12","RCONSM08M1","RCONSM08M2","RCONSM08M3","RCONSM08M4","RCONSM08M5","RCONSM08M6","RCONSM08M7","RCONSM08M8","RCONSM08M9","RCONSM08M10","RCONSM08M11","RCONSM08M12","RCONSM09M1","RCONSM09M2","RCONSM09M3","RCONSM09M4","RCONSM09M5","RCONSM09M6","RCONSM09M7","RCONSM09M8","RCONSM09M9","RCONSM09M10","RCONSM09M11","RCONSM09M12","RCONSM10M1","RCONSM10M2","RCONSM10M3","RCONSM10M4","RCONSM10M5","RCONSM10M6","RCONSM10M7","RCONSM10M8","RCONSM10M9","RCONSM10M10","RCONSM10M11","RCONSM10M12","RCONSM11M1","RCONSM11M2","RCONSM11M3","RCONSM11M4","RCONSM11M5","RCONSM11M6","RCONSM11M7","RCONSM11M8","RCONSM11M9","RCONSM11M10","RCONSM11M11","RCONSM11M12","RCONSM12M1","RCONSM12M2","RCONSM12M3","RCONSM12M4","RCONSM12M5","RCONSM12M6","RCONSM12M7","RCONSM12M8","RCONSM12M9","RCONSM12M10","RCONSM12M11","RCONSM12M12","RCONSM13M1","RCONSM13M2","RCONSM13M3","RCONSM13M4","RCONSM13M5","RCONSM13M6","RCONSM13M7","RCONSM13M8","RCONSM13M9","RCONSM13M10","RCONSM13M11","RCONSM13M12","RCONSM14M1","RCONSM14M2","RCONSM14M3","RCONSM14M4","RCONSM14M5","RCONSM14M6","RCONSM14M7","RCONSM14M8","RCONSM14M9","RCONSM14M10","RCONSM14M11","RCONSM14M12","RCONSM15M1","RCONSM15M2","RCONSM15M3","RCONSM15M4","RCONSM15M5"
"1999:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3471.407","3467.69","3471.834","3454.3","3454.3","3454.3","3454.3","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3441.2","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3438.3","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","3815.4","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.292","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","4939.636","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5438.89","5425.153","5425.153","5425.153","5425.153","5425.153","5425.153","5425.153","5425.153","5425.153","5425.153"
"1999:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3481.828","3487.343","3466.0","3466.0","3466.0","3466.0","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3456.8","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3453.9","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3450.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","3830.5","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4962.994","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","4963.341","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5465.665","5455.167","5455.167","5455.167","5455.167","5455.167","5455.167","5455.167","5455.167","5455.167","5455.167"
"2000:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3506.691","3482.1","3485.9","3486.9","3483.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3471.7","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3458.9","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3463.7","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","3845.2","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.149","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","4983.497","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5488.462","5476.464","5476.464","5476.464","5476.464","5476.464","5476.464","5476.464","5476.464","5476.464","5476.464"
"2000:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3491.3","3499.7","3500.6","3500.0","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3488.3","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3470.6","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3479.0","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","3874.6","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.207","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5016.558","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5525.758","5512.358","5512.358","5512.358","5512.358","5512.358","5512.358","5512.358","5512.358","5512.358","5512.358"
"2000:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3516.0","3518.1","3519.9","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3501.5","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3487.1","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3490.2","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","3893.4","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.099","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5045.452","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5557.62","5543.467","5543.467","5543.467","5543.467","5543.467","5543.467","5543.467","5543.467","5543.467","5543.467"
"2000:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3533.1","3534.2","3513.3","3514.2","3513.9","3513.9","3513.9","3513.9","3513.9","3513.9","3513.9","3513.9","3513.9","3513.9","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3495.2","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3492.8","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","3893.0","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.527","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5050.88","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5563.209","5552.481","5552.481","5552.481","5552.481","5552.481","5552.481","5552.481","5552.481","5552.481","5552.481"
"2000:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3548.5","3524.4","3526.7","3529.6","3529.6","3529.6","3529.6","3529.6","3529.6","3529.6","3529.6","3529.6","3529.6","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3514.4","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3508.9","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","3907.5","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.145","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5072.499","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5586.618","5576.102","5576.102","5576.102","5576.102","5576.102","5576.102","5576.102","5576.102","5576.102","5576.102"
"2000:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3533.1","3533.9","3536.7","3536.7","3536.7","3536.7","3536.7","3536.7","3536.7","3536.7","3536.7","3536.7","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3519.2","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3522.8","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","3924.0","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.615","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5096.971","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5614.029","5603.277","5603.277","5603.277","5603.277","5603.277","5603.277","5603.277","5603.277","5603.277","5603.277"
"2000:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3544.2","3544.8","3545.0","3542.7","3542.7","3542.7","3542.7","3542.7","3542.7","3542.7","3542.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3527.7","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3531.1","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","3936.4","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.426","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5103.782","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5622.91","5608.843","5608.843","5608.843","5608.843","5608.843","5608.843","5608.843","5608.843","5608.843","5608.843"
"2000:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3557.2","3558.2","3558.4","3559.4","3559.4","3559.4","3559.4","3559.4","3559.4","3559.4","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3539.1","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3542.2","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","3949.6","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5117.812","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5118.169","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5639.411","5627.046","5627.046","5627.046","5627.046","5627.046","5627.046","5627.046","5627.046","5627.046","5627.046"
"2000:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3574.8","3575.0","3575.8","3575.8","3575.8","3575.8","3575.8","3575.8","3575.8","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3553.9","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3551.8","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","3962.0","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.125","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5139.483","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5663.372","5651.794","5651.794","5651.794","5651.794","5651.794","5651.794","5651.794","5651.794","5651.794","5651.794"
"2000:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","3585.2","3587.6","3586.7","3585.5","3583.4","3583.4","3583.4","3583.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3565.4","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3557.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","3972.1","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.505","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5145.862","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5670.989","5658.544","5658.544","5658.544","5658.544","5658.544","5658.544","5658.544","5658.544","5658.544","5658.544"
