"DATE","RG10M1","RG10M2","RG10M3","RG10M4","RG10M5","RG10M6","RG10M7","RG10M8","RG10M9","RG10M10","RG10M11","RG10M12","RG11M1","RG11M2","RG11M3","RG11M4","RG11M5","RG11M6","RG11M7","RG11M8","RG11M9","RG11M10","RG11M11","RG11M12","RG12M1","RG12M2","RG12M3","RG12M4","RG12M5","RG12M6","RG12M7","RG12M8","RG12M9","RG12M10","RG12M11","RG12M12","RG13M1","RG13M2","RG13M3","RG13M4","RG13M5","RG13M6","RG13M7","RG13M8","RG13M9","RG13M10","RG13M11","RG13M12","RG14M1","RG14M2","RG14M3","RG14M4","RG14M5","RG14M6","RG14M7","RG14M8","RG14M9","RG14M10","RG14M11","RG14M12","RG15M1","RG15M2","RG15M3","RG15M4","RG15M5","RG15M6","RG15M7","RG15M8","RG15M9","RG15M10","RG15M11"
"1967:Q2","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2","1424.2"
"1967:Q3","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1231.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2","1440.2"
"1967:Q4","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1239.6","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4","1451.4"
"1968:Q1","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1261.3","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2","1477.2"
"1968:Q2","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1267.1","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0","1485.0"
"1968:Q3","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1269.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7","1489.7"
"1968:Q4","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1270.8","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0","1491.0"
"1969:Q1","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1272.0","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7"
"1969:Q2","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1266.7","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0","1490.0"
"1969:Q3","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1268.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5"
"1969:Q4","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1249.8","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9","1473.9"
"1970:Q1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1243.1","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9","1466.9"
"1970:Q2","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1227.1","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2","1450.2"
"1970:Q3","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5"
"1970:Q4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1232.4","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2","1457.2"
"1971:Q1","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1","1436.1"
"1971:Q2","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1208.5","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8","1432.8"
"1971:Q3","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1207.8","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4","1432.4"
"1971:Q4","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1198.8","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6","1422.6"
"1972:Q1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1203.1","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3","1429.3"
"1972:Q2","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1210.6","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0"
"1972:Q3","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1185.6","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3","1409.3"
"1972:Q4","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1","1420.1"
"1973:Q1","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1204.8","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6","1431.6"
"1973:Q2","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1197.6","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5","1424.5"
"1973:Q3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1182.3","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4","1406.4"
"1973:Q4","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1191.0","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8","1415.8"
"1974:Q1","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1215.9","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4","1442.4"
"1974:Q2","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1224.1","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6","1451.6"
"1974:Q3","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1225.9","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5","1453.5"
"1974:Q4","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1230.2","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9","1459.9"
"1975:Q1","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1245.2","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1"
"1975:Q2","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1235.7","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2","1466.2"
"1975:Q3","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1257.4","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5","1489.5"
"1975:Q4","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1268.0","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4","1503.4"
"1976:Q1","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1271.2","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5","1506.5"
"1976:Q2","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1257.3","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4","1491.4"
