"DATE","RG10M1","RG10M2","RG10M3","RG10M4","RG10M5","RG10M6","RG10M7","RG10M8","RG10M9","RG10M10","RG10M11","RG10M12","RG11M1","RG11M2","RG11M3","RG11M4","RG11M5","RG11M6","RG11M7","RG11M8","RG11M9","RG11M10","RG11M11","RG11M12","RG12M1","RG12M2","RG12M3","RG12M4","RG12M5","RG12M6","RG12M7","RG12M8","RG12M9","RG12M10","RG12M11","RG12M12","RG13M1","RG13M2","RG13M3","RG13M4","RG13M5","RG13M6","RG13M7","RG13M8","RG13M9","RG13M10","RG13M11","RG13M12","RG14M1","RG14M2","RG14M3","RG14M4","RG14M5","RG14M6","RG14M7","RG14M8","RG14M9","RG14M10","RG14M11","RG14M12","RG15M1","RG15M2","RG15M3","RG15M4","RG15M5","RG15M6","RG15M7","RG15M8","RG15M9","RG15M10","RG15M11"
"2004:Q2","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2363.5","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9","2809.9"
"2004:Q3","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2372.1","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7","2820.7"
"2004:Q4","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2357.6","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2","2808.2"
"2005:Q1","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2359.9","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1","2814.1"
"2005:Q2","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2362.4","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9","2818.9"
"2005:Q3","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2383.9","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0","2841.0"
"2005:Q4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2373.4","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7","2830.7"
"2006:Q1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2397.1","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5","2853.5"
"2006:Q2","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2399.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1","2864.1"
"2006:Q3","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2402.7","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4","2870.4"
"2006:Q4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2409.4","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1","2889.1"
"2007:Q1","2409.5","2409.5","2409.5","2409.5","2409.5","2409.5","2409.5","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2406.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7","2882.7"
"2007:Q2","2435.4","2435.4","2435.4","2435.4","2435.4","2435.4","2435.4","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2426.8","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0","2907.0"
"2007:Q3","2458.9","2458.9","2458.9","2458.9","2458.9","2458.9","2458.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2447.9","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0","2928.0"
"2007:Q4","2468.7","2468.7","2468.7","2468.7","2468.7","2468.7","2468.7","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2455.3","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8","2939.8"
"2008:Q1","2484.7","2484.7","2484.7","2484.7","2484.7","2484.7","2484.7","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2469.2","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2473.9","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0","2952.0"
"2008:Q2","2506.9","2506.9","2506.9","2506.9","2506.9","2506.9","2506.9","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2489.4","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2484.5","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0","2975.0"
"2008:Q3","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2536.6","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2521.5","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","2510.7","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2","3016.2"
"2008:Q4","2544.0","2544.0","2544.0","2544.0","2544.0","2544.0","2544.0","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2530.7","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","2520.5","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9","3035.9"
"2009:Q1","2527.2","2527.2","2527.2","2527.2","2527.2","2527.2","2527.2","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2511.5","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2509.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5","3040.5"
"2009:Q2","2568.6","2568.6","2568.6","2568.6","2568.6","2568.6","2568.6","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2549.3","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2546.0","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","2590.4","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0","3096.0"
"2009:Q3","2585.5","2585.5","2585.5","2585.5","2585.5","2585.5","2585.5","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2559.3","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2554.2","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","2614.3","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0","3113.0"
"2009:Q4","#N/A","2584.4","2577.9","2576.9","2576.9","2576.9","2576.9","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2550.3","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2548.5","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","2621.1","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8","3106.8"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","2565.3","2564.4","2564.8","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.2","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2540.6","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","2600.4","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2567.5","2566.8","2564.9","2564.9","2564.9","2564.9","2564.9","2564.9","2564.9","2564.9","2564.9","2564.9","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2564.0","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","2618.7","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2","3106.2"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2586.1","2590.1","2589.6","2589.6","2589.6","2589.6","2589.6","2589.6","2589.6","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2570.3","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","2616.7","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5","3103.5"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2585.8","2579.7","2578.8","2578.8","2578.8","2578.8","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2552.1","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","2587.4","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5","3071.5"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2544.3","2545.0","2540.8","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2513.9","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","2540.7","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.0","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2","3012.2"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2506.7","2508.4","2508.2","2508.2","2508.2","2508.2","2508.2","2508.2","2508.2","2508.2","2508.2","2508.2","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","2535.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3002.4","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0","3009.0"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2508.2","2507.6","2507.6","2507.6","2507.6","2507.6","2507.6","2507.6","2507.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2516.6","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2983.2","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0","2990.0"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2478.5","2479.8","2481.2","2481.2","2481.2","2481.2","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2502.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2971.7","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3","2978.3"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2462.2","2456.6","2456.0","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2483.7","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2961.3","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2957.8","2963.7","2963.7","2963.7","2963.7"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2474.8","2478.2","2479.4","2479.4","2479.4","2479.4","2479.4","2479.4","2479.4","2479.4","2479.4","2479.4","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2963.5","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2954.9","2949.4","2949.4","2949.4","2949.4"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2501.8","2500.7","2503.1","2503.1","2503.1","2503.1","2503.1","2503.1","2503.1","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2988.8","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2974.4","2940.9","2940.9","2940.9","2940.9"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2460.6","2458.9","2458.1","2458.1","2458.1","2458.1","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2938.8","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2928.7","2912.3","2912.3","2912.3","2912.3"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2432.6","2427.1","2428.2","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2907.4","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2899.8","2878.8","2878.8","2878.8","2878.8"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2904.4","2900.5","2904.5","2904.5","2904.5","2904.5","2904.5","2904.5","2904.5","2904.5","2904.5","2904.5","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2901.2","2864.1","2864.1","2864.1","2864.1"
