"DATE","ROUTPUT10M1","ROUTPUT10M2","ROUTPUT10M3","ROUTPUT10M4","ROUTPUT10M5","ROUTPUT10M6","ROUTPUT10M7","ROUTPUT10M8","ROUTPUT10M9","ROUTPUT10M10","ROUTPUT10M11","ROUTPUT10M12","ROUTPUT11M1","ROUTPUT11M2","ROUTPUT11M3","ROUTPUT11M4","ROUTPUT11M5","ROUTPUT11M6","ROUTPUT11M7","ROUTPUT11M8","ROUTPUT11M9","ROUTPUT11M10","ROUTPUT11M11","ROUTPUT11M12","ROUTPUT12M1","ROUTPUT12M2","ROUTPUT12M3","ROUTPUT12M4","ROUTPUT12M5","ROUTPUT12M6","ROUTPUT12M7","ROUTPUT12M8","ROUTPUT12M9","ROUTPUT12M10","ROUTPUT12M11","ROUTPUT12M12","ROUTPUT13M1","ROUTPUT13M2","ROUTPUT13M3","ROUTPUT13M4","ROUTPUT13M5","ROUTPUT13M6","ROUTPUT13M7","ROUTPUT13M8","ROUTPUT13M9","ROUTPUT13M10","ROUTPUT13M11","ROUTPUT13M12","ROUTPUT14M1","ROUTPUT14M2","ROUTPUT14M3","ROUTPUT14M4","ROUTPUT14M5","ROUTPUT14M6","ROUTPUT14M7","ROUTPUT14M8","ROUTPUT14M9","ROUTPUT14M10","ROUTPUT14M11","ROUTPUT14M12","ROUTPUT15M1","ROUTPUT15M2","ROUTPUT15M3","ROUTPUT15M4","ROUTPUT15M5","ROUTPUT15M6","ROUTPUT15M7","ROUTPUT15M8","ROUTPUT15M9","ROUTPUT15M10","ROUTPUT15M11"
"1973:Q3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4906.3","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","4902.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5406.1","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9","5411.9"
"1973:Q4","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4953.1","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","4948.8","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5456.5","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4","5462.4"
"1974:Q1","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4909.6","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","4905.4","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5411.2","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0","5417.0"
"1974:Q2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4922.2","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","4918.0","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5425.4","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3","5431.3"
"1974:Q3","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4873.5","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","4869.4","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5372.8","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7","5378.7"
"1974:Q4","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4854.3","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","4850.2","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5351.4","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2","5357.2"
"1975:Q1","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4795.3","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","4791.2","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5286.7","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4","5292.4"
"1975:Q2","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4831.9","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","4827.8","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5327.4","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2","5333.2"
"1975:Q3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4913.3","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","4909.1","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5415.5","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4","5421.4"
"1975:Q4","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4977.5","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","4973.3","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5488.5","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4","5494.4"
"1976:Q1","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5090.7","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5086.3","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5612.4","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5","5618.5"
"1976:Q2","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5128.9","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5124.6","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5654.8","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0","5661.0"
"1976:Q3","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5154.1","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5149.7","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5683.6","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8","5689.8"
"1976:Q4","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5191.5","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5187.1","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5726.2","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5","5732.5"
"1977:Q1","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5251.8","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5247.3","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5792.9","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2","5799.2"
"1977:Q2","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5356.1","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5351.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5906.6","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0","5913.0"
"1977:Q3","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5451.9","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","5447.3","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6011.1","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6","6017.6"
"1977:Q4","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5450.8","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","5446.1","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6011.7","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2","6018.2"
"1978:Q1","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5469.4","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","5464.7","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6032.6","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2","6039.2"
"1978:Q2","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5684.6","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","5679.7","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6267.2","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0","6274.0"
"1978:Q3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5740.3","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","5735.4","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6328.5","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3","6335.3"
"1978:Q4","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5816.2","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","5811.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6413.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3","6420.3"
"1979:Q1","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5825.9","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","5821.0","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6426.1","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0","6433.0"
"1979:Q2","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5831.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","5826.4","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6433.9","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8","6440.8"
"1979:Q3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5873.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","5868.3","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6480.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1","6487.1"
"1979:Q4","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5889.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","5884.5","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6496.8","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9","6503.9"
"1980:Q1","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5908.5","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","5903.4","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6517.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9","6524.9"
"1980:Q2","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5787.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","5782.4","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6385.7","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6","6392.6"
"1980:Q3","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5776.6","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","5771.7","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6376.0","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9","6382.9"
"1980:Q4","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5883.5","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","5878.4","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2","6501.2"
"1981:Q1","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6005.7","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6000.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6628.6","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7","6635.7"
"1981:Q2","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5957.8","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","5952.7","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6580.2","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3","6587.3"
"1981:Q3","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6030.2","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6025.0","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6655.7","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9","6662.9"
