"DATE","ROUTPUT10M1","ROUTPUT10M2","ROUTPUT10M3","ROUTPUT10M4","ROUTPUT10M5","ROUTPUT10M6","ROUTPUT10M7","ROUTPUT10M8","ROUTPUT10M9","ROUTPUT10M10","ROUTPUT10M11","ROUTPUT10M12","ROUTPUT11M1","ROUTPUT11M2","ROUTPUT11M3","ROUTPUT11M4","ROUTPUT11M5","ROUTPUT11M6","ROUTPUT11M7","ROUTPUT11M8","ROUTPUT11M9","ROUTPUT11M10","ROUTPUT11M11","ROUTPUT11M12","ROUTPUT12M1","ROUTPUT12M2","ROUTPUT12M3","ROUTPUT12M4","ROUTPUT12M5","ROUTPUT12M6","ROUTPUT12M7","ROUTPUT12M8","ROUTPUT12M9","ROUTPUT12M10","ROUTPUT12M11","ROUTPUT12M12","ROUTPUT13M1","ROUTPUT13M2","ROUTPUT13M3","ROUTPUT13M4","ROUTPUT13M5","ROUTPUT13M6","ROUTPUT13M7","ROUTPUT13M8","ROUTPUT13M9","ROUTPUT13M10","ROUTPUT13M11","ROUTPUT13M12","ROUTPUT14M1","ROUTPUT14M2","ROUTPUT14M3","ROUTPUT14M4","ROUTPUT14M5","ROUTPUT14M6","ROUTPUT14M7","ROUTPUT14M8","ROUTPUT14M9","ROUTPUT14M10","ROUTPUT14M11","ROUTPUT14M12","ROUTPUT15M1","ROUTPUT15M2","ROUTPUT15M3","ROUTPUT15M4","ROUTPUT15M5","ROUTPUT15M6","ROUTPUT15M7","ROUTPUT15M8","ROUTPUT15M9","ROUTPUT15M10","ROUTPUT15M11"
"1999:Q2","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10684.0","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","10674.9","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11967.7","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5","11962.5"
"1999:Q3","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10819.9","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","10810.7","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12120.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1","12113.1"
"1999:Q4","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11014.3","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","11004.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12329.8","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3","12323.3"
"2000:Q1","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11043.0","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","11033.6","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12365.2","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1","12359.1"
"2000:Q2","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11258.5","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","11248.8","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12598.7","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5","12592.5"
"2000:Q3","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11267.9","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","11258.3","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12614.8","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7","12607.7"
"2000:Q4","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11334.5","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","11325.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12682.0","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3","12679.3"
"2001:Q1","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11297.2","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","11287.8","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12645.7","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3","12643.3"
"2001:Q2","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11371.3","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","11361.7","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12712.8","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3","12710.3"
"2001:Q3","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11340.1","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","11330.4","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12674.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1","12670.1"
"2001:Q4","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11380.1","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","11370.0","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.2","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3","12705.3"
"2002:Q1","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11477.9","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","11467.1","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12824.6","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3","12822.3"
"2002:Q2","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11538.8","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","11528.1","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12894.7","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0","12893.0"
"2002:Q3","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11596.4","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","11586.6","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12956.7","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8","12955.8"
"2002:Q4","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11598.8","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","11590.6","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12962.9","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0","12964.0"
"2003:Q1","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11645.8","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","11638.9","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13028.6","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2","13031.2"
"2003:Q2","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11738.7","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","11737.5","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13151.8","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1","13152.1"
"2003:Q3","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11935.5","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","11930.7","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13374.0","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4","13372.4"
"2003:Q4","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12042.8","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","12038.6","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13525.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7","13528.7"
"2004:Q1","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12127.6","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","12117.9","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.6","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5","13606.5"
"2004:Q2","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12213.8","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","12195.9","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13710.7","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2","13706.2"
"2004:Q3","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12303.5","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","12286.7","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13831.0","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8","13830.8"
"2004:Q4","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12410.3","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","12387.2","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13947.7","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4","13950.4"
"2005:Q1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12534.1","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","12515.0","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14100.2","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1","14099.1"
"2005:Q2","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12587.5","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","12570.7","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14177.2","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7","14172.7"
"2005:Q3","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12683.2","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","12670.5","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14292.9","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8","14291.8"
"2005:Q4","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12748.7","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","12735.6","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14372.0","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4","14373.4"
"2006:Q1","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12915.9","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","12896.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.4","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1","14546.1"
"2006:Q2","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12962.5","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","12948.7","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14591.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6","14589.6"
"2006:Q3","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12965.9","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","12950.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14604.4","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6","14602.6"
"2006:Q4","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13060.7","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","13038.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14718.4","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9","14716.9"
"2007:Q1","13099.9","13099.9","13099.9","13099.9","13099.9","13099.9","13099.9","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13089.3","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","13056.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14728.1","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0","14726.0"
"2007:Q2","13204.0","13204.0","13204.0","13204.0","13204.0","13204.0","13204.0","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13194.1","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","13173.6","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14841.5","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7","14838.7"
"2007:Q3","13321.1","13321.1","13321.1","13321.1","13321.1","13321.1","13321.1","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13268.5","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","13269.8","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14941.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5","14938.5"
"2007:Q4","13391.2","13391.2","13391.2","13391.2","13391.2","13391.2","13391.2","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13363.5","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","13326.0","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14996.1","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8","14991.8"
"2008:Q1","13366.9","13366.9","13366.9","13366.9","13366.9","13366.9","13366.9","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13339.2","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","13266.8","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14895.4","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5","14889.5"
