"DATE","PCONG09M8","PCONG09M9","PCONG09M10","PCONG09M11","PCONG09M12","PCONG10M1","PCONG10M2","PCONG10M3","PCONG10M4","PCONG10M5","PCONG10M6","PCONG10M7","PCONG10M8","PCONG10M9","PCONG10M10","PCONG10M11","PCONG10M12","PCONG11M1","PCONG11M2","PCONG11M3","PCONG11M4","PCONG11M5","PCONG11M6","PCONG11M7","PCONG11M8","PCONG11M9","PCONG11M10","PCONG11M11","PCONG11M12","PCONG12M1","PCONG12M2","PCONG12M3","PCONG12M4","PCONG12M5","PCONG12M6","PCONG12M7","PCONG12M8","PCONG12M9","PCONG12M10","PCONG12M11","PCONG12M12","PCONG13M1","PCONG13M2","PCONG13M3","PCONG13M4","PCONG13M5","PCONG13M6","PCONG13M7","PCONG13M8","PCONG13M9","PCONG13M10","PCONG13M11","PCONG13M12","PCONG14M1","PCONG14M2","PCONG14M3","PCONG14M4","PCONG14M5","PCONG14M6","PCONG14M7","PCONG14M8","PCONG14M9","PCONG14M10","PCONG14M11","PCONG14M12","PCONG15M1","PCONG15M2","PCONG15M3","PCONG15M4","PCONG15M5"
"1981:Q3","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.094","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","73.195","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039","71.039"
"1981:Q4","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.707","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","73.809","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635","71.635"
"1982:Q1","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.126","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","74.228","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042","72.042"
"1982:Q2","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.284","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","74.386","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196","72.196"
"1982:Q3","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.048","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","75.152","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938","72.938"
"1982:Q4","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.141","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","75.244","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028","73.028"
"1983:Q1","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.145","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","75.248","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034","73.034"
"1983:Q2","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.891","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","75.995","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758","73.758"
"1983:Q3","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.415","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","76.521","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268","74.268"
"1983:Q4","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.538","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","76.643","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387","74.387"
"1984:Q1","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.152","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","77.258","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984","74.984"
"1984:Q2","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.338","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","77.444","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165","75.165"
"1984:Q3","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.506","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","77.613","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328","75.328"
"1984:Q4","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.743","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","77.85","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559","75.559"
"1985:Q1","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.239","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","78.347","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041","76.041"
"1985:Q2","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.622","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","78.73","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413","76.413"
"1985:Q3","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.682","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","78.791","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472","76.472"
"1985:Q4","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.163","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","79.272","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939","76.939"
"1986:Q1","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","78.904","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","79.013","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687","76.687"
"1986:Q2","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.78","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","77.887","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594","75.594"
"1986:Q3","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.141","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","78.248","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945","75.945"
"1986:Q4","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.411","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","78.519","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208","76.208"
