"DATE","PCONG09M8","PCONG09M9","PCONG09M10","PCONG09M11","PCONG09M12","PCONG10M1","PCONG10M2","PCONG10M3","PCONG10M4","PCONG10M5","PCONG10M6","PCONG10M7","PCONG10M8","PCONG10M9","PCONG10M10","PCONG10M11","PCONG10M12","PCONG11M1","PCONG11M2","PCONG11M3","PCONG11M4","PCONG11M5","PCONG11M6","PCONG11M7","PCONG11M8","PCONG11M9","PCONG11M10","PCONG11M11","PCONG11M12","PCONG12M1","PCONG12M2","PCONG12M3","PCONG12M4","PCONG12M5","PCONG12M6","PCONG12M7","PCONG12M8","PCONG12M9","PCONG12M10","PCONG12M11","PCONG12M12","PCONG13M1","PCONG13M2","PCONG13M3","PCONG13M4","PCONG13M5","PCONG13M6","PCONG13M7","PCONG13M8","PCONG13M9","PCONG13M10","PCONG13M11","PCONG13M12","PCONG14M1","PCONG14M2","PCONG14M3","PCONG14M4","PCONG14M5","PCONG14M6","PCONG14M7","PCONG14M8","PCONG14M9","PCONG14M10","PCONG14M11","PCONG14M12","PCONG15M1","PCONG15M2","PCONG15M3","PCONG15M4","PCONG15M5"
"1947:Q1","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.514","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862","22.862"
"1947:Q2","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.74","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.773","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082","23.082"
"1947:Q3","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.104","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","24.137","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435","23.435"
"1947:Q4","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.738","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052","24.052"
"1948:Q1","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.093","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","25.128","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397","24.397"
"1948:Q2","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.362","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","25.397","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658","24.658"
"1948:Q3","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.754","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.789","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038","25.038"
"1948:Q4","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.563","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","25.598","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851","24.851"
"1949:Q1","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.247","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","25.282","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543","24.543"
"1949:Q2","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.996","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264","24.264"
"1949:Q3","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.674","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","24.707","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983","23.983"
"1949:Q4","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.528","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","24.562","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842","23.842"
"1950:Q1","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.398","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713","23.713"
"1950:Q2","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.533","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","24.567","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845","23.845"
"1950:Q3","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.137","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","25.171","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431","24.431"
"1950:Q4","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.666","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","25.701","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947","24.947"
"1951:Q1","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.711","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","26.747","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963","25.963"
"1951:Q2","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.976","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185","26.185"
"1951:Q3","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.902","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.939","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15","26.15"
"1951:Q4","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","27.261","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462","26.462"
"1952:Q1","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.289","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","27.327","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526","26.526"
"1952:Q2","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.132","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","27.169","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372","26.372"
"1952:Q3","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.233","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47","26.47"
"1952:Q4","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.162","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","27.199","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401","26.401"
"1953:Q1","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.138","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","27.176","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378","26.378"
"1953:Q2","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.06","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","27.098","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302","26.302"
"1953:Q3","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.057","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","27.094","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299","26.299"
"1953:Q4","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.064","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","27.102","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305","26.305"
"1954:Q1","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.187","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","27.224","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424","26.424"
"1954:Q2","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.084","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","27.121","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323","26.323"
"1954:Q3","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.891","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.928","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135","26.135"
"1954:Q4","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.754","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.791","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002","26.002"
"1955:Q1","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.792","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.829","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039","26.039"
"1955:Q2","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.769","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.805","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016","26.016"
"1955:Q3","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.857","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.894","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102","26.102"
"1955:Q4","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.864","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.901","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109","26.109"
"1956:Q1","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.94","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.977","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183","26.183"
"1956:Q2","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.14","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","27.178","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377","26.377"
"1956:Q3","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.435","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664","26.664"
"1956:Q4","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.591","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","27.629","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815","26.815"
"1957:Q1","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.836","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.874","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053","27.053"
"1957:Q2","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.049","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","28.088","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26","27.26"
"1957:Q3","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.268","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","28.307","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473","27.473"
"1957:Q4","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.366","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","28.405","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568","27.568"
"1958:Q1","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.83","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.87","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02","28.02"
"1958:Q2","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.844","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.883","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033","28.033"
