"DATE","RGF10M1","RGF10M2","RGF10M3","RGF10M4","RGF10M5","RGF10M6","RGF10M7","RGF10M8","RGF10M9","RGF10M10","RGF10M11","RGF10M12","RGF11M1","RGF11M2","RGF11M3","RGF11M4","RGF11M5","RGF11M6","RGF11M7","RGF11M8","RGF11M9","RGF11M10","RGF11M11","RGF11M12","RGF12M1","RGF12M2","RGF12M3","RGF12M4","RGF12M5","RGF12M6","RGF12M7","RGF12M8","RGF12M9","RGF12M10","RGF12M11","RGF12M12","RGF13M1","RGF13M2","RGF13M3","RGF13M4","RGF13M5","RGF13M6","RGF13M7","RGF13M8","RGF13M9","RGF13M10","RGF13M11","RGF13M12","RGF14M1","RGF14M2","RGF14M3","RGF14M4","RGF14M5","RGF14M6","RGF14M7","RGF14M8","RGF14M9","RGF14M10","RGF14M11","RGF14M12","RGF15M1","RGF15M2","RGF15M3","RGF15M4","RGF15M5"
"1983:Q2","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.3","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","644.7","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1","735.1"
"1983:Q3","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.4","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9","752.9"
"1983:Q4","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4"
"1984:Q1","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","644.6","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","645.1","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3","735.3"
"1984:Q2","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","664.8","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","665.3","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7","758.7"
"1984:Q3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.3","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","662.8","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2"
"1984:Q4","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.3","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","684.8","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7","779.7"
"1985:Q1","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","691.6","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","692.1","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7","788.7"
"1985:Q2","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2","811.2"
"1985:Q3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.3","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","732.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7"
"1985:Q4","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","732.5","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7","835.7"
"1986:Q1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.1","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","728.6","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0"
"1986:Q2","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.3","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","751.8","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3","860.3"
"1986:Q3","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","780.2","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1","892.1"
"1986:Q4","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","767.7","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","768.1","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5","878.5"
"1987:Q1","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","772.7","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1","885.1"
"1987:Q2","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.0","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","783.4","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5","899.5"
"1987:Q3","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","783.8","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5","900.5"
"1987:Q4","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.5","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","795.9","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2"
"1988:Q1","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","773.9","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","774.3","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1","887.1"
"1988:Q2","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5","881.5"
"1988:Q3","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.2","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","760.7","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2","878.2"
"1988:Q4","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.1","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4","901.4"
"1989:Q1","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","767.5","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6","884.6"
"1989:Q2","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.3","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","784.8","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5","904.5"
"1989:Q3","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","791.8","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","792.3","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8"
"1989:Q4","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","787.8","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","788.3","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1","907.1"
"1990:Q1","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","800.2","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8","921.8"
"1990:Q2","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","800.6","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","801.1","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6","924.6"
"1990:Q3","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","793.5","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9","915.9"
"1990:Q4","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.5","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7","921.7"
"1991:Q1","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","806.8","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0","930.0"
"1991:Q2","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.1","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","809.4","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6"
"1991:Q3","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.0","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","794.4","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3","918.3"
"1991:Q4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.4","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5","902.5"
"1992:Q1","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","778.6","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","779.0","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9","903.9"
"1992:Q2","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","777.8","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","778.2","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0"
"1992:Q3","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","786.6","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3","913.3"
"1992:Q4","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.1","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","787.5","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7","909.7"
"1993:Q1","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","763.3","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4","882.4"
"1993:Q2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.2","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","752.5","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2"
"1993:Q3","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","744.6","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4","873.4"
"1993:Q4","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.1","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","748.5","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3"
"1994:Q1","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.3","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","721.7","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8"
"1994:Q2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.2","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","717.6","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1","840.1"
"1994:Q3","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","737.3","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5"
"1994:Q4","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","716.7","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9","836.9"
"1995:Q1","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","715.3","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4","831.4"
"1995:Q2","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6","832.6"
"1995:Q3","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","707.6","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7","825.7"
