"DATE","RCOND65Q4","RCOND66Q1","RCOND66Q2","RCOND66Q3","RCOND66Q4","RCOND67Q1","RCOND67Q2","RCOND67Q3","RCOND67Q4","RCOND68Q1","RCOND68Q2","RCOND68Q3","RCOND68Q4","RCOND69Q1","RCOND69Q2","RCOND69Q3","RCOND69Q4","RCOND70Q1","RCOND70Q2","RCOND70Q3","RCOND70Q4","RCOND71Q1","RCOND71Q2","RCOND71Q3","RCOND71Q4","RCOND72Q1","RCOND72Q2","RCOND72Q3","RCOND72Q4","RCOND73Q1","RCOND73Q2","RCOND73Q3","RCOND73Q4","RCOND74Q1","RCOND74Q2","RCOND74Q3","RCOND74Q4","RCOND75Q1","RCOND75Q2","RCOND75Q3","RCOND75Q4","RCOND76Q1","RCOND76Q2","RCOND76Q3","RCOND76Q4","RCOND77Q1","RCOND77Q2","RCOND77Q3","RCOND77Q4","RCOND78Q1","RCOND78Q2","RCOND78Q3","RCOND78Q4","RCOND79Q1","RCOND79Q2","RCOND79Q3","RCOND79Q4","RCOND80Q1","RCOND80Q2","RCOND80Q3","RCOND80Q4","RCOND81Q1","RCOND81Q2","RCOND81Q3","RCOND81Q4","RCOND82Q1","RCOND82Q2","RCOND82Q3","RCOND82Q4","RCOND83Q1","RCOND83Q2","RCOND83Q3","RCOND83Q4","RCOND84Q1","RCOND84Q2","RCOND84Q3","RCOND84Q4","RCOND85Q1","RCOND85Q2","RCOND85Q3","RCOND85Q4","RCOND86Q1","RCOND86Q2","RCOND86Q3","RCOND86Q4","RCOND87Q1","RCOND87Q2","RCOND87Q3","RCOND87Q4","RCOND88Q1","RCOND88Q2","RCOND88Q3","RCOND88Q4","RCOND89Q1","RCOND89Q2","RCOND89Q3","RCOND89Q4","RCOND90Q1","RCOND90Q2","RCOND90Q3","RCOND90Q4","RCOND91Q1","RCOND91Q2","RCOND91Q3","RCOND91Q4","RCOND92Q1","RCOND92Q2","RCOND92Q3","RCOND92Q4","RCOND93Q1","RCOND93Q2","RCOND93Q3","RCOND93Q4","RCOND94Q1","RCOND94Q2","RCOND94Q3","RCOND94Q4","RCOND95Q1","RCOND95Q2","RCOND95Q3","RCOND95Q4","RCOND96Q1","RCOND96Q2","RCOND96Q3","RCOND96Q4","RCOND97Q1","RCOND97Q2","RCOND97Q3","RCOND97Q4","RCOND98Q1","RCOND98Q2","RCOND98Q3","RCOND98Q4","RCOND99Q1","RCOND99Q2","RCOND99Q3","RCOND99Q4","RCOND00Q1","RCOND00Q2","RCOND00Q3","RCOND00Q4","RCOND01Q1","RCOND01Q2","RCOND01Q3","RCOND01Q4","RCOND02Q1","RCOND02Q2","RCOND02Q3","RCOND02Q4","RCOND03Q1","RCOND03Q2","RCOND03Q3","RCOND03Q4","RCOND04Q1","RCOND04Q2","RCOND04Q3","RCOND04Q4","RCOND05Q1","RCOND05Q2","RCOND05Q3","RCOND05Q4","RCOND06Q1","RCOND06Q2","RCOND06Q3","RCOND06Q4","RCOND07Q1","RCOND07Q2","RCOND07Q3","RCOND07Q4","RCOND08Q1","RCOND08Q2","RCOND08Q3","RCOND08Q4","RCOND09Q1","RCOND09Q2","RCOND09Q3","RCOND09Q4","RCOND10Q1","RCOND10Q2","RCOND10Q3","RCOND10Q4","RCOND11Q1","RCOND11Q2","RCOND11Q3","RCOND11Q4","RCOND12Q1","RCOND12Q2","RCOND12Q3","RCOND12Q4","RCOND13Q1","RCOND13Q2","RCOND13Q3","RCOND13Q4","RCOND14Q1","RCOND14Q2","RCOND14Q3","RCOND14Q4","RCOND15Q1","RCOND15Q2"
"1998:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","729.4","733.7","733.7","733.7","731.2","731.2","731.2","726.7","726.7","726.7","726.7","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","727.2","674.6","674.6","674.6","674.6","674.6","674.6","674.6","674.6","673.0","673.0","673.0","673.0","673.0","673.0","673.0","673.0","625.6","625.6","625.6","625.6","625.6","625.6","625.6","625.6"
"1998:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","770.1","775.0","775.0","766.0","766.0","766.0","766.7","766.7","766.7","766.7","767.3","767.3","767.3","767.3","767.3","767.3","767.3","767.3","767.3","767.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","770.3","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","713.0","713.0","713.0","713.0","713.0","713.0","713.0","713.0","662.6","662.6","662.6","662.6","662.6","662.6","662.6","662.6"
"1999:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","796.4","798.9","788.8","788.8","788.8","782.7","782.7","782.7","782.7","780.5","780.5","780.5","780.5","777.6","777.6","777.6","777.6","777.6","777.6","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","716.4","714.7","714.7","714.7","714.7","714.7","714.7","714.7","714.7","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0"
"1999:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","809.8","806.1","806.1","806.1","810.5","810.5","810.5","810.5","809.5","809.5","809.5","809.5","804.2","804.2","804.2","804.2","804.2","804.2","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","803.6","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","695.8","695.8","695.8","695.8","695.8","695.8","695.8","695.8"
"1999:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","819.9","821.2","821.2","826.2","826.2","826.2","826.2","827.2","827.2","827.2","827.2","824.1","824.1","824.1","824.1","824.1","824.1","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","820.7","769.1","769.1","769.1","769.1","769.1","769.1","769.1","769.1","767.4","767.4","767.4","767.4","767.4","767.4","767.4","767.4","712.5","712.5","712.5","712.5","712.5","712.5","712.5","712.5"
"1999:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","844.5","846.7","851.8","851.8","851.8","851.8","854.2","854.2","854.2","854.2","844.2","844.2","844.2","844.2","844.2","844.2","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","826.4","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","776.9","776.9","776.9","776.9","776.9","776.9","776.9","776.9","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","898.1","898.2","898.2","898.2","898.2","892.1","892.1","892.1","892.1","879.5","879.5","879.5","879.5","879.5","879.5","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","822.5","822.5","822.5","822.5","822.5","822.5","822.5","822.5","820.6","820.6","820.6","820.6","820.6","820.6","820.6","820.6","761.2","761.2","761.2","761.2","761.2","761.2","761.2","761.2"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","889.4","886.7","886.7","886.7","886.5","886.5","886.5","886.5","871.3","871.3","871.3","871.3","871.3","871.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","851.3","807.7","807.7","807.7","807.7","807.7","807.7","807.7","807.7","805.8","805.8","805.8","805.8","805.8","805.8","805.8","805.8","747.2","747.2","747.2","747.2","747.2","747.2","747.2","747.2"
"2000:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","902.9","903.2","903.2","904.1","904.1","904.1","904.1","888.5","888.5","888.5","888.5","888.5","888.5","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","863.8","821.7","821.7","821.7","821.7","821.7","821.7","821.7","821.7","819.8","819.8","819.8","819.8","819.8","819.8","819.8","819.8","759.8","759.8","759.8","759.8","759.8","759.8","759.8","759.8"
"2000:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","895.5","896.0","899.4","899.4","899.4","899.4","876.5","876.5","876.5","876.5","876.5","876.5","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","865.4","827.7","827.7","827.7","827.7","827.7","827.7","827.7","827.7","825.8","825.8","825.8","825.8","825.8","825.8","825.8","825.8","765.1","765.1","765.1","765.1","765.1","765.1","765.1","765.1"
"2001:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","921.5","922.4","922.4","922.4","922.4","900.6","900.6","900.6","900.6","900.6","900.6","869.1","869.1","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","879.5","841.8","841.8","841.8","841.8","841.8","841.8","841.8","841.8","839.8","839.8","839.8","839.8","839.8","839.8","839.8","839.8","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7"
"2001:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","935.9","938.1","938.1","938.1","912.4","912.4","912.4","912.4","912.4","912.4","889.6","889.6","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","878.9","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","839.4","839.4","839.4","839.4","839.4","839.4","839.4","839.4","777.0","777.0","777.0","777.0","777.0","777.0","777.0","777.0"
