"DATE","RINVBF10M1","RINVBF10M2","RINVBF10M3","RINVBF10M4","RINVBF10M5","RINVBF10M6","RINVBF10M7","RINVBF10M8","RINVBF10M9","RINVBF10M10","RINVBF10M11","RINVBF10M12","RINVBF11M1","RINVBF11M2","RINVBF11M3","RINVBF11M4","RINVBF11M5","RINVBF11M6","RINVBF11M7","RINVBF11M8","RINVBF11M9","RINVBF11M10","RINVBF11M11","RINVBF11M12","RINVBF12M1","RINVBF12M2","RINVBF12M3","RINVBF12M4","RINVBF12M5","RINVBF12M6","RINVBF12M7","RINVBF12M8","RINVBF12M9","RINVBF12M10","RINVBF12M11","RINVBF12M12","RINVBF13M1","RINVBF13M2","RINVBF13M3","RINVBF13M4","RINVBF13M5","RINVBF13M6","RINVBF13M7","RINVBF13M8","RINVBF13M9","RINVBF13M10","RINVBF13M11","RINVBF13M12","RINVBF14M1","RINVBF14M2","RINVBF14M3","RINVBF14M4","RINVBF14M5","RINVBF14M6","RINVBF14M7","RINVBF14M8","RINVBF14M9","RINVBF14M10","RINVBF14M11","RINVBF14M12","RINVBF15M1","RINVBF15M2","RINVBF15M3","RINVBF15M4","RINVBF15M5"
"1982:Q4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","441.4","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","439.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2","577.2"
"1983:Q1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","433.1","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","431.0","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7"
"1983:Q2","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","438.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","436.3","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7","576.7"
"1983:Q3","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","458.1","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0","601.0"
"1983:Q4","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","487.8","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","485.5","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4"
"1984:Q1","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","503.6","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","501.4","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6","657.6"
"1984:Q2","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","528.6","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","526.3","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2","688.2"
"1984:Q3","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4","709.4"
"1984:Q4","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","559.2","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","556.7","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0","726.0"
"1985:Q1","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","565.7","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","563.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2","734.2"
"1985:Q2","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","573.8","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","571.2","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7"
"1985:Q3","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","565.0","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2","736.2"
"1985:Q4","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","574.8","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","572.1","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6","749.6"
"1986:Q1","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","566.9","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1"
"1986:Q2","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1"
"1986:Q3","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","542.1","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7","718.7"
"1986:Q4","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","550.2","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","547.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7","725.7"
"1987:Q1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","535.1","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5","708.5"
"1987:Q2","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8","722.8"
"1987:Q3","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","562.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9","742.9"
"1987:Q4","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","564.1","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0","742.0"
"1988:Q1","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","568.5","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9","747.9"
"1988:Q2","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","582.4","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6"
"1988:Q3","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","585.5","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","582.9","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4","769.4"
"1988:Q4","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","591.7","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1","780.1"
"1989:Q1","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","601.7","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","599.0","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5","792.5"
"1989:Q2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","607.5","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3","803.3"
"1989:Q3","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","627.7","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9","823.9"
"1989:Q4","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","618.5","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","615.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7","815.7"
"1990:Q1","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","626.8","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0"
"1990:Q2","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","615.9","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3","815.3"
"1990:Q3","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","619.9","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","617.0","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9","820.9"
"1990:Q4","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","605.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2","808.2"
"1991:Q1","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","592.3","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","589.6","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0","792.0"
"1991:Q2","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","586.6","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0","788.0"
"1991:Q3","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","581.0","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","578.4","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3"
"1991:Q4","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","577.9","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","575.4","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8","780.8"
"1992:Q1","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","572.8","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9","777.9"
"1992:Q2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","598.2","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2","803.2"
"1992:Q3","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","607.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6"
"1992:Q4","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","628.9","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","625.8","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1"
"1993:Q1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","633.1","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","629.8","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3","845.3"
"1993:Q2","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","650.1","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","646.6","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8","861.8"
"1993:Q3","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","657.5","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","653.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8","868.8"
"1993:Q4","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","685.1","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","681.2","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0","900.0"
"1994:Q1","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","691.9","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2","910.2"
"1994:Q2","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","705.8","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2","924.2"
"1994:Q3","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","715.1","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7","939.7"
"1994:Q4","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","750.8","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","746.7","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3","976.3"
