"DATE","PINTI65Q4","PINTI66Q1","PINTI66Q2","PINTI66Q3","PINTI66Q4","PINTI67Q1","PINTI67Q2","PINTI67Q3","PINTI67Q4","PINTI68Q1","PINTI68Q2","PINTI68Q3","PINTI68Q4","PINTI69Q1","PINTI69Q2","PINTI69Q3","PINTI69Q4","PINTI70Q1","PINTI70Q2","PINTI70Q3","PINTI70Q4","PINTI71Q1","PINTI71Q2","PINTI71Q3","PINTI71Q4","PINTI72Q1","PINTI72Q2","PINTI72Q3","PINTI72Q4","PINTI73Q1","PINTI73Q2","PINTI73Q3","PINTI73Q4","PINTI74Q1","PINTI74Q2","PINTI74Q3","PINTI74Q4","PINTI75Q1","PINTI75Q2","PINTI75Q3","PINTI75Q4","PINTI76Q1","PINTI76Q2","PINTI76Q3","PINTI76Q4","PINTI77Q1","PINTI77Q2","PINTI77Q3","PINTI77Q4","PINTI78Q1","PINTI78Q2","PINTI78Q3","PINTI78Q4","PINTI79Q1","PINTI79Q2","PINTI79Q3","PINTI79Q4","PINTI80Q1","PINTI80Q2","PINTI80Q3","PINTI80Q4","PINTI81Q1","PINTI81Q2","PINTI81Q3","PINTI81Q4","PINTI82Q1","PINTI82Q2","PINTI82Q3","PINTI82Q4","PINTI83Q1","PINTI83Q2","PINTI83Q3","PINTI83Q4","PINTI84Q1","PINTI84Q2","PINTI84Q3","PINTI84Q4","PINTI85Q1","PINTI85Q2","PINTI85Q3","PINTI85Q4","PINTI86Q1","PINTI86Q2","PINTI86Q3","PINTI86Q4","PINTI87Q1","PINTI87Q2","PINTI87Q3","PINTI87Q4","PINTI88Q1","PINTI88Q2","PINTI88Q3","PINTI88Q4","PINTI89Q1","PINTI89Q2","PINTI89Q3","PINTI89Q4","PINTI90Q1","PINTI90Q2","PINTI90Q3","PINTI90Q4","PINTI91Q1","PINTI91Q2","PINTI91Q3","PINTI91Q4","PINTI92Q1","PINTI92Q2","PINTI92Q3","PINTI92Q4","PINTI93Q1","PINTI93Q2","PINTI93Q3","PINTI93Q4","PINTI94Q1","PINTI94Q2","PINTI94Q3","PINTI94Q4","PINTI95Q1","PINTI95Q2","PINTI95Q3","PINTI95Q4","PINTI96Q1","PINTI96Q2","PINTI96Q3","PINTI96Q4","PINTI97Q1","PINTI97Q2","PINTI97Q3","PINTI97Q4","PINTI98Q1","PINTI98Q2","PINTI98Q3","PINTI98Q4","PINTI99Q1","PINTI99Q2","PINTI99Q3","PINTI99Q4","PINTI00Q1","PINTI00Q2","PINTI00Q3","PINTI00Q4","PINTI01Q1","PINTI01Q2","PINTI01Q3","PINTI01Q4","PINTI02Q1","PINTI02Q2","PINTI02Q3","PINTI02Q4","PINTI03Q1","PINTI03Q2","PINTI03Q3","PINTI03Q4","PINTI04Q1","PINTI04Q2","PINTI04Q3","PINTI04Q4","PINTI05Q1","PINTI05Q2","PINTI05Q3","PINTI05Q4","PINTI06Q1","PINTI06Q2","PINTI06Q3","PINTI06Q4","PINTI07Q1","PINTI07Q2","PINTI07Q3","PINTI07Q4","PINTI08Q1","PINTI08Q2","PINTI08Q3","PINT08Q4","PINTI09Q1","PINTI09Q2","PINTI09Q3","PINTI09Q4","PINTI10Q1","PINTI10Q2","PINTI10Q3","PINTI10Q4","PINTI11Q1","PINTI11Q2","PINTI11Q3","PINTI11Q4","PINTI12Q1","PINTI12Q2","PINTI12Q3","PINTI12Q4","PINTI13Q1","PINTI13Q2","PINTI13Q3","PINTI13Q4","PINTI14Q1","PINTI14Q2","PINTI14Q3","PINTI14Q4","PINTI15Q1","PINTI15Q2"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","301.3","300.9","300.9","300.9","320.6","320.6","320.6","320.6","329.8","329.8","329.8","329.8","321.0","321.0","321.0","321.0","321.0","321.0","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","323.8","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","324.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","322.5","#N/A","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","335.3","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","#N/A","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","333.0","384.8","384.8","384.8","384.8","384.8","384.8","384.8","384.8"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","315.8","315.7","315.7","339.6","339.6","339.6","339.6","361.9","361.9","361.9","361.9","346.7","346.7","346.7","346.7","346.7","346.7","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","349.4","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","353.1","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","#N/A","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","372.5","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","#N/A","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","369.7","419.4","419.4","419.4","419.4","419.4","419.4","419.4","419.4"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","329.0","328.7","351.0","351.0","351.0","351.0","364.7","364.7","364.7","364.7","352.7","352.7","352.7","352.7","352.7","352.7","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.9","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","357.7","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","#N/A","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","#N/A","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","380.9","431.9","431.9","431.9","431.9","431.9","431.9","431.9","431.9"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","338.5","359.7","359.7","359.7","359.7","364.9","364.9","364.9","364.9","363.6","363.6","363.6","363.6","363.6","363.6","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","367.5","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","370.2","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","372.6","#N/A","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","394.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","#N/A","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2","449.2"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","371.8","372.0","372.0","372.0","371.9","371.9","371.9","371.9","373.2","373.2","373.2","373.2","373.2","373.2","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","384.2","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","#N/A","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","408.1","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","#N/A","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","466.5","466.5","466.5","466.5","466.5","466.5","466.5","466.5"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","382.4","378.2","378.2","364.8","364.8","364.8","364.8","366.4","366.4","366.4","366.4","366.4","366.4","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","368.0","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.1","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","379.6","#N/A","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","#N/A","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","468.5","468.5","468.5","468.5","468.5","468.5","468.5","468.5"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","377.2","374.6","363.1","363.1","363.1","363.1","363.0","363.0","363.0","363.0","363.0","363.0","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","366.2","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","373.6","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","#N/A","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","400.2","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","#N/A","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","470.6","470.6","470.6","470.6","470.6","470.6","470.6","470.6"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","377.6","357.2","357.2","357.2","357.2","366.0","366.0","366.0","366.0","366.0","366.0","371.1","371.1","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","375.4","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","#N/A","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","#N/A","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","479.9","479.9","479.9","479.9","479.9","479.9","479.9","479.9"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","356.7","357.1","357.1","357.1","368.8","368.8","368.8","368.8","368.8","368.8","377.2","377.2","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","387.3","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","#N/A","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","#N/A","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","432.5","488.1","488.1","488.1","488.1","488.1","488.1","488.1","488.1"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","368.9","369.9","369.9","382.3","382.3","382.3","382.3","382.3","382.3","392.1","392.1","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","405.3","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","412.7","#N/A","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","#N/A","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","455.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1","509.1"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","381.0","381.1","388.2","388.2","388.2","388.2","388.2","388.2","402.6","402.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","411.6","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","418.7","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","429.3","#N/A","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","458.5","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","#N/A","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","395.8","403.9","403.9","403.9","403.9","403.9","403.9","417.2","417.2","421.4","421.4","421.4","421.4","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","433.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","#N/A","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","471.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","#N/A","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","540.2","540.2","540.2","540.2","540.2","540.2","540.2","540.2"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","422.6","425.6","425.6","425.6","425.6","425.6","433.6","433.6","438.9","438.9","438.9","438.9","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","#N/A","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","#N/A","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","505.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3","564.3"
