"DATE","NDPI65Q4","NDPI66Q1","NDPI66Q2","NDPI66Q3","NDPI66Q4","NDPI67Q1","NDPI67Q2","NDPI67Q3","NDPI67Q4","NDPI68Q1","NDPI68Q2","NDPI68Q3","NDPI68Q4","NDPI69Q1","NDPI69Q2","NDPI69Q3","NDPI69Q4","NDPI70Q1","NDPI70Q2","NDPI70Q3","NDPI70Q4","NDPI71Q1","NDPI71Q2","NDPI71Q3","NDPI71Q4","NDPI72Q1","NDPI72Q2","NDPI72Q3","NDPI72Q4","NDPI73Q1","NDPI73Q2","NDPI73Q3","NDPI73Q4","NDPI74Q1","NDPI74Q2","NDPI74Q3","NDPI74Q4","NDPI75Q1","NDPI75Q2","NDPI75Q3","NDPI75Q4","NDPI76Q1","NDPI76Q2","NDPI76Q3","NDPI76Q4","NDPI77Q1","NDPI77Q2","NDPI77Q3","NDPI77Q4","NDPI78Q1","NDPI78Q2","NDPI78Q3","NDPI78Q4","NDPI79Q1","NDPI79Q2","NDPI79Q3","NDPI79Q4","NDPI80Q1","NDPI80Q2","NDPI80Q3","NDPI80Q4","NDPI81Q1","NDPI81Q2","NDPI81Q3","NDPI81Q4","NDPI82Q1","NDPI82Q2","NDPI82Q3","NDPI82Q4","NDPI83Q1","NDPI83Q2","NDPI83Q3","NDPI83Q4","NDPI84Q1","NDPI84Q2","NDPI84Q3","NDPI84Q4","NDPI85Q1","NDPI85Q2","NDPI85Q3","NDPI85Q4","NDPI86Q1","NDPI86Q2","NDPI86Q3","NDPI86Q4","NDPI87Q1","NDPI87Q2","NDPI87Q3","NDPI87Q4","NDPI88Q1","NDPI88Q2","NDPI88Q3","NDPI88Q4","NDPI89Q1","NDPI89Q2","NDPI89Q3","NDPI89Q4","NDPI90Q1","NDPI90Q2","NDPI90Q3","NDPI90Q4","NDPI91Q1","NDPI91Q2","NDPI91Q3","NDPI91Q4","NDPI92Q1","NDPI92Q2","NDPI92Q3","NDPI92Q4","NDPI93Q1","NDPI93Q2","NDPI93Q3","NDPI93Q4","NDPI94Q1","NDPI94Q2","NDPI94Q3","NDPI94Q4","NDPI95Q1","NDPI95Q2","NDPI95Q3","NDPI95Q4","NDPI96Q1","NDPI96Q2","NDPI96Q3","NDPI96Q4","NDPI97Q1","NDPI97Q2","NDPI97Q3","NDPI97Q4","NDPI98Q1","NDPI98Q2","NDPI98Q3","NDPI98Q4","NDPI99Q1","NDPI99Q2","NDPI99Q3","NDPI99Q4","NDPI00Q1","NDPI00Q2","NDPI00Q3","NDPI00Q4","NDPI01Q1","NDPI01Q2","NDPI01Q3","NDPI01Q4","NDPI02Q1","NDPI02Q2","NDPI02Q3","NDPI02Q4","NDPI03Q1","NDPI03Q2","NDPI03Q3","NDPI03Q4","NDPI04Q1","NDPI04Q2","NDPI04Q3","NDPI04Q4","NDPI05Q1","NDPI05Q2","NDPI05Q3","NDPI05Q4","NDPI06Q1","NDPI06Q2","NDPI06Q3","NDPI06Q4","NDPI07Q1","NDPI07Q2","NDPI07Q3","NDPI07Q4","NDPI08Q1","NDPI08Q2","NDPI08Q3","NDPI08Q4","NDPI09Q1","NDPI09Q2","NDPI09Q3","NDPI09Q4","NDPI10Q1","NDPI10Q2","NDPI10Q3","NDPI10Q4","NDPI11Q1","NDPI11Q2","NDPI11Q3","NDPI11Q4","NDPI12Q1","NDPI12Q2","NDPI12Q3","NDPI12Q4","NDPI13Q1","NDPI13Q2","NDPI13Q3","NDPI13Q4","NDPI14Q1","NDPI14Q2","NDPI14Q3","NDPI14Q4","NDPI15Q1","NDPI15Q2"
"1950:Q3","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","209.0","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","208.6","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","#N/A","#N/A","#N/A","#N/A","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","#N/A","#N/A","#N/A","#N/A","#N/A","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","211.7","#N/A","#N/A","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","#N/A","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","217.3","217.3","217.3","217.3","217.3","217.3","217.3","217.3"
"1950:Q4","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","214.7","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","215.4","#N/A","#N/A","#N/A","#N/A","215.9","215.9","215.9","215.9","215.9","215.9","215.9","215.9","215.9","215.9","215.9","215.9","#N/A","#N/A","#N/A","#N/A","#N/A","217.9","217.9","217.9","217.9","217.9","217.9","217.9","217.9","217.9","217.9","#N/A","#N/A","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.8","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","#N/A","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6"
"1951:Q1","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","220.8","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","#N/A","#N/A","#N/A","#N/A","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","#N/A","#N/A","#N/A","#N/A","#N/A","224.5","224.5","224.5","224.5","224.5","224.5","224.5","224.5","224.5","224.5","#N/A","#N/A","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","225.2","#N/A","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9"
"1951:Q2","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","227.0","#N/A","#N/A","#N/A","#N/A","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","227.6","#N/A","#N/A","#N/A","#N/A","#N/A","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","#N/A","#N/A","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","230.6","#N/A","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","230.4","237.0","237.0","237.0","237.0","237.0","237.0","237.0","237.0"
"1951:Q3","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","227.9","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","227.3","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","#N/A","#N/A","#N/A","#N/A","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","#N/A","#N/A","#N/A","#N/A","#N/A","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","#N/A","#N/A","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","232.4","#N/A","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0"
"1951:Q4","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","232.7","#N/A","#N/A","#N/A","#N/A","233.0","233.0","233.0","233.0","233.0","233.0","233.0","233.0","233.0","233.0","233.0","233.0","#N/A","#N/A","#N/A","#N/A","#N/A","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","#N/A","#N/A","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","235.8","#N/A","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7"
"1952:Q1","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","231.7","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","#N/A","#N/A","#N/A","#N/A","233.8","233.8","233.8","233.8","233.8","233.8","233.8","233.8","233.8","233.8","233.8","233.8","#N/A","#N/A","#N/A","#N/A","#N/A","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","#N/A","#N/A","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","237.1","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","#N/A","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","236.5","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6"
"1952:Q2","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","234.4","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","232.6","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","#N/A","#N/A","#N/A","#N/A","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","#N/A","#N/A","#N/A","#N/A","#N/A","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","238.6","#N/A","#N/A","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.8","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","#N/A","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6"
"1952:Q3","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","240.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","242.3","#N/A","#N/A","#N/A","#N/A","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","#N/A","#N/A","#N/A","#N/A","#N/A","245.0","245.0","245.0","245.0","245.0","245.0","245.0","245.0","245.0","245.0","#N/A","#N/A","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","246.0","#N/A","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2"
"1952:Q4","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","245.8","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","247.6","#N/A","#N/A","#N/A","#N/A","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","#N/A","#N/A","#N/A","#N/A","#N/A","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","#N/A","#N/A","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.4","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","251.2","#N/A","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","251.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1","259.1"
"1953:Q1","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","247.3","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","#N/A","#N/A","#N/A","#N/A","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","252.1","#N/A","#N/A","#N/A","#N/A","#N/A","254.5","254.5","254.5","254.5","254.5","254.5","254.5","254.5","254.5","254.5","#N/A","#N/A","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","#N/A","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","255.4","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3"
"1953:Q2","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","251.5","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","253.0","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","#N/A","#N/A","#N/A","#N/A","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","#N/A","#N/A","#N/A","#N/A","#N/A","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","#N/A","#N/A","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","259.6","#N/A","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1"
"1953:Q3","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","253.8","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","251.9","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","256.4","#N/A","#N/A","#N/A","#N/A","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","#N/A","#N/A","#N/A","#N/A","#N/A","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","#N/A","#N/A","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","#N/A","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3"
