"DATE","RNX80M1","RNX80M2","RNX80M3","RNX80M4","RNX80M5","RNX80M6","RNX80M7","RNX80M8","RNX80M9","RNX80M10","RNX80M11","RNX80M12","RNX81M1","RNX81M2","RNX81M3","RNX81M4","RNX81M5","RNX81M6","RNX81M7","RNX81M8","RNX81M9","RNX81M10","RNX81M11","RNX81M12","RNX82M1","RNX82M2","RNX82M3","RNX82M4","RNX82M5","RNX82M6","RNX82M7","RNX82M8","RNX82M9","RNX82M10","RNX82M11","RNX82M12","RNX83M1","RNX83M2","RNX83M3","RNX83M4","RNX83M5","RNX83M6","RNX83M7","RNX83M8","RNX83M9","RNX83M10","RNX83M11","RNX83M12","RNX84M1","RNX84M2","RNX84M3","RNX84M4","RNX84M5","RNX84M6","RNX84M7","RNX84M8","RNX84M9","RNX84M10","RNX84M11","RNX84M12","RNX85M1","RNX85M2","RNX85M3","RNX85M4","RNX85M5","RNX85M6","RNX85M7","RNX85M8","RNX85M9","RNX85M10","RNX85M11","RNX85M12","RNX86M1","RNX86M2","RNX86M3","RNX86M4","RNX86M5","RNX86M6","RNX86M7","RNX86M8","RNX86M9","RNX86M10","RNX86M11","RNX86M12","RNX87M1","RNX87M2","RNX87M3","RNX87M4","RNX87M5","RNX87M6","RNX87M7","RNX87M8","RNX87M9","RNX87M10","RNX87M11","RNX87M12","RNX88M1","RNX88M2","RNX88M3","RNX88M4","RNX88M5","RNX88M6","RNX88M7","RNX88M8","RNX88M9","RNX88M10","RNX88M11","RNX88M12","RNX89M1","RNX89M2","RNX89M3","RNX89M4","RNX89M5","RNX89M6","RNX89M7","RNX89M8","RNX89M9","RNX89M10","RNX89M11","RNX89M12"
"1966:Q1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","8.2","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9"
"1966:Q2","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6"
"1966:Q3","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","2.9","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","5.1","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2"
"1966:Q4","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","3.3","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2"
"1967:Q1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","6.2","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5"
"1967:Q2","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1"
"1967:Q3","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","4.1","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5"
"1967:Q4","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","3.9","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5","-22.5"
"1968:Q1","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7"
"1968:Q2","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","2.2","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5"
"1968:Q3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2","-29.2"
"1968:Q4","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","-2.0","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2"
"1969:Q1","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6"
"1969:Q2","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9","-36.9"
"1969:Q3","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6","-36.6"
"1969:Q4","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","-0.6","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","1.8","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3","-34.3"
"1970:Q1","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4","-31.4"
"1970:Q2","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7"
"1970:Q3","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7"
"1970:Q4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","3.6","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3"
"1971:Q1","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","4.7","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3"
"1971:Q2","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7","-41.7"
"1971:Q3","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7","-42.7"
"1971:Q4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-2.4","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-0.2","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3","-49.3"
