"DATE","P10M1","P10M2","P10M3","P10M4","P10M5","P10M6","P10M7","P10M8","P10M9","P10M10","P10M11","P10M12","P11M1","P11M2","P11M3","P11M4","P11M5","P11M6","P11M7","P11M8","P11M9","P11M10","P11M11","P11M12","P12M1","P12M2","P12M3","P12M4","P12M5","P12M6","P12M7","P12M8","P12M9","P12M10","P12M11","P12M12","P13M1","P13M2","P13M3","P13M4","P13M5","P13M6","P13M7","P13M8","P13M9","P13M10","P13M11","P13M12","P14M1","P14M2","P14M3","P14M4","P14M5","P14M6","P14M7","P14M8","P14M9","P14M10","P14M11","P14M12","P15M1","P15M2","P15M3","P15M4","P15M5"
"2009:Q3","109.763","109.763","109.763","109.763","109.763","109.763","109.763","109.759","109.759","109.759","109.759","109.759","109.759","109.759","109.759","109.759","109.759","109.759","109.759","109.662","109.662","109.662","109.662","109.662","109.662","109.662","109.662","109.662","109.662","109.662","109.662","109.463","109.463","109.463","109.463","109.463","109.463","109.463","109.463","109.463","109.463","109.463","109.463","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.883","99.882","99.882","99.882","99.882","99.882","99.882","99.882","99.882","99.882","99.882"
"2009:Q4","#N/A","109.934","109.865","109.902","109.902","109.902","109.902","109.693","109.693","109.693","109.693","109.693","109.693","109.693","109.693","109.693","109.693","109.693","109.693","109.969","109.969","109.969","109.969","109.969","109.969","109.969","109.969","109.969","109.969","109.969","109.969","109.82","109.82","109.82","109.82","109.82","109.82","109.82","109.82","109.82","109.82","109.82","109.82","100.179","100.179","100.179","100.179","100.179","100.179","100.179","100.179","100.179","100.179","100.179","100.179","100.183","100.183","100.183","100.183","100.183","100.183","100.183","100.183","100.183","100.183"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","110.136","110.188","110.198","109.959","109.959","109.959","109.959","109.959","109.959","109.959","109.959","109.959","109.959","109.959","109.959","110.37","110.37","110.37","110.37","110.37","110.37","110.37","110.37","110.37","110.37","110.37","110.37","110.234","110.234","110.234","110.234","110.234","110.234","110.234","110.234","110.234","110.234","110.234","110.234","100.509","100.509","100.509","100.509","100.509","100.509","100.509","100.509","100.509","100.509","100.509","100.509","100.517","100.517","100.517","100.517","100.517","100.517","100.517","100.517","100.517","100.517"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.459","110.481","110.485","110.485","110.485","110.485","110.485","110.485","110.485","110.485","110.485","110.485","110.77","110.77","110.77","110.77","110.77","110.77","110.77","110.77","110.77","110.77","110.77","110.77","110.686","110.686","110.686","110.686","110.686","110.686","110.686","110.686","110.686","110.686","110.686","110.686","100.972","100.972","100.972","100.972","100.972","100.972","100.972","100.972","100.972","100.972","100.972","100.972","100.981","100.981","100.981","100.981","100.981","100.981","100.981","100.981","100.981","100.981"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.108","111.111","111.06","111.06","111.06","111.06","111.06","111.06","111.06","111.162","111.162","111.162","111.162","111.162","111.162","111.162","111.162","111.162","111.162","111.162","111.162","111.248","111.248","111.248","111.248","111.248","111.248","111.248","111.248","111.248","111.248","111.248","111.248","101.432","101.432","101.432","101.432","101.432","101.432","101.432","101.432","101.432","101.432","101.432","101.432","101.444","101.444","101.444","101.444","101.444","101.444","101.444","101.444","101.444","101.444"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.153","111.176","111.166","111.166","111.166","111.166","111.699","111.699","111.699","111.699","111.699","111.699","111.699","111.699","111.699","111.699","111.699","111.699","111.838","111.838","111.838","111.838","111.838","111.838","111.838","111.838","111.838","111.838","111.838","111.838","101.948","101.948","101.948","101.948","101.948","101.948","101.948","101.948","101.948","101.948","101.948","101.948","101.963","101.963","101.963","101.963","101.963","101.963","101.963","101.963","101.963","101.963"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.689","111.691","111.728","112.39","112.39","112.39","112.39","112.39","112.39","112.39","112.39","112.39","112.39","112.39","112.39","112.389","112.389","112.389","112.389","112.389","112.389","112.389","112.389","112.389","112.389","112.389","112.389","102.354","102.354","102.354","102.354","102.354","102.354","102.354","102.354","102.354","102.354","102.354","102.354","102.409","102.409","102.409","102.409","102.409","102.409","102.409","102.409","102.409","102.409"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.039","113.066","113.091","113.091","113.091","113.091","113.091","113.091","113.091","113.091","113.091","113.091","113.109","113.109","113.109","113.109","113.109","113.109","113.109","113.109","113.109","113.109","113.109","113.109","103.024","103.024","103.024","103.024","103.024","103.024","103.024","103.024","103.024","103.024","103.024","103.024","103.17","103.17","103.17","103.17","103.17","103.17","103.17","103.17","103.17","103.17"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.797","113.796","113.811","113.811","113.811","113.811","113.811","113.811","113.811","113.937","113.937","113.937","113.937","113.937","113.937","113.937","113.937","113.937","113.937","113.937","113.937","103.651","103.651","103.651","103.651","103.651","103.651","103.651","103.651","103.651","103.651","103.651","103.651","103.77","103.77","103.77","103.77","103.77","103.77","103.77","103.77","103.77","103.77"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.935","114.062","114.061","114.061","114.061","114.061","114.041","114.041","114.041","114.041","114.041","114.041","114.041","114.041","114.041","114.041","114.041","114.041","103.782","103.782","103.782","103.782","103.782","103.782","103.782","103.782","103.782","103.782","103.782","103.782","103.913","103.913","103.913","103.913","103.913","103.913","103.913","103.913","103.913","103.913"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.493","114.535","114.634","114.608","114.608","114.608","114.608","114.608","114.608","114.608","114.608","114.608","114.608","114.608","114.608","104.296","104.296","104.296","104.296","104.296","104.296","104.296","104.296","104.296","104.296","104.296","104.296","104.461","104.461","104.461","104.461","104.461","104.461","104.461","104.461","104.461","104.461"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.052","115.063","115.05","115.05","115.05","115.05","115.05","115.05","115.05","115.05","115.05","115.05","104.751","104.751","104.751","104.751","104.751","104.751","104.751","104.751","104.751","104.751","104.751","104.751","104.937","104.937","104.937","104.937","104.937","104.937","104.937","104.937","104.937","104.937"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.856","115.827","115.807","115.807","115.807","115.807","115.807","115.807","115.807","105.345","105.345","105.345","105.345","105.345","105.345","105.345","105.345","105.345","105.345","105.345","105.345","105.475","105.475","105.475","105.475","105.475","105.475","105.475","105.475","105.475","105.475"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.979","116.063","116.085","116.085","116.085","116.085","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.64","105.821","105.821","105.821","105.821","105.821","105.821","105.821","105.821","105.821","105.821"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.423","116.416","116.44","105.994","105.994","105.994","105.994","105.994","105.994","105.994","105.994","105.994","105.994","105.994","105.994","106.172","106.172","106.172","106.172","106.172","106.172","106.172","106.172","106.172","106.172"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.192","106.193","106.165","106.165","106.165","106.165","106.165","106.165","106.165","106.165","106.165","106.165","106.495","106.495","106.495","106.495","106.495","106.495","106.495","106.495","106.495","106.495"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.667","106.681","106.685","106.685","106.685","106.685","106.685","106.685","106.685","106.943","106.943","106.943","106.943","106.943","106.943","106.943","106.943","106.943","106.943"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.024","107.103","107.099","107.099","107.099","107.099","107.347","107.347","107.347","107.347","107.347","107.347","107.347","107.347","107.347","107.347"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.45","107.442","107.438","107.694","107.694","107.694","107.694","107.694","107.694","107.694","107.694","107.694","107.694"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.224","108.264","108.261","108.261","108.261","108.261","108.261","108.261","108.261","108.261"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.614","108.646","108.643","108.643","108.643","108.643","108.643"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.638","108.675","108.681","108.681"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.666"
