"DATE","RCON10M1","RCON10M2","RCON10M3","RCON10M4","RCON10M5","RCON10M6","RCON10M7","RCON10M8","RCON10M9","RCON10M10","RCON10M11","RCON10M12","RCON11M1","RCON11M2","RCON11M3","RCON11M4","RCON11M5","RCON11M6","RCON11M7","RCON11M8","RCON11M9","RCON11M10","RCON11M11","RCON11M12","RCON12M1","RCON12M2","RCON12M3","RCON12M4","RCON12M5","RCON12M6","RCON12M7","RCON12M8","RCON12M9","RCON12M10","RCON12M11","RCON12M12","RCON13M1","RCON13M2","RCON13M3","RCON13M4","RCON13M5","RCON13M6","RCON13M7","RCON13M8","RCON13M9","RCON13M10","RCON13M11","RCON13M12","RCON14M1","RCON14M2","RCON14M3","RCON14M4","RCON14M5","RCON14M6","RCON14M7","RCON14M8","RCON14M9","RCON14M10","RCON14M11","RCON14M12","RCON15M1","RCON15M2","RCON15M3","RCON15M4","RCON15M5"
"1977:Q1","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3491.3","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3489.7","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.4","3699.3","3699.3","3699.3","3699.3","3699.3","3699.3","3699.3","3699.3","3699.3","3699.3"
"1977:Q2","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3510.6","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3509.0","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.8","3719.7","3719.7","3719.7","3719.7","3719.7","3719.7","3719.7","3719.7","3719.7","3719.7"
"1977:Q3","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3544.1","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3542.5","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2","3755.2"
"1977:Q4","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3597.5","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3595.9","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8","3811.8"
"1978:Q1","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3618.5","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3616.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.8","3833.8","3833.8","3833.8","3833.8","3833.8","3833.8","3833.8","3833.8","3833.8"
"1978:Q2","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3695.9","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3694.2","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.7","3915.6","3915.6","3915.6","3915.6","3915.6","3915.6","3915.6","3915.6","3915.6","3915.6"
"1978:Q3","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3711.4","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3709.7","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.1","3932.0","3932.0","3932.0","3932.0","3932.0","3932.0","3932.0","3932.0","3932.0","3932.0"
"1978:Q4","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3741.3","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3739.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.6","3963.5","3963.5","3963.5","3963.5","3963.5","3963.5","3963.5","3963.5","3963.5","3963.5"
"1979:Q1","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3760.2","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3758.5","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.7","3983.6","3983.6","3983.6","3983.6","3983.6","3983.6","3983.6","3983.6","3983.6","3983.6"
"1979:Q2","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3758.0","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3756.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3","3981.3"
"1979:Q3","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3794.9","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","3793.2","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.5","4020.4","4020.4","4020.4","4020.4","4020.4","4020.4","4020.4","4020.4","4020.4","4020.4"
"1979:Q4","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3805.0","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","3803.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.3","4031.2","4031.2","4031.2","4031.2","4031.2","4031.2","4031.2","4031.2","4031.2","4031.2"
"1980:Q1","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3798.4","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","3796.7","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.1","4025.0","4025.0","4025.0","4025.0","4025.0","4025.0","4025.0","4025.0","4025.0","4025.0"
"1980:Q2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3712.2","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3710.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5","3934.5"
"1980:Q3","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3752.0","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3750.3","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9","3976.9"
"1980:Q4","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3802.0","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","3800.3","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.7","4029.6","4029.6","4029.6","4029.6","4029.6","4029.6","4029.6","4029.6","4029.6","4029.6"
"1981:Q1","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.9","4050.8","4050.8","4050.8","4050.8","4050.8","4050.8","4050.8","4050.8","4050.8","4050.8"
"1981:Q2","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3822.8","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","3821.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1","4050.1"
"1981:Q3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3838.3","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","3836.6","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4","4066.4"
"1981:Q4","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3809.3","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","3807.6","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9","4035.9"
"1982:Q1","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3833.9","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","3832.2","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.7","4062.6","4062.6","4062.6","4062.6","4062.6","4062.6","4062.6","4062.6","4062.6","4062.6"
"1982:Q2","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3847.7","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","3845.9","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.7","4077.6","4077.6","4077.6","4077.6","4077.6","4077.6","4077.6","4077.6","4077.6","4077.6"
"1982:Q3","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","3875.4","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.2","4109.1","4109.1","4109.1","4109.1","4109.1","4109.1","4109.1","4109.1","4109.1","4109.1"
"1982:Q4","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3947.9","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","3946.1","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.2","4184.1","4184.1","4184.1","4184.1","4184.1","4184.1","4184.1","4184.1","4184.1","4184.1"
"1983:Q1","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3986.6","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","3984.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8","4224.8"
"1983:Q2","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4065.7","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4063.9","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.5","4308.4","4308.4","4308.4","4308.4","4308.4","4308.4","4308.4","4308.4","4308.4","4308.4"
"1983:Q3","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4137.6","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4135.7","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.1","4384.0","4384.0","4384.0","4384.0","4384.0","4384.0","4384.0","4384.0","4384.0","4384.0"
"1983:Q4","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4203.2","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4201.3","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.2","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1"
"1984:Q1","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4239.2","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4237.3","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9","4490.9"
"1984:Q2","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4299.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4297.9","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4555.0","4554.9","4554.9","4554.9","4554.9","4554.9","4554.9","4554.9","4554.9","4554.9","4554.9"
"1984:Q3","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4333.0","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4331.1","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4590.0","4589.9","4589.9","4589.9","4589.9","4589.9","4589.9","4589.9","4589.9","4589.9","4589.9"
"1984:Q4","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4390.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4388.1","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.7","4650.6","4650.6","4650.6","4650.6","4650.6","4650.6","4650.6","4650.6","4650.6","4650.6"
"1985:Q1","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4464.6","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4462.5","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7","4729.7"
"1985:Q2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4505.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4503.2","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1","4774.1"
"1985:Q3","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4590.8","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4588.7","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8","4865.8"
"1985:Q4","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4600.9","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4598.8","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3","4878.3"
"1986:Q1","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4639.3","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4637.2","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.7","4919.6","4919.6","4919.6","4919.6","4919.6","4919.6","4919.6","4919.6","4919.6","4919.6"
"1986:Q2","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4688.7","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4686.6","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.7","4974.6","4974.6","4974.6","4974.6","4974.6","4974.6","4974.6","4974.6","4974.6","4974.6"
"1986:Q3","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4770.7","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.8","5064.7","5064.7","5064.7","5064.7","5064.7","5064.7","5064.7","5064.7","5064.7","5064.7"
"1986:Q4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4799.4","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","4797.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.2","5097.1","5097.1","5097.1","5097.1","5097.1","5097.1","5097.1","5097.1","5097.1","5097.1"
