"DATE","RGSL10M1","RGSL10M2","RGSL10M3","RGSL10M4","RGSL10M5","RGSL10M6","RGSL10M7","RGSL10M8","RGSL10M9","RGSL10M10","RGSL10M11","RGSL10M12","RGSL11M1","RGSL11M2","RGSL11M3","RGSL11M4","RGSL11M5","RGSL11M6","RGSL11M7","RGSL11M8","RGSL11M9","RGSL11M10","RGSL11M11","RGSL11M12","RGSL12M1","RGSL12M2","RGSL12M3","RGSL12M4","RGSL12M5","RGSL12M6","RGSL12M7","RGSL12M8","RGSL12M9","RGSL12M10","RGSL12M11","RGSL12M12","RGSL13M1","RGSL13M2","RGSL13M3","RGSL13M4","RGSL13M5","RGSL13M6","RGSL13M7","RGSL13M8","RGSL13M9","RGSL13M10","RGSL13M11","RGSL13M12","RGSL14M1","RGSL14M2","RGSL14M3","RGSL14M4","RGSL14M5","RGSL14M6","RGSL14M7","RGSL14M8","RGSL14M9","RGSL14M10","RGSL14M11","RGSL14M12","RGSL15M1","RGSL15M2","RGSL15M3","RGSL15M4","RGSL15M5","RGSL15M6","RGSL15M7","RGSL15M8","RGSL15M9","RGSL15M10","RGSL15M11"
"1999:Q4","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1382.7","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1"
"2000:Q1","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1394.0","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8","1680.8"
"2000:Q2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1394.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2","1681.2"
"2000:Q3","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1401.4","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0","1691.0"
"2000:Q4","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1411.0","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6","1703.6"
"2001:Q1","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1427.3","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9","1722.9"
"2001:Q2","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1456.5","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8"
"2001:Q3","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3","1747.3"
"2001:Q4","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1477.6","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9","1778.9"
"2002:Q1","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1494.0","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9","1795.9"
"2002:Q2","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1498.1","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8","1799.8"
"2002:Q3","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1504.2","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9","1805.9"
"2002:Q4","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9"
"2003:Q1","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1501.2","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5","1798.5"
"2003:Q2","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7","1791.7"
"2003:Q3","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1502.7","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0","1798.0"
"2003:Q4","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0","1793.0"
"2004:Q1","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1498.4","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3","1793.3"
"2004:Q2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1502.2","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0","1799.0"
"2004:Q3","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1495.7","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0","1791.0"
"2004:Q4","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1492.0","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7"
"2005:Q1","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1490.7","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6","1787.6"
"2005:Q2","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1492.4","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2","1790.2"
"2005:Q3","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1493.5","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9"
"2005:Q4","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1497.7","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6","1798.6"
"2006:Q1","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1496.6","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9","1794.9"
"2006:Q2","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1506.3","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9","1806.9"
"2006:Q3","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1510.8","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0","1813.0"
"2006:Q4","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1515.0","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6","1820.6"
"2007:Q1","1526.5","1526.5","1526.5","1526.5","1526.5","1526.5","1526.5","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1522.9","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0"
"2007:Q2","1536.5","1536.5","1536.5","1536.5","1536.5","1536.5","1536.5","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1527.8","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4","1836.4"
"2007:Q3","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1528.4","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7","1836.7"
"2007:Q4","1543.7","1543.7","1543.7","1543.7","1543.7","1543.7","1543.7","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5","1842.5"
"2008:Q1","1541.9","1541.9","1541.9","1541.9","1541.9","1541.9","1541.9","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1532.2","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1530.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9","1836.9"
"2008:Q2","1546.6","1546.6","1546.6","1546.6","1546.6","1546.6","1546.6","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1535.1","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1530.5","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3","1839.3"
"2008:Q3","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1547.0","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1536.2","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1530.8","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1","1847.1"
