"DATE","RGSL10M1","RGSL10M2","RGSL10M3","RGSL10M4","RGSL10M5","RGSL10M6","RGSL10M7","RGSL10M8","RGSL10M9","RGSL10M10","RGSL10M11","RGSL10M12","RGSL11M1","RGSL11M2","RGSL11M3","RGSL11M4","RGSL11M5","RGSL11M6","RGSL11M7","RGSL11M8","RGSL11M9","RGSL11M10","RGSL11M11","RGSL11M12","RGSL12M1","RGSL12M2","RGSL12M3","RGSL12M4","RGSL12M5","RGSL12M6","RGSL12M7","RGSL12M8","RGSL12M9","RGSL12M10","RGSL12M11","RGSL12M12","RGSL13M1","RGSL13M2","RGSL13M3","RGSL13M4","RGSL13M5","RGSL13M6","RGSL13M7","RGSL13M8","RGSL13M9","RGSL13M10","RGSL13M11","RGSL13M12","RGSL14M1","RGSL14M2","RGSL14M3","RGSL14M4","RGSL14M5","RGSL14M6","RGSL14M7","RGSL14M8","RGSL14M9","RGSL14M10","RGSL14M11","RGSL14M12","RGSL15M1","RGSL15M2","RGSL15M3","RGSL15M4","RGSL15M5","RGSL15M6","RGSL15M7","RGSL15M8","RGSL15M9","RGSL15M10","RGSL15M11"
"1958:Q2","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","358.8","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9"
"1958:Q3","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","366.6","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5","448.5"
"1958:Q4","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","373.3","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6","456.6"
"1959:Q1","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.5","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","376.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4"
"1959:Q2","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7"
"1959:Q3","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","377.8","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2","460.2"
"1959:Q4","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","375.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8","457.8"
"1960:Q1","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","382.3","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6"
"1960:Q2","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9","476.9"
"1960:Q3","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9","483.9"
"1960:Q4","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","402.1","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4","489.4"
"1961:Q1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","415.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1","505.1"
"1961:Q2","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","412.3","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7","501.7"
"1961:Q3","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","415.8","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9","505.9"
"1961:Q4","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6"
"1962:Q1","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","424.2","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8","515.8"
"1962:Q2","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","427.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3","519.3"
"1962:Q3","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7","525.7"
"1962:Q4","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2"
"1963:Q1","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9","540.9"
"1963:Q2","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7","545.7"
"1963:Q3","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1","560.1"
"1963:Q4","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","468.2","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7","567.7"
"1964:Q1","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","475.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2","576.2"
"1964:Q2","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","486.1","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2"
"1964:Q3","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5"
"1964:Q4","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8"
"1965:Q1","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1"
"1965:Q2","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6"
"1965:Q3","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0"
"1965:Q4","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4"
"1966:Q1","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1"
"1966:Q2","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2"
"1966:Q3","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9"
"1966:Q4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9"
"1967:Q1","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2"
"1967:Q2","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0"
"1967:Q3","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7"
"1967:Q4","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1"
"1968:Q1","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1"
"1968:Q2","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.0","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2","741.2"
"1968:Q3","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.8","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","620.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9","751.9"
"1968:Q4","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1","758.1"
"1969:Q1","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0","765.0"
"1969:Q2","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.7","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","636.6","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5","771.5"
