"DATE","RCONDM98M11","RCONDM98M12","RCONDM99M1","RCONDM99M2","RCONDM99M3","RCONDM99M4","RCONDM99M5","RCONDM99M6","RCONDM99M7","RCONDM99M8","RCONDM99M9","RCONDM99M10","RCONDM99M11","RCONDM99M12","RCONDM00M1","RCONDM00M2","RCONDM00M3","RCONDM00M4","RCONDM00M5","RCONDM00M6","RCONDM00M7","RCONDM00M8","RCONDM00M9","RCONDM00M10","RCONDM00M11","RCONDM00M12","RCONDM01M1","RCONDM01M2","RCONDM01M3","RCONDM01M4","RCONDM01M5","RCONDM01M6","RCONDM01M7","RCONDM01M8","RCONDM01M9","RCONDM01M10","RCONDM01M11","RCONDM01M12","RCONDM02M1","RCONDM02M2","RCONDM02M3","RCONDM02M4","RCONDM02M5","RCONDM02M6","RCONDM02M7","RCONDM02M8","RCONDM02M9","RCONDM02M10","RCONDM02M11","RCONDM02M12","RCONDM03M1","RCONDM03M2","RCONDM03M3","RCONDM03M4","RCONDM03M5","RCONDM03M6","RCONDM03M7","RCONDM03M8","RCONDM03M9","RCONDM03M10","RCONDM03M11","RCONDM03M12","RCONDM04M1","RCONDM04M2","RCONDM04M3","RCONDM04M4","RCONDM04M5","RCONDM04M6","RCONDM04M7","RCONDM04M8","RCONDM04M9","RCONDM04M10","RCONDM04M11","RCONDM04M12","RCONDM05M1","RCONDM05M2","RCONDM05M3","RCONDM05M4","RCONDM05M5","RCONDM05M6","RCONDM05M7","RCONDM05M8","RCONDM05M9","RCONDM05M10","RCONDM05M11","RCONDM05M12","RCONDM06M1","RCONDM06M2","RCONDM06M3","RCONDM06M4","RCONDM06M5","RCONDM06M6","RCONDM06M7","RCONDM06M8","RCONDM06M9","RCONDM06M10","RCONDM06M11","RCONDM06M12","RCONDM07M1","RCONDM07M2","RCONDM07M3","RCONDM07M4","RCONDM07M5","RCONDM07M6","RCONDM07M7","RCONDM07M8","RCONDM07M9","RCONDM07M10","RCONDM07M11","RCONDM07M12","RCONDM08M1","RCONDM08M2","RCONDM08M3","RCONDM08M4","RCONDM08M5","RCONDM08M6","RCONDM08M7","RCONDM08M8","RCONDM08M9","RCONDM08M10","RCONDM08M11","RCONDM08M12","RCONDM09M1","RCONDM09M2","RCONDM09M3","RCONDM09M4","RCONDM09M5","RCONDM09M6","RCONDM09M7","RCONDM09M8","RCONDM09M9","RCONDM09M10","RCONDM09M11","RCONDM09M12","RCONDM10M1","RCONDM10M2","RCONDM10M3","RCONDM10M4","RCONDM10M5","RCONDM10M6","RCONDM10M7","RCONDM10M8","RCONDM10M9","RCONDM10M10","RCONDM10M11","RCONDM10M12","RCONDM11M1","RCONDM11M2","RCONDM11M3","RCONDM11M4","RCONDM11M5","RCONDM11M6","RCONDM11M7","RCONDM11M8","RCONDM11M9","RCONDM11M10","RCONDM11M11","RCONDM11M12","RCONDM12M1","RCONDM12M2","RCONDM12M3","RCONDM12M4","RCONDM12M5","RCONDM12M6","RCONDM12M7","RCONDM12M8","RCONDM12M9","RCONDM12M10","RCONDM12M11","RCONDM12M12","RCONDM13M1","RCONDM13M2","RCONDM13M3","RCONDM13M4","RCONDM13M5","RCONDM13M6","RCONDM13M7","RCONDM13M8","RCONDM13M9","RCONDM13M10","RCONDM13M11","RCONDM13M12","RCONDM14M1","RCONDM14M2","RCONDM14M3","RCONDM14M4","RCONDM14M5","RCONDM14M6","RCONDM14M7","RCONDM14M8","RCONDM14M9","RCONDM14M10","RCONDM14M11","RCONDM14M12","RCONDM15M1","RCONDM15M2","RCONDM15M3","RCONDM15M4","RCONDM15M5"
"2000:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","879.1","884.4","883.0","883.0","883.0","883.0","883.0","883.0","883.0","883.0","883.0","883.0","883.0","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","854.6","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","811.34","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","809.458","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525","750.525"
"2000:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","892.3","885.6","885.5","885.5","885.5","885.5","885.5","885.5","885.5","885.5","885.5","885.5","884.5","884.5","884.5","884.5","884.5","884.5","884.5","884.5","884.5","884.5","884.5","884.5","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","868.7","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","806.083","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","804.214","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607","745.607"
"2000:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","893.4","893.0","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","892.8","890.3","890.3","890.3","890.3","890.3","890.3","890.3","890.3","890.3","890.3","890.3","890.3","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","872.9","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","849.0","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","806.851","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","804.98","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182","746.182"
"2000:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","910.5","901.2","900.2","900.2","900.2","900.2","900.2","900.2","900.2","900.2","898.7","898.7","898.7","898.7","898.7","898.7","898.7","898.7","898.7","898.7","898.7","898.7","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","882.2","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","859.8","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","818.509","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","816.611","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897","756.897"
"2000:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","914.6","919.2","916.5","916.5","916.5","916.5","916.5","916.5","916.5","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","923.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","910.3","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","839.672","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","837.725","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453","776.453"
"2000:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","899.2","906.6","906.9","907.1","907.1","907.1","907.1","907.1","906.3","906.3","906.3","906.3","906.3","906.3","906.3","906.3","906.3","906.3","906.3","906.3","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","869.8","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","831.807","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","829.879","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985","768.985"
"2000:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","894.7","898.1","896.1","896.1","896.1","896.1","896.1","899.8","899.8","899.8","899.8","899.8","899.8","899.8","899.8","899.8","899.8","899.8","899.8","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","871.5","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","825.241","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","823.328","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792","762.792"
"2000:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","881.4","886.9","884.8","884.8","884.8","884.8","892.2","892.2","892.2","892.2","892.2","892.2","892.2","892.2","892.2","892.2","892.2","892.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","863.7","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","826.11","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","824.195","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541","763.541"
"2001:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","902.8","912.0","911.9","911.9","909.7","912.7","912.7","912.7","912.7","912.7","912.7","912.7","912.7","912.7","912.7","912.7","912.7","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","861.8","861.8","861.8","861.8","861.8","861.8","861.8","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","864.6","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","829.521","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","827.599","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484","766.484"
"2001:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","930.2","929.7","929.2","932.1","929.4","929.4","929.4","929.4","929.4","929.4","929.4","929.4","929.4","929.4","929.4","929.4","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","905.8","872.4","872.4","872.4","872.4","872.4","872.4","872.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","852.738","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","850.762","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856","787.856"
"2001:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","923.0","925.7","927.9","925.3","925.3","925.3","925.3","925.3","925.3","925.3","925.3","925.3","925.3","925.3","925.3","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","903.0","873.1","873.1","873.1","873.1","873.1","873.1","873.1","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","882.6","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","842.993","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","841.04","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73","778.73"
"2001:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","922.2","930.8","929.6","930.2","930.1","930.1","930.1","930.1","930.1","930.1","930.1","930.1","930.1","930.1","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","902.6","879.3","879.3","879.3","879.3","879.3","879.3","879.3","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","828.927","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","827.006","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68","765.68"
"2001:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","932.3","931.8","931.4","931.3","931.3","931.3","931.3","931.3","931.3","931.3","931.3","931.3","931.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","909.3","889.5","889.5","889.5","889.5","889.5","889.5","889.5","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","877.0","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","839.322","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","837.377","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155","775.155"
"2001:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","946.4","953.5","952.9","952.9","952.9","952.9","952.9","952.9","952.9","952.9","952.9","952.9","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","900.0","900.0","900.0","900.0","900.0","900.0","900.0","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","896.3","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","855.748","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","853.765","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205","790.205"
