"DATE","RINVRESID90M1","RINVRESID90M2","RINVRESID90M3","RINVRESID90M4","RINVRESID90M5","RINVRESID90M6","RINVRESID90M7","RINVRESID90M8","RINVRESID90M9","RINVRESID90M10","RINVRESID90M11","RINVRESID90M12","RINVRESID91M1","RINVRESID91M2","RINVRESID91M3","RINVRESID91M4","RINVRESID91M5","RINVRESID91M6","RINVRESID91M7","RINVRESID91M8","RINVRESID91M9","RINVRESID91M10","RINVRESID91M11","RINVRESID91M12","RINVRESID92M1","RINVRESID92M2","RINVRESID92M3","RINVRESID92M4","RINVRESID92M5","RINVRESID92M6","RINVRESID92M7","RINVRESID92M8","RINVRESID92M9","RINVRESID92M10","RINVRESID92M11","RINVRESID92M12","RINVRESID93M1","RINVRESID93M2","RINVRESID93M3","RINVRESID93M4","RINVRESID93M5","RINVRESID93M6","RINVRESID93M7","RINVRESID93M8","RINVRESID93M9","RINVRESID93M10","RINVRESID93M11","RINVRESID93M12","RINVRESID94M1","RINVRESID94M2","RINVRESID94M3","RINVRESID94M4","RINVRESID94M5","RINVRESID94M6","RINVRESID94M7","RINVRESID94M8","RINVRESID94M9","RINVRESID94M10","RINVRESID94M11","RINVRESID94M12","RINVRESID95M1","RINVRESID95M2","RINVRESID95M3","RINVRESID95M4","RINVRESID95M5","RINVRESID95M6","RINVRESID95M7","RINVRESID95M8","RINVRESID95M9","RINVRESID95M10","RINVRESID95M11","RINVRESID95M12","RINVRESID96M1","RINVRESID96M2","RINVRESID96M3","RINVRESID96M4","RINVRESID96M5","RINVRESID96M6","RINVRESID96M7","RINVRESID96M8","RINVRESID96M9","RINVRESID96M10","RINVRESID96M11","RINVRESID96M12","RINVRESID97M1","RINVRESID97M2","RINVRESID97M3","RINVRESID97M4","RINVRESID97M5","RINVRESID97M6","RINVRESID97M7","RINVRESID97M8","RINVRESID97M9","RINVRESID97M10","RINVRESID97M11","RINVRESID97M12","RINVRESID98M1","RINVRESID98M2","RINVRESID98M3","RINVRESID98M4","RINVRESID98M5","RINVRESID98M6","RINVRESID98M7","RINVRESID98M8","RINVRESID98M9","RINVRESID98M10","RINVRESID98M11","RINVRESID98M12","RINVRESID99M1","RINVRESID99M2","RINVRESID99M3","RINVRESID99M4","RINVRESID99M5","RINVRESID99M6","RINVRESID99M7","RINVRESID99M8","RINVRESID99M9","RINVRESID99M10","RINVRESID99M11","RINVRESID99M12"
"1962:Q1","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","118.0","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","130.9","#N/A","147.8"
"1962:Q2","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","#N/A","152.4"
"1962:Q3","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","102.9","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","121.5","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","134.9","#N/A","152.2"
"1962:Q4","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","102.7","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","134.7","#N/A","152.1"
"1963:Q1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","#N/A","157.5"
"1963:Q2","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","#N/A","168.9"
"1963:Q3","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","137.5","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","#N/A","172.0"
"1963:Q4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","157.0","#N/A","177.2"
"1964:Q1","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","121.3","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","#N/A","188.1"
"1964:Q2","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","158.2","#N/A","178.6"
"1964:Q3","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","139.5","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","155.6","#N/A","175.7"
"1964:Q4","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","#N/A","172.5"
"1965:Q1","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","#N/A","173.1"
"1965:Q2","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","138.3","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","#N/A","174.4"
"1965:Q3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","138.5","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","#N/A","175.1"
"1965:Q4","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","#N/A","171.3"
"1966:Q1","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","155.2","#N/A","175.2"
"1966:Q2","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","142.8","#N/A","161.2"
"1966:Q3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","122.9","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","138.2","#N/A","155.9"
"1966:Q4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","#N/A","139.6"
"1967:Q1","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","106.4","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","#N/A","135.4"
"1967:Q2","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","118.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","#N/A","150.8"
"1967:Q3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","#N/A","158.3"
"1967:Q4","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","#N/A","167.6"
"1968:Q1","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","#N/A","168.6"
"1968:Q2","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","#N/A","172.8"
