"DATE","REX65Q4","REX66Q1","REX66Q2","REX66Q3","REX66Q4","REX67Q1","REX67Q2","REX67Q3","REX67Q4","REX68Q1","REX68Q2","REX68Q3","REX68Q4","REX69Q1","REX69Q2","REX69Q3","REX69Q4","REX70Q1","REX70Q2","REX70Q3","REX70Q4","REX71Q1","REX71Q2","REX71Q3","REX71Q4","REX72Q1","REX72Q2","REX72Q3","REX72Q4","REX73Q1","REX73Q2","REX73Q3","REX73Q4","REX74Q1","REX74Q2","REX74Q3","REX74Q4","REX75Q1","REX75Q2","REX75Q3","REX75Q4","REX76Q1","REX76Q2","REX76Q3","REX76Q4","REX77Q1","REX77Q2","REX77Q3","REX77Q4","REX78Q1","REX78Q2","REX78Q3","REX78Q4","REX79Q1","REX79Q2","REX79Q3","REX79Q4","REX80Q1","REX80Q2","REX80Q3","REX80Q4","REX81Q1","REX81Q2","REX81Q3","REX81Q4","REX82Q1","REX82Q2","REX82Q3","REX82Q4","REX83Q1","REX83Q2","REX83Q3","REX83Q4","REX84Q1","REX84Q2","REX84Q3","REX84Q4","REX85Q1","REX85Q2","REX85Q3","REX85Q4","REX86Q1","REX86Q2","REX86Q3","REX86Q4","REX87Q1","REX87Q2","REX87Q3","REX87Q4","REX88Q1","REX88Q2","REX88Q3","REX88Q4","REX89Q1","REX89Q2","REX89Q3","REX89Q4","REX90Q1","REX90Q2","REX90Q3","REX90Q4","REX91Q1","REX91Q2","REX91Q3","REX91Q4","REX92Q1","REX92Q2","REX92Q3","REX92Q4","REX93Q1","REX93Q2","REX93Q3","REX93Q4","REX94Q1","REX94Q2","REX94Q3","REX94Q4","REX95Q1","REX95Q2","REX95Q3","REX95Q4","REX96Q1","REX96Q2","REX96Q3","REX96Q4","REX97Q1","REX97Q2","REX97Q3","REX97Q4","REX98Q1","REX98Q2","REX98Q3","REX98Q4","REX99Q1","REX99Q2","REX99Q3","REX99Q4","REX00Q1","REX00Q2","REX00Q3","REX00Q4","REX01Q1","REX01Q2","REX01Q3","REX01Q4","REX02Q1","REX02Q2","REX02Q3","REX02Q4","REX03Q1","REX03Q2","REX03Q3","REX03Q4","REX04Q1","REX04Q2","REX04Q3","REX04Q4","REX05Q1","REX05Q2","REX05Q3","REX05Q4","REX06Q1","REX06Q2","REX06Q3","REX06Q4","REX07Q1","REX07Q2","REX07Q3","REX07Q4","REX08Q1","REX08Q2","REX08Q3","REX08Q4","REX09Q1","REX09Q2","REX09Q3","REX09Q4","REX10Q1","REX10Q2","REX10Q3","REX10Q4","REX11Q1","REX11Q2","REX11Q3","REX11Q4","REX12Q1","REX12Q2","REX12Q3","REX12Q4","REX13Q1","REX13Q2","REX13Q3","REX13Q4","REX14Q1","REX14Q2","REX14Q3","REX14Q4","REX15Q1","REX15Q2"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1077.7","1084.8","1084.8","1084.8","1084.8","1095.5","1095.5","1095.5","1095.5","1095.8","1095.8","1095.8","1095.8","1095.8","1095.8","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1060.9","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1234.8","1234.8","1234.8","1234.8","1219.2","1219.2","1219.2","1219.2"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1104.2","1121.8","1121.8","1121.8","1130.6","1130.6","1130.6","1130.6","1133.9","1133.9","1133.9","1133.9","1133.9","1133.9","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1092.0","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1268.4","1268.4","1268.4","1268.4","1254.7","1254.7","1254.7","1254.7"
"2000:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1164.6","1158.8","1158.8","1159.3","1159.3","1159.3","1159.3","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1298.3","1298.3","1298.3","1298.3","1285.5","1285.5","1285.5","1285.5"
"2000:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1146.2","1139.8","1147.5","1147.5","1147.5","1147.5","1153.7","1153.7","1153.7","1153.7","1153.7","1153.7","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1288.0","1288.0","1288.0","1288.0","1274.3","1274.3","1274.3","1274.3"
"2001:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1133.6","1144.1","1144.1","1144.1","1144.1","1135.8","1135.8","1135.8","1135.8","1135.8","1135.8","1099.6","1099.6","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1097.2","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1271.4","1271.4","1271.4","1271.4","1254.5","1254.5","1254.5","1254.5"
"2001:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1114.6","1108.3","1108.3","1108.3","1098.8","1098.8","1098.8","1098.8","1098.8","1098.8","1060.9","1060.9","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1060.6","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1229.8","1229.8","1229.8","1229.8","1213.0","1213.0","1213.0","1213.0"
"2001:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1059.0","1052.2","1052.2","1048.0","1048.0","1048.0","1048.0","1048.0","1048.0","1010.6","1010.6","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1008.7","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1166.5","1166.5","1166.5","1166.5","1154.1","1154.1","1154.1","1154.1"
"2001:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1018.0","1022.2","1021.8","1021.8","1021.8","1021.8","1021.8","1021.8","984.8","984.8","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","980.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1134.3","1134.3","1134.3","1134.3","1118.0","1118.0","1118.0","1118.0"
"2002:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1039.1","1030.6","1030.6","1030.6","1030.6","1030.6","1030.6","995.4","995.4","991.6","991.6","991.6","991.6","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","992.8","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1152.3","1152.3","1152.3","1152.3","1140.9","1140.9","1140.9","1140.9"
"2002:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1059.5","1065.5","1065.5","1065.5","1065.5","1065.5","1016.5","1016.5","1017.8","1017.8","1017.8","1017.8","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1184.4","1184.4","1184.4","1184.4","1172.1","1172.1","1172.1","1172.1"
"2002:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1071.2","1077.7","1077.7","1077.7","1077.7","1027.3","1027.3","1025.5","1025.5","1025.5","1025.5","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1025.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1193.3","1193.3","1193.3","1193.3","1180.5","1180.5","1180.5","1180.5"
"2002:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1073.0","1061.6","1061.6","1061.6","1017.5","1017.5","1014.5","1014.5","1014.5","1014.5","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1017.2","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1182.5","1182.5","1182.5","1182.5","1164.5","1164.5","1164.5","1164.5"
