"DATE","REX90M1","REX90M2","REX90M3","REX90M4","REX90M5","REX90M6","REX90M7","REX90M8","REX90M9","REX90M10","REX90M11","REX90M12","REX91M1","REX91M2","REX91M3","REX91M4","REX91M5","REX91M6","REX91M7","REX91M8","REX91M9","REX91M10","REX91M11","REX91M12","REX92M1","REX92M2","REX92M3","REX92M4","REX92M5","REX92M6","REX92M7","REX92M8","REX92M9","REX92M10","REX92M11","REX92M12","REX93M1","REX93M2","REX93M3","REX93M4","REX93M5","REX93M6","REX93M7","REX93M8","REX93M9","REX93M10","REX93M11","REX93M12","REX94M1","REX94M2","REX94M3","REX94M4","REX94M5","REX94M6","REX94M7","REX94M8","REX94M9","REX94M10","REX94M11","REX94M12","REX95M1","REX95M2","REX95M3","REX95M4","REX95M5","REX95M6","REX95M7","REX95M8","REX95M9","REX95M10","REX95M11","REX95M12","REX96M1","REX96M2","REX96M3","REX96M4","REX96M5","REX96M6","REX96M7","REX96M8","REX96M9","REX96M10","REX96M11","REX96M12","REX97M1","REX97M2","REX97M3","REX97M4","REX97M5","REX97M6","REX97M7","REX97M8","REX97M9","REX97M10","REX97M11","REX97M12","REX98M1","REX98M2","REX98M3","REX98M4","REX98M5","REX98M6","REX98M7","REX98M8","REX98M9","REX98M10","REX98M11","REX98M12","REX99M1","REX99M2","REX99M3","REX99M4","REX99M5","REX99M6","REX99M7","REX99M8","REX99M9","REX99M10","REX99M11","REX99M12"
"1966:Q1","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.075","123.075","123.075","123.075","123.075","123.075","123.075","123.075","123.075","123.075","123.075","123.075","123.0","123.0"
"1966:Q2","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","136.9","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","124.3","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.244","122.244","122.244","122.244","122.244","122.244","122.244","122.244","122.244","122.244","122.244","122.244","122.2","122.2"
"1966:Q3","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","125.5","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.0","123.036","123.036","123.036","123.036","123.036","123.036","123.036","123.036","123.036","123.036","123.036","123.036","123.0","123.0"
"1966:Q4","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","140.5","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.1","125.146","125.146","125.146","125.146","125.146","125.146","125.146","125.146","125.146","125.146","125.146","125.146","125.1","125.1"
"1967:Q1","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","144.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","126.982","126.982","126.982","126.982","126.982","126.982","126.982","126.982","126.982","126.982","126.982","126.982","126.9","126.9"
"1967:Q2","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","129.5","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.6","125.62","125.62","125.62","125.62","125.62","125.62","125.62","125.62","125.62","125.62","125.62","125.62","125.6","125.6"
"1967:Q3","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.398","124.398","124.398","124.398","124.398","124.398","124.398","124.398","124.398","124.398","124.398","124.398","124.3","124.3"
"1967:Q4","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.346","127.346","127.346","127.346","127.346","127.346","127.346","127.346","127.346","127.346","127.346","127.346","127.3","127.3"
"1968:Q1","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.268","130.268","130.268","130.268","130.268","130.268","130.268","130.268","130.268","130.268","130.268","130.268","130.2","130.2"
"1968:Q2","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.506","132.506","132.506","132.506","132.506","132.506","132.506","132.506","132.506","132.506","132.506","132.506","132.4","132.4"
"1968:Q3","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.729","140.729","140.729","140.729","140.729","140.729","140.729","140.729","140.729","140.729","140.729","140.729","140.6","140.6"
"1968:Q4","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.634","137.634","137.634","137.634","137.634","137.634","137.634","137.634","137.634","137.634","137.634","137.634","137.6","137.6"
"1969:Q1","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.171","123.171","123.171","123.171","123.171","123.171","123.171","123.171","123.171","123.171","123.171","123.171","123.2","123.2"
"1969:Q2","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.463","149.463","149.463","149.463","149.463","149.463","149.463","149.463","149.463","149.463","149.463","149.463","149.4","149.4"
"1969:Q3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.667","147.667","147.667","147.667","147.667","147.667","147.667","147.667","147.667","147.667","147.667","147.667","147.7","147.7"
"1969:Q4","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.371","150.371","150.371","150.371","150.371","150.371","150.371","150.371","150.371","150.371","150.371","150.371","150.4","150.4"
"1970:Q1","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.78","153.78","153.78","153.78","153.78","153.78","153.78","153.78","153.78","153.78","153.78","153.78","153.9","153.9"
"1970:Q2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.042","159.042","159.042","159.042","159.042","159.042","159.042","159.042","159.042","159.042","159.042","159.042","159.0","159.0"
"1970:Q3","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.709","158.709","158.709","158.709","158.709","158.709","158.709","158.709","158.709","158.709","158.709","158.709","158.7","158.7"
"1970:Q4","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.89","160.89","160.89","160.89","160.89","160.89","160.89","160.89","160.89","160.89","160.89","160.89","160.9","160.9"
"1971:Q1","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.598","159.598","159.598","159.598","159.598","159.598","159.598","159.598","159.598","159.598","159.598","159.598","159.4","159.4"
"1971:Q2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.406","159.406","159.406","159.406","159.406","159.406","159.406","159.406","159.406","159.406","159.406","159.406","159.1","159.1"
"1971:Q3","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","187.5","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.083","168.083","168.083","168.083","168.083","168.083","168.083","168.083","168.083","168.083","168.083","168.083","167.8","167.8"
"1971:Q4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","170.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.7","149.681","149.681","149.681","149.681","149.681","149.681","149.681","149.681","149.681","149.681","149.681","149.681","149.5","149.5"
"1972:Q1","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","189.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","169.5","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.354","167.354","167.354","167.354","167.354","167.354","167.354","167.354","167.354","167.354","167.354","167.354","167.2","167.2"
"1972:Q2","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","186.9","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.809","164.809","164.809","164.809","164.809","164.809","164.809","164.809","164.809","164.809","164.809","164.809","164.7","164.7"
"1972:Q3","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","196.6","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","173.9","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.444","172.444","172.444","172.444","172.444","172.444","172.444","172.444","172.444","172.444","172.444","172.444","171.9","171.9"
