"DATE","RGSL65Q4","RGSL66Q1","RGSL66Q2","RGSL66Q3","RGSL66Q4","RGSL67Q1","RGSL67Q2","RGSL67Q3","RGSL67Q4","RGSL68Q1","RGSL68Q2","RGSL68Q3","RGSL68Q4","RGSL69Q1","RGSL69Q2","RGSL69Q3","RGSL69Q4","RGSL70Q1","RGSL70Q2","RGSL70Q3","RGSL70Q4","RGSL71Q1","RGSL71Q2","RGSL71Q3","RGSL71Q4","RGSL72Q1","RGSL72Q2","RGSL72Q3","RGSL72Q4","RGSL73Q1","RGSL73Q2","RGSL73Q3","RGSL73Q4","RGSL74Q1","RGSL74Q2","RGSL74Q3","RGSL74Q4","RGSL75Q1","RGSL75Q2","RGSL75Q3","RGSL75Q4","RGSL76Q1","RGSL76Q2","RGSL76Q3","RGSL76Q4","RGSL77Q1","RGSL77Q2","RGSL77Q3","RGSL77Q4","RGSL78Q1","RGSL78Q2","RGSL78Q3","RGSL78Q4","RGSL79Q1","RGSL79Q2","RGSL79Q3","RGSL79Q4","RGSL80Q1","RGSL80Q2","RGSL80Q3","RGSL80Q4","RGSL81Q1","RGSL81Q2","RGSL81Q3","RGSL81Q4","RGSL82Q1","RGSL82Q2","RGSL82Q3","RGSL82Q4","RGSL83Q1","RGSL83Q2","RGSL83Q3","RGSL83Q4","RGSL84Q1","RGSL84Q2","RGSL84Q3","RGSL84Q4","RGSL85Q1","RGSL85Q2","RGSL85Q3","RGSL85Q4","RGSL86Q1","RGSL86Q2","RGSL86Q3","RGSL86Q4","RGSL87Q1","RGSL87Q2","RGSL87Q3","RGSL87Q4","RGSL88Q1","RGSL88Q2","RGSL88Q3","RGSL88Q4","RGSL89Q1","RGSL89Q2","RGSL89Q3","RGSL89Q4","RGSL90Q1","RGSL90Q2","RGSL90Q3","RGSL90Q4","RGSL91Q1","RGSL91Q2","RGSL91Q3","RGSL91Q4","RGSL92Q1","RGSL92Q2","RGSL92Q3","RGSL92Q4","RGSL93Q1","RGSL93Q2","RGSL93Q3","RGSL93Q4","RGSL94Q1","RGSL94Q2","RGSL94Q3","RGSL94Q4","RGSL95Q1","RGSL95Q2","RGSL95Q3","RGSL95Q4","RGSL96Q1","RGSL96Q2","RGSL96Q3","RGSL96Q4","RGSL97Q1","RGSL97Q2","RGSL97Q3","RGSL97Q4","RGSL98Q1","RGSL98Q2","RGSL98Q3","RGSL98Q4","RGSL99Q1","RGSL99Q2","RGSL99Q3","RGSL99Q4","RGSL00Q1","RGSL00Q2","RGSL00Q3","RGSL00Q4","RGSL01Q1","RGSL01Q2","RGSL01Q3","RGSL01Q4","RGSL02Q1","RGSL02Q2","RGSL02Q3","RGSL02Q4","RGSL03Q1","RGSL03Q2","RGSL03Q3","RGSL03Q4","RGSL04Q1","RGSL04Q2","RGSL04Q3","RGSL04Q4","RGSL05Q1","RGSL05Q2","RGSL05Q3","RGSL05Q4","RGSL06Q1","RGSL06Q2","RGSL06Q3","RGSL06Q4","RGSL07Q1","RGSL07Q2","RGSL07Q3","RGSL07Q4","RGSL08Q1","RGSL08Q2","RGSL08Q3","RGSL08Q4","RGSL09Q1","RGSL09Q2","RGSL09Q3","RGSL09Q4","RGSL10Q1","RGSL10Q2","RGSL10Q3","RGSL10Q4","RGSL11Q1","RGSL11Q2","RGSL11Q3","RGSL11Q4","RGSL12Q1","RGSL12Q2","RGSL12Q3","RGSL12Q4","RGSL13Q1","RGSL13Q2","RGSL13Q3","RGSL13Q4","RGSL14Q1","RGSL14Q2","RGSL14Q3","RGSL14Q4","RGSL15Q1","RGSL15Q2"
"1964:Q3","53.4","53.4","53.4","53.9","53.9","53.9","53.9","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","53.5","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.0","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","103.3","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","333.6","#N/A","363.0122","#N/A","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","364.6","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","595.5","595.5","595.5","595.5","595.5","595.5","595.5","595.5"
"1964:Q4","53.3","53.3","53.3","54.0","54.0","54.0","54.0","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","104.6","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","231.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","#N/A","366.7519","#N/A","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","368.5","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","406.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","601.8","601.8","601.8","601.8","601.8","601.8","601.8","601.8"
"1965:Q1","54.5","54.8","54.8","55.3","55.3","55.3","55.3","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","55.0","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","105.5","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","233.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","274.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","340.4","#N/A","370.2244","#N/A","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","372.0","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","501.3","607.1","607.1","607.1","607.1","607.1","607.1","607.1","607.1"
"1965:Q2","54.7","55.3","55.3","55.9","55.9","55.9","55.9","55.8","55.8","55.8","55.8","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","349.0","#N/A","379.5735","#N/A","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","381.4","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","420.8","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","514.0","622.6","622.6","622.6","622.6","622.6","622.6","622.6","622.6"
"1965:Q3","#N/A","56.0","56.0","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","359.1","#N/A","390.2582","#N/A","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","392.1","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.4","528.5","528.5","528.5","528.5","528.5","528.5","528.5","528.5","640.0","640.0","640.0","640.0","640.0","640.0","640.0","640.0"
"1965:Q4","#N/A","56.3","56.2","57.3","57.3","57.3","57.3","58.0","58.0","58.0","58.0","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","293.8","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","364.2","#N/A","395.9567","#N/A","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","649.4","649.4","649.4","649.4","649.4","649.4","649.4","649.4"
"1966:Q1","#N/A","#N/A","#N/A","57.9","57.9","57.9","57.9","58.7","58.7","58.7","58.7","59.6","59.6","59.6","59.6","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","254.1","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","297.9","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","369.4","#N/A","401.0319","#N/A","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","403.0","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","657.1","657.1","657.1","657.1","657.1","657.1","657.1","657.1"
"1966:Q2","#N/A","#N/A","#N/A","#N/A","58.5","58.5","58.5","59.4","59.4","59.4","59.4","60.7","60.7","60.7","60.7","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","60.5","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","256.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","372.3","#N/A","404.1483","#N/A","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","406.1","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","447.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.8","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","662.2","662.2","662.2","662.2","662.2","662.2","662.2","662.2"
"1966:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","59.4","59.4","60.1","60.1","60.1","60.1","61.6","61.6","61.6","61.6","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","116.9","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","259.0","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","303.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","376.3","#N/A","408.7783","#N/A","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","410.7","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","669.9","669.9","669.9","669.9","669.9","669.9","669.9","669.9"
"1966:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","60.6","60.7","61.3","61.3","61.3","61.3","63.4","63.4","63.4","63.4","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","63.0","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","120.4","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","265.8","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","385.8","#N/A","419.1959","#N/A","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","421.2","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","464.6","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.4","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","686.9","686.9","686.9","686.9","686.9","686.9","686.9","686.9"
"1967:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","63.2","63.2","63.2","63.2","65.4","65.4","65.4","65.4","64.8","64.8","64.8","64.8","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","121.7","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","268.8","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","313.9","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","#N/A","424.093","#N/A","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","426.2","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","470.4","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","574.5","695.2","695.2","695.2","695.2","695.2","695.2","695.2","695.2"
"1967:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","64.3","64.3","64.3","66.0","66.0","66.0","66.0","65.0","65.0","65.0","65.0","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","122.4","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","270.3","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","315.5","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","#N/A","426.408","#N/A","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","428.5","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","699.0","699.0","699.0","699.0","699.0","699.0","699.0","699.0"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","64.9","64.9","65.8","65.8","65.8","65.8","64.9","64.9","64.9","64.9","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.1","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","123.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","271.5","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","316.7","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","393.9","#N/A","428.0998","#N/A","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","430.2","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","579.9","701.7","701.7","701.7","701.7","701.7","701.7","701.7","701.7"
"1967:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","66.0","66.0","66.4","66.4","66.4","66.4","66.0","66.0","66.0","66.0","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","66.7","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","321.7","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","400.6","#N/A","435.49","#N/A","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","437.7","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","714.1","714.1","714.1","714.1","714.1","714.1","714.1","714.1"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","68.4","68.4","68.4","68.4","68.3","68.3","68.3","68.3","68.9","68.9","68.9","68.9","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","68.5","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","281.1","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","326.5","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","#N/A","443.4145","#N/A","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","445.7","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","491.5","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.3","600.4","600.4","600.4","600.4","600.4","600.4","600.4","600.4","727.1","727.1","727.1","727.1","727.1","727.1","727.1","727.1"
