"DATE","RCONND10M1","RCONND10M2","RCONND10M3","RCONND10M4","RCONND10M5","RCONND10M6","RCONND10M7","RCONND10M8","RCONND10M9","RCONND10M10","RCONND10M11","RCONND10M12","RCONND11M1","RCONND11M2","RCONND11M3","RCONND11M4","RCONND11M5","RCONND11M6","RCONND11M7","RCONND11M8","RCONND11M9","RCONND11M10","RCONND11M11","RCONND11M12","RCONND12M1","RCONND12M2","RCONND12M3","RCONND12M4","RCONND12M5","RCONND12M6","RCONND12M7","RCONND12M8","RCONND12M9","RCONND12M10","RCONND12M11","RCONND12M12","RCONND13M1","RCONND13M2","RCONND13M3","RCONND13M4","RCONND13M5","RCONND13M6","RCONND13M7","RCONND13M8","RCONND13M9","RCONND13M10","RCONND13M11","RCONND13M12","RCONND14M1","RCONND14M2","RCONND14M3","RCONND14M4","RCONND14M5","RCONND14M6","RCONND14M7","RCONND14M8","RCONND14M9","RCONND14M10","RCONND14M11","RCONND14M12","RCONND15M1","RCONND15M2","RCONND15M3","RCONND15M4","RCONND15M5"
"1947:Q1","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7"
"1947:Q2","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.7","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","431.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6","469.6"
"1947:Q3","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.7","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8"
"1947:Q4","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","428.0","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6","465.6"
"1948:Q1","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","429.4","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1","467.1"
"1948:Q2","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","433.6","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7"
"1948:Q3","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","430.9","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8"
"1948:Q4","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.6","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","436.5","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0","475.0"
"1949:Q1","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8","476.8"
"1949:Q2","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","439.4","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1","478.1"
"1949:Q3","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0","474.0"
"1949:Q4","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","442.6","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7"
"1950:Q1","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.3","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9","487.9"
"1950:Q2","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","453.4","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6"
"1950:Q3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1","502.1"
"1950:Q4","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9"
"1951:Q1","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.4","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","459.3","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9","499.9"
"1951:Q2","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.7","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","452.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6"
"1951:Q3","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","462.2","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0","503.0"
"1951:Q4","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","467.6","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9"
"1952:Q1","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","463.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7","504.7"
"1952:Q2","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4","516.4"
"1952:Q3","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.9","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5"
"1952:Q4","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2","533.2"
"1953:Q1","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","492.9","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5","536.5"
"1953:Q2","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.3","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","495.2","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0"
"1953:Q3","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","490.7","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0","534.0"
"1953:Q4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","491.4","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8","534.8"
"1954:Q1","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","496.1","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0"
"1954:Q2","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5"
"1954:Q3","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.1","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","501.0","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3","545.3"
"1954:Q4","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.5","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5","554.5"
"1955:Q1","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.8","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","514.7","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3"
"1955:Q2","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.3","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6"
"1955:Q3","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4","574.4"
"1955:Q4","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","538.5","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1"
"1956:Q1","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.6","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","544.5","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7","592.7"
"1956:Q2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","543.2","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3","591.3"
"1956:Q3","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","543.5","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6"
"1956:Q4","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","547.9","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4"
"1957:Q1","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0","600.0"
"1957:Q2","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","553.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3","602.3"
"1957:Q3","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6"
"1957:Q4","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6"
"1958:Q1","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","552.3","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2"
"1958:Q2","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","557.3","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6","606.6"
"1958:Q3","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","567.5","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7","617.7"
"1958:Q4","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","575.3","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2","626.2"
"1959:Q1","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.8","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3"
"1959:Q2","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","587.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6","639.6"
