"DATE","P65Q4","P66Q1","P66Q2","P66Q3","P66Q4","P67Q1","P67Q2","P67Q3","P67Q4","P68Q1","P68Q2","P68Q3","P68Q4","P69Q1","P69Q2","P69Q3","P69Q4","P70Q1","P70Q2","P70Q3","P70Q4","P71Q1","P71Q2","P71Q3","P71Q4","P72Q1","P72Q2","P72Q3","P72Q4","P73Q1","P73Q2","P73Q3","P73Q4","P74Q1","P74Q2","P74Q3","P74Q4","P75Q1","P75Q2","P75Q3","P75Q4","P76Q1","P76Q2","P76Q3","P76Q4","P77Q1","P77Q2","P77Q3","P77Q4","P78Q1","P78Q2","P78Q3","P78Q4","P79Q1","P79Q2","P79Q3","P79Q4","P80Q1","P80Q2","P80Q3","P80Q4","P81Q1","P81Q2","P81Q3","P81Q4","P82Q1","P82Q2","P82Q3","P82Q4","P83Q1","P83Q2","P83Q3","P83Q4","P84Q1","P84Q2","P84Q3","P84Q4","P85Q1","P85Q2","P85Q3","P85Q4","P86Q1","P86Q2","P86Q3","P86Q4","P87Q1","P87Q2","P87Q3","P87Q4","P88Q1","P88Q2","P88Q3","P88Q4","P89Q1","P89Q2","P89Q3","P89Q4","P90Q1","P90Q2","P90Q3","P90Q4","P91Q1","P91Q2","P91Q3","P91Q4","P92Q1","P92Q2","P92Q3","P92Q4","P93Q1","P93Q2","P93Q3","P93Q4","P94Q1","P94Q2","P94Q3","P94Q4","P95Q1","P95Q2","P95Q3","P95Q4","P96Q1","P96Q2","P96Q3","P96Q4","P97Q1","P97Q2","P97Q3","P97Q4","P98Q1","P98Q2","P98Q3","P98Q4","P99Q1","P99Q2","P99Q3","P99Q4","P00Q1","P00Q2","P00Q3","P00Q4","P01Q1","P01Q2","P01Q3","P01Q4","P02Q1","P02Q2","P02Q3","P02Q4","P03Q1","P03Q2","P03Q3","P03Q4","P04Q1","P04Q2","P04Q3","P04Q4","P05Q1","P05Q2","P05Q3","P05Q4","P06Q1","P06Q2","P06Q3","P06Q4","P07Q1","P07Q2","P07Q3","P07Q4","P08Q1","P08Q2","P08Q3","P08Q4","P09Q1","P09Q2","P09Q3","P09Q4","P10Q1","P10Q2","P10Q3","P10Q4","P11Q1","P11Q2","P11Q3","P11Q4","P12Q1","P12Q2","P12Q3","P12Q4","P13Q1","P13Q2","P13Q3","P13Q4","P14Q1","P14Q2","P14Q3","P14Q4","P15Q1","P15Q2","P15Q3","P15Q4"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","199.5788","200.1001","201.5435","201.5435","201.5435","201.5435","201.221","201.221","201.221","201.221","201.6852","201.6852","201.6852","201.6852","201.6852","201.6852","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","96.7505","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","81.4152","67.9","67.9","67.9","67.9","67.9","67.85","67.85","67.85","67.85","67.85","67.85","67.85","67.85","67.85","67.85","64.42","64.42","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","60.704","53.674","53.674","53.674","53.674","53.674","53.674","53.674","53.674","53.72","53.72","53.72","53.72","53.72","53.72","53.72","53.72","49.985","49.985","49.985","49.985","49.98","49.98","49.98","49.98","49.98","49.98"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","201.8806","203.6785","203.6785","203.6785","203.6785","203.3517","203.3517","203.3517","203.3517","203.9771","203.9771","203.9771","203.9771","203.9771","203.9771","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","98.1769","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","82.3434","68.9","68.9","68.9","68.9","68.9","68.85","68.85","68.85","68.85","68.85","68.85","68.85","68.85","68.85","68.85","65.26","65.26","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","61.563","54.43","54.43","54.43","54.43","54.43","54.43","54.43","54.43","54.477","54.477","54.477","54.477","54.477","54.477","54.477","54.477","50.657","50.657","50.657","50.657","50.652","50.652","50.652","50.652","50.652","50.652"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","206.3516","205.9794","205.9794","205.9794","206.1505","206.1505","206.1505","206.1505","206.768","206.768","206.768","206.768","206.768","206.768","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","99.3585","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","83.4292","69.7","69.7","69.7","69.7","69.7","69.71","69.71","69.71","69.71","69.71","69.71","69.71","69.71","69.71","69.71","66.09","66.09","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","65.84","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","62.33","55.105","55.105","55.105","55.105","55.105","55.105","55.105","55.105","55.152","55.152","55.152","55.152","55.152","55.152","55.152","55.152","51.283","51.283","51.283","51.283","51.278","51.278","51.278","51.278","51.278","51.278"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","208.7092","208.5072","208.5072","208.0299","208.0299","208.0299","208.0299","208.5235","208.5235","208.5235","208.5235","208.5235","208.5235","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","70.7","70.7","70.7","70.7","70.7","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","67.0","67.0","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","66.75","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","63.193","55.87","55.87","55.87","55.87","55.87","55.87","55.87","55.87","55.918","55.918","55.918","55.918","55.918","55.918","55.918","55.918","52.007","52.007","52.007","52.007","52.001","52.001","52.001","52.001","52.001","52.001"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","210.7291","210.4116","210.0088","210.0088","210.0088","210.0088","210.2786","210.2786","210.2786","210.2786","210.2786","210.2786","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","71.5","71.5","71.5","71.5","71.5","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","67.71","67.71","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","67.44","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","63.866","56.463","56.463","56.463","56.463","56.463","56.463","56.463","56.463","56.511","56.511","56.511","56.511","56.511","56.511","56.511","56.511","52.572","52.572","52.572","52.572","52.566","52.566","52.566","52.566","52.566","52.566"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","213.4162","212.8381","212.8381","212.8381","212.8381","212.8638","212.8638","212.8638","212.8638","212.8638","212.8638","102.4478","102.4478","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","72.1","72.1","72.1","72.1","72.1","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","68.31","68.31","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","67.98","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","64.413","56.946","56.946","56.946","56.946","56.946","56.946","56.946","56.946","56.995","56.995","56.995","56.995","56.995","56.995","56.995","56.995","53.018","53.018","53.018","53.018","53.013","53.013","53.013","53.013","53.013","53.013"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","215.1768","214.5433","214.5433","214.5433","214.2576","214.2576","214.2576","214.2576","214.2576","214.2576","103.2461","103.2461","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","72.9","72.9","72.9","72.9","72.9","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","68.95","68.95","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","68.59","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","64.881","57.362","57.362","57.362","57.362","57.362","57.362","57.362","57.362","57.411","57.411","57.411","57.411","57.411","57.411","57.411","57.411","53.377","53.377","53.377","53.377","53.371","53.371","53.371","53.371","53.371","53.371"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","216.3729","216.4414","216.4414","215.8818","215.8818","215.8818","215.8818","215.8818","215.8818","104.0595","104.0595","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","69.54","69.54","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","69.17","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","65.542","57.947","57.947","57.947","57.947","57.947","57.947","57.947","57.947","57.997","57.997","57.997","57.997","57.997","57.997","57.997","57.997","53.935","53.935","53.935","53.935","53.929","53.929","53.929","53.929","53.929","53.929"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","218.5291","218.5183","218.2044","218.2044","218.2044","218.2044","218.2044","218.2044","105.2961","105.2961","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","74.2","74.2","74.2","74.2","74.2","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","70.14","70.14","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","69.75","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","66.02","58.366","58.366","58.366","58.366","58.366","58.366","58.366","58.366","58.416","58.416","58.416","58.416","58.416","58.416","58.416","58.416","54.326","54.326","54.326","54.326","54.32","54.32","54.32","54.32","54.32","54.32"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","220.7318","220.5786","220.5786","220.5786","220.5786","220.5786","220.5786","106.5838","106.5838","106.5666","106.5666","106.5666","106.5666","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","70.96","70.96","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","70.59","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","66.838","59.091","59.091","59.091","59.091","59.091","59.091","59.091","59.091","59.141","59.141","59.141","59.141","59.141","59.141","59.141","59.141","54.89","54.89","54.89","54.89","54.885","54.885","54.885","54.885","54.885","54.885"
"1984:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","222.3144","222.4005","222.4005","222.4005","222.4005","222.4005","107.5846","107.5846","107.3614","107.3614","107.3614","107.3614","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","75.6","75.6","75.6","75.6","75.6","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","71.54","71.54","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","71.18","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","67.439","59.624","59.624","59.624","59.624","59.624","59.624","59.624","59.624","59.675","59.675","59.675","59.675","59.675","59.675","59.675","59.675","55.376","55.376","55.376","55.376","55.37","55.37","55.37","55.37","55.37","55.37"
"1984:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","224.3695","224.5684","224.5684","224.5684","224.5684","108.5973","108.5973","108.3338","108.3338","108.3338","108.3338","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","76.3","76.3","76.3","76.3","76.3","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","72.1","72.1","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","71.74","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","67.989","60.111","60.111","60.111","60.111","60.111","60.111","60.111","60.111","60.163","60.163","60.163","60.163","60.163","60.163","60.163","60.163","55.833","55.833","55.833","55.833","55.827","55.827","55.827","55.827","55.827","55.827"
"1984:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","225.9045","226.1008","226.1008","226.1008","109.583","109.583","109.2376","109.2376","109.2376","109.2376","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","76.8","76.8","76.8","76.8","76.8","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","72.6","72.6","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","72.24","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","68.392","60.466","60.466","60.466","60.466","60.466","60.466","60.466","60.466","60.517","60.517","60.517","60.517","60.517","60.517","60.517","60.517","56.18","56.18","56.18","56.18","56.174","56.174","56.174","56.174","56.174","56.174"
