"DATE","RCONM98M11","RCONM98M12","RCONM99M1","RCONM99M2","RCONM99M3","RCONM99M4","RCONM99M5","RCONM99M6","RCONM99M7","RCONM99M8","RCONM99M9","RCONM99M10","RCONM99M11","RCONM99M12","RCONM00M1","RCONM00M2","RCONM00M3","RCONM00M4","RCONM00M5","RCONM00M6","RCONM00M7","RCONM00M8","RCONM00M9","RCONM00M10","RCONM00M11","RCONM00M12","RCONM01M1","RCONM01M2","RCONM01M3","RCONM01M4","RCONM01M5","RCONM01M6","RCONM01M7","RCONM01M8","RCONM01M9","RCONM01M10","RCONM01M11","RCONM01M12","RCONM02M1","RCONM02M2","RCONM02M3","RCONM02M4","RCONM02M5","RCONM02M6","RCONM02M7","RCONM02M8","RCONM02M9","RCONM02M10","RCONM02M11","RCONM02M12","RCONM03M1","RCONM03M2","RCONM03M3","RCONM03M4","RCONM03M5","RCONM03M6","RCONM03M7","RCONM03M8","RCONM03M9","RCONM03M10","RCONM03M11","RCONM03M12","RCONM04M1","RCONM04M2","RCONM04M3","RCONM04M4","RCONM04M5","RCONM04M6","RCONM04M7","RCONM04M8","RCONM04M9","RCONM04M10","RCONM04M11","RCONM04M12","RCONM05M1","RCONM05M2","RCONM05M3","RCONM05M4","RCONM05M5","RCONM05M6","RCONM05M7","RCONM05M8","RCONM05M9","RCONM05M10","RCONM05M11","RCONM05M12","RCONM06M1","RCONM06M2","RCONM06M3","RCONM06M4","RCONM06M5","RCONM06M6","RCONM06M7","RCONM06M8","RCONM06M9","RCONM06M10","RCONM06M11","RCONM06M12","RCONM07M1","RCONM07M2","RCONM07M3","RCONM07M4","RCONM07M5","RCONM07M6","RCONM07M7","RCONM07M8","RCONM07M9","RCONM07M10","RCONM07M11","RCONM07M12","RCONM08M1","RCONM08M2","RCONM08M3","RCONM08M4","RCONM08M5","RCONM08M6","RCONM08M7","RCONM08M8","RCONM08M9","RCONM08M10","RCONM08M11","RCONM08M12","RCONM09M1","RCONM09M2","RCONM09M3","RCONM09M4","RCONM09M5","RCONM09M6","RCONM09M7","RCONM09M8","RCONM09M9","RCONM09M10","RCONM09M11","RCONM09M12","RCONM10M1","RCONM10M2","RCONM10M3","RCONM10M4","RCONM10M5","RCONM10M6","RCONM10M7","RCONM10M8","RCONM10M9","RCONM10M10","RCONM10M11","RCONM10M12","RCONM11M1","RCONM11M2","RCONM11M3","RCONM11M4","RCONM11M5","RCONM11M6","RCONM11M7","RCONM11M8","RCONM11M9","RCONM11M10","RCONM11M11","RCONM11M12","RCONM12M1","RCONM12M2","RCONM12M3","RCONM12M4","RCONM12M5","RCONM12M6","RCONM12M7","RCONM12M8","RCONM12M9","RCONM12M10","RCONM12M11","RCONM12M12","RCONM13M1","RCONM13M2","RCONM13M3","RCONM13M4","RCONM13M5","RCONM13M6","RCONM13M7","RCONM13M8","RCONM13M9","RCONM13M10","RCONM13M11","RCONM13M12","RCONM14M1","RCONM14M2","RCONM14M3","RCONM14M4","RCONM14M5","RCONM14M6","RCONM14M7","RCONM14M8","RCONM14M9","RCONM14M10","RCONM14M11","RCONM14M12","RCONM15M1","RCONM15M2","RCONM15M3","RCONM15M4","RCONM15M5","RCONM15M6","RCONM15M7","RCONM15M8","RCONM15M9","RCONM15M10","RCONM15M11"
"1959:11","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","1409.454","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1571.9","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1752.938","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1753.31","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.036","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009","1859.009"
"1959:12","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","1408.652","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.031","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1751.373","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.969","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941","1856.941"
"1960:01","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","1412.408","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1755.877","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1756.303","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.087","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062","1862.062"
"1960:02","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","1417.851","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1580.5","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.577","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1763.963","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.257","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235","1870.235"
"1960:03","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","1437.347","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1602.4","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.595","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1788.965","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.833","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723","1896.723"
"1960:04","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","1459.332","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1627.2","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.311","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1816.696","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.066","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067","1926.067"
"1960:05","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","1429.962","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1594.3","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1779.734","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1780.073","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.285","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27","1887.27"
"1960:06","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","1429.667","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.318","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1779.633","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.891","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778","1886.778"
"1960:07","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","1432.325","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1782.938","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1783.242","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.632","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618","1890.618"
"1960:08","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","1430.933","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1595.5","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.257","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1781.57","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.86","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845","1888.845"
"1960:09","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","1437.178","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1789.819","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1790.109","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.915","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905","1897.905"
