"DATE","RCONM98M11","RCONM98M12","RCONM99M1","RCONM99M2","RCONM99M3","RCONM99M4","RCONM99M5","RCONM99M6","RCONM99M7","RCONM99M8","RCONM99M9","RCONM99M10","RCONM99M11","RCONM99M12","RCONM00M1","RCONM00M2","RCONM00M3","RCONM00M4","RCONM00M5","RCONM00M6","RCONM00M7","RCONM00M8","RCONM00M9","RCONM00M10","RCONM00M11","RCONM00M12","RCONM01M1","RCONM01M2","RCONM01M3","RCONM01M4","RCONM01M5","RCONM01M6","RCONM01M7","RCONM01M8","RCONM01M9","RCONM01M10","RCONM01M11","RCONM01M12","RCONM02M1","RCONM02M2","RCONM02M3","RCONM02M4","RCONM02M5","RCONM02M6","RCONM02M7","RCONM02M8","RCONM02M9","RCONM02M10","RCONM02M11","RCONM02M12","RCONM03M1","RCONM03M2","RCONM03M3","RCONM03M4","RCONM03M5","RCONM03M6","RCONM03M7","RCONM03M8","RCONM03M9","RCONM03M10","RCONM03M11","RCONM03M12","RCONM04M1","RCONM04M2","RCONM04M3","RCONM04M4","RCONM04M5","RCONM04M6","RCONM04M7","RCONM04M8","RCONM04M9","RCONM04M10","RCONM04M11","RCONM04M12","RCONM05M1","RCONM05M2","RCONM05M3","RCONM05M4","RCONM05M5","RCONM05M6","RCONM05M7","RCONM05M8","RCONM05M9","RCONM05M10","RCONM05M11","RCONM05M12","RCONM06M1","RCONM06M2","RCONM06M3","RCONM06M4","RCONM06M5","RCONM06M6","RCONM06M7","RCONM06M8","RCONM06M9","RCONM06M10","RCONM06M11","RCONM06M12","RCONM07M1","RCONM07M2","RCONM07M3","RCONM07M4","RCONM07M5","RCONM07M6","RCONM07M7","RCONM07M8","RCONM07M9","RCONM07M10","RCONM07M11","RCONM07M12","RCONM08M1","RCONM08M2","RCONM08M3","RCONM08M4","RCONM08M5","RCONM08M6","RCONM08M7","RCONM08M8","RCONM08M9","RCONM08M10","RCONM08M11","RCONM08M12","RCONM09M1","RCONM09M2","RCONM09M3","RCONM09M4","RCONM09M5","RCONM09M6","RCONM09M7","RCONM09M8","RCONM09M9","RCONM09M10","RCONM09M11","RCONM09M12","RCONM10M1","RCONM10M2","RCONM10M3","RCONM10M4","RCONM10M5","RCONM10M6","RCONM10M7","RCONM10M8","RCONM10M9","RCONM10M10","RCONM10M11","RCONM10M12","RCONM11M1","RCONM11M2","RCONM11M3","RCONM11M4","RCONM11M5","RCONM11M6","RCONM11M7","RCONM11M8","RCONM11M9","RCONM11M10","RCONM11M11","RCONM11M12","RCONM12M1","RCONM12M2","RCONM12M3","RCONM12M4","RCONM12M5","RCONM12M6","RCONM12M7","RCONM12M8","RCONM12M9","RCONM12M10","RCONM12M11","RCONM12M12","RCONM13M1","RCONM13M2","RCONM13M3","RCONM13M4","RCONM13M5","RCONM13M6","RCONM13M7","RCONM13M8","RCONM13M9","RCONM13M10","RCONM13M11","RCONM13M12","RCONM14M1","RCONM14M2","RCONM14M3","RCONM14M4","RCONM14M5","RCONM14M6","RCONM14M7","RCONM14M8","RCONM14M9","RCONM14M10","RCONM14M11","RCONM14M12","RCONM15M1","RCONM15M2","RCONM15M3","RCONM15M4","RCONM15M5","RCONM15M6","RCONM15M7","RCONM15M8","RCONM15M9","RCONM15M10","RCONM15M11"
"1996:09","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","4772.758","5266.8","5266.777","5266.777","5266.777","5266.777","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5264.6","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","5652.4","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6327.308","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6324.429","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.99","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916","6793.916"
"1996:10","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","4792.844","5282.8","5282.803","5282.803","5282.803","5282.803","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5279.5","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","5670.2","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6347.084","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6344.195","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.774","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708","6813.708"
"1996:11","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","4799.68","5291.1","5291.131","5291.131","5291.131","5291.131","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5286.3","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","5686.1","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6363.702","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6360.806","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.196","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137","6831.137"
"1996:12","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","4815.125","5316.5","5316.533","5316.533","5316.533","5316.533","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5309.7","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","5706.6","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6387.419","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6384.512","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.181","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035","6857.035"
"1997:01","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","4850.74","5350.6","5350.629","5350.629","5350.629","5350.629","5340.6","5340.6","5340.6","5340.6","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5342.1","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","5728.7","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6416.894","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6413.974","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.45","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317","6890.317"
"1997:02","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","4853.82","5358.6","5358.642","5358.642","5358.642","5358.642","5346.6","5346.6","5346.6","5346.6","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5351.2","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","5751.9","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6429.085","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6426.159","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6905.018","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891","6904.891"
"1997:03","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","4855.635","5374.0","5373.988","5373.988","5373.988","5373.988","5360.2","5360.2","5360.2","5360.2","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5358.7","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","5766.8","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6444.567","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6441.634","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6923.03","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911","6922.911"
"1997:04","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","4856.69","5366.0","5365.975","5365.975","5365.975","5365.975","5351.3","5351.3","5351.3","5351.3","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5368.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","5764.2","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6443.329","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6440.396","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.129","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009","6923.009"
"1997:05","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","4865.931","5379.1","5379.069","5379.069","5379.069","5379.069","5363.3","5363.3","5363.3","5363.3","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5361.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","5768.5","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6446.982","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6444.048","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.657","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637","6927.637"
"1997:06","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","4895.428","5410.3","5410.336","5410.336","5410.336","5410.336","5393.5","5393.5","5393.5","5393.5","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5397.4","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","5794.9","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6478.432","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6475.483","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.713","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609","6961.609"
"1997:07","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","4942.9","5460.6","5460.616","5460.616","5460.616","5460.616","5442.7","5442.7","5442.7","5442.7","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5454.0","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","5852.9","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6539.338","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","6536.362","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7027.07","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993","7026.993"
