"DATE","RINVRESID10M1","RINVRESID10M2","RINVRESID10M3","RINVRESID10M4","RINVRESID10M5","RINVRESID10M6","RINVRESID10M7","RINVRESID10M8","RINVRESID10M9","RINVRESID10M10","RINVRESID10M11","RINVRESID10M12","RINVRESID11M1","RINVRESID11M2","RINVRESID11M3","RINVRESID11M4","RINVRESID11M5","RINVRESID11M6","RINVRESID11M7","RINVRESID11M8","RINVRESID11M9","RINVRESID11M10","RINVRESID11M11","RINVRESID11M12","RINVRESID12M1","RINVRESID12M2","RINVRESID12M3","RINVRESID12M4","RINVRESID12M5","RINVRESID12M6","RINVRESID12M7","RINVRESID12M8","RINVRESID12M9","RINVRESID12M10","RINVRESID12M11","RINVRESID12M12","RINVRESID13M1","RINVRESID13M2","RINVRESID13M3","RINVRESID13M4","RINVRESID13M5","RINVRESID13M6","RINVRESID13M7","RINVRESID13M8","RINVRESID13M9","RINVRESID13M10","RINVRESID13M11","RINVRESID13M12","RINVRESID14M1","RINVRESID14M2","RINVRESID14M3","RINVRESID14M4","RINVRESID14M5","RINVRESID14M6","RINVRESID14M7","RINVRESID14M8","RINVRESID14M9","RINVRESID14M10","RINVRESID14M11","RINVRESID14M12","RINVRESID15M1","RINVRESID15M2","RINVRESID15M3","RINVRESID15M4","RINVRESID15M5","RINVRESID15M6","RINVRESID15M7","RINVRESID15M8","RINVRESID15M9","RINVRESID15M10","RINVRESID15M11"
"1977:Q1","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","354.7","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","355.0","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8","380.8"
"1977:Q2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.2","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","395.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6","422.6"
"1977:Q3","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.0","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3"
"1977:Q4","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","389.1","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3","416.3"
"1978:Q1","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","390.7","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2","420.2"
"1978:Q2","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","409.9","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3","440.3"
"1978:Q3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4"
"1978:Q4","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","414.1","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6","444.6"
"1979:Q1","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.6","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8"
"1979:Q2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","396.9","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1","426.1"
"1979:Q3","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.6","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","392.2","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9"
"1979:Q4","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","377.4","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1","404.1"
"1980:Q1","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.7","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0"
"1980:Q2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.2","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","284.0","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8","303.8"
"1980:Q3","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","288.9","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2","313.2"
"1980:Q4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.4","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","317.1","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4"
"1981:Q1","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.8","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","311.4","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0"
"1981:Q2","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","301.3","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4","323.4"
"1981:Q3","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","278.0","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","277.7","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3","298.3"
"1981:Q4","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1"
"1982:Q1","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","234.8","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7","251.7"
"1982:Q2","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","227.4","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6"
"1982:Q3","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","226.7","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3"
"1982:Q4","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.2","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","243.3","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6"
"1983:Q1","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.6","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","284.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8","307.8"
"1983:Q2","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6"
"1983:Q3","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1"
"1983:Q4","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.7","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1"
"1984:Q1","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","374.9","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8","404.8"
"1984:Q2","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","381.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9"
"1984:Q3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","378.3","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1"
"1984:Q4","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5","407.5"
"1985:Q1","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","377.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5","408.5"
"1985:Q2","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","380.5","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9"
"1985:Q3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","385.3","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6","419.6"
"1985:Q4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8","428.8"
"1986:Q1","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.2","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2","446.2"
"1986:Q2","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.1","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","434.2","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8","471.8"
"1986:Q3","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2","478.2"
"1986:Q4","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.0","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","440.1","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5"
"1987:Q1","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","438.9","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7","478.7"
"1987:Q2","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","440.9","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4","480.4"
"1987:Q3","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","439.5","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4","476.4"
"1987:Q4","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","441.7","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2","477.2"
"1988:Q1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","432.1","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7","468.7"
