"DATE","NOUTPUT10M1","NOUTPUT10M2","NOUTPUT10M3","NOUTPUT10M4","NOUTPUT10M5","NOUTPUT10M6","NOUTPUT10M7","NOUTPUT10M8","NOUTPUT10M9","NOUTPUT10M10","NOUTPUT10M11","NOUTPUT10M12","NOUTPUT11M1","NOUTPUT11M2","NOUTPUT11M3","NOUTPUT11M4","NOUTPUT11M5","NOUTPUT11M6","NOUTPUT11M7","NOUTPUT11M8","NOUTPUT11M9","NOUTPUT11M10","NOUTPUT11M11","NOUTPUT11M12","NOUTPUT12M1","NOUTPUT12M2","NOUTPUT12M3","NOUTPUT12M4","NOUTPUT12M5","NOUTPUT12M6","NOUTPUT12M7","NOUTPUT12M8","NOUTPUT12M9","NOUTPUT12M10","NOUTPUT12M11","NOUTPUT12M12","NOUTPUT13M1","NOUTPUT13M2","NOUTPUT13M3","NOUTPUT13M4","NOUTPUT13M5","NOUTPUT13M6","NOUTPUT13M7","NOUTPUT13M8","NOUTPUT13M9","NOUTPUT13M10","NOUTPUT13M11","NOUTPUT13M12","NOUTPUT14M1","NOUTPUT14M2","NOUTPUT14M3","NOUTPUT14M4","NOUTPUT14M5","NOUTPUT14M6","NOUTPUT14M7","NOUTPUT14M8","NOUTPUT14M9","NOUTPUT14M10","NOUTPUT14M11","NOUTPUT14M12","NOUTPUT15M1","NOUTPUT15M2","NOUTPUT15M3","NOUTPUT15M4","NOUTPUT15M5","NOUTPUT15M6","NOUTPUT15M7","NOUTPUT15M8","NOUTPUT15M9","NOUTPUT15M10","NOUTPUT15M11"
"1958:Q2","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","458.0","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8"
"1958:Q3","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","471.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7"
"1958:Q4","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","485.0","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4","500.4"
"1959:Q1","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1"
"1959:Q2","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","508.5","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2","524.2"
"1959:Q3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2"
"1959:Q4","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3","529.3"
"1960:Q1","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","527.0","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3","543.3"
"1960:Q2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7"
"1960:Q3","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0","546.0"
"1960:Q4","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","523.7","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1","541.1"
"1961:Q1","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","528.0","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9","545.9"
"1961:Q2","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4"
"1961:Q3","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2","568.2"
"1961:Q4","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","562.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6"
"1962:Q1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","576.1","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2"
"1962:Q2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6","602.6"
"1962:Q3","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6","609.6"
"1962:Q4","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1","613.1"
"1963:Q1","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7","622.7"
"1963:Q2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8","631.8"
"1963:Q3","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0"
"1963:Q4","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8","654.8"
"1964:Q1","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1","671.1"
"1964:Q2","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","658.9","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8","680.8"
"1964:Q3","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8","692.8"
"1964:Q4","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4","698.4"
"1965:Q1","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2","719.2"
"1965:Q2","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4","732.4"
"1965:Q3","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2","750.2"
"1965:Q4","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","747.5","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1","773.1"
"1966:Q1","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","770.8","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3","797.3"
"1966:Q2","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","779.9","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2","807.2"
"1966:Q3","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","793.1","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8","820.8"
"1966:Q4","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","806.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9","834.9"
"1967:Q1","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","817.8","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0","846.0"
"1967:Q2","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1","851.1"
"1967:Q3","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","837.0","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6","866.6"
"1967:Q4","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","852.7","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2","883.2"
"1968:Q1","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1","911.1"
"1968:Q2","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","904.1","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3","936.3"
"1968:Q3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","919.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3"
"1968:Q4","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1"
"1969:Q1","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","960.9","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4","995.4"
"1969:Q2","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","976.1","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4","1011.4"
