"DATE","NOUTPUT10M1","NOUTPUT10M2","NOUTPUT10M3","NOUTPUT10M4","NOUTPUT10M5","NOUTPUT10M6","NOUTPUT10M7","NOUTPUT10M8","NOUTPUT10M9","NOUTPUT10M10","NOUTPUT10M11","NOUTPUT10M12","NOUTPUT11M1","NOUTPUT11M2","NOUTPUT11M3","NOUTPUT11M4","NOUTPUT11M5","NOUTPUT11M6","NOUTPUT11M7","NOUTPUT11M8","NOUTPUT11M9","NOUTPUT11M10","NOUTPUT11M11","NOUTPUT11M12","NOUTPUT12M1","NOUTPUT12M2","NOUTPUT12M3","NOUTPUT12M4","NOUTPUT12M5","NOUTPUT12M6","NOUTPUT12M7","NOUTPUT12M8","NOUTPUT12M9","NOUTPUT12M10","NOUTPUT12M11","NOUTPUT12M12","NOUTPUT13M1","NOUTPUT13M2","NOUTPUT13M3","NOUTPUT13M4","NOUTPUT13M5","NOUTPUT13M6","NOUTPUT13M7","NOUTPUT13M8","NOUTPUT13M9","NOUTPUT13M10","NOUTPUT13M11","NOUTPUT13M12","NOUTPUT14M1","NOUTPUT14M2","NOUTPUT14M3","NOUTPUT14M4","NOUTPUT14M5","NOUTPUT14M6","NOUTPUT14M7","NOUTPUT14M8","NOUTPUT14M9","NOUTPUT14M10","NOUTPUT14M11","NOUTPUT14M12","NOUTPUT15M1","NOUTPUT15M2","NOUTPUT15M3","NOUTPUT15M4","NOUTPUT15M5","NOUTPUT15M6","NOUTPUT15M7","NOUTPUT15M8","NOUTPUT15M9","NOUTPUT15M10","NOUTPUT15M11"
"1987:Q3","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4764.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5","4900.5"
"1987:Q4","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","4883.1","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7","5022.7"
"1988:Q1","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","4948.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6","5090.6"
"1988:Q2","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5059.3","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7","5207.7"
"1988:Q3","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5142.8","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5","5299.5"
"1988:Q4","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5251.0","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7","5412.7"
"1989:Q1","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5360.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.3","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4","5527.4"
"1989:Q2","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5453.6","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4","5628.4"
"1989:Q3","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5532.9","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.5","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6","5711.6"
"1989:Q4","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5581.7","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4","5763.4"
"1990:Q1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5708.1","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8","5890.8"
"1990:Q2","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5797.4","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.6","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7","5974.7"
"1990:Q3","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","5850.6","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5","6029.5"
"1990:Q4","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","5846.0","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3","6023.3"
"1991:Q1","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","5880.2","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.8","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9","6054.9"
"1991:Q2","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","5962.0","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6","6143.6"
"1991:Q3","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6033.7","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4","6218.4"
"1991:Q4","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6092.5","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3","6279.3"
"1992:Q1","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6190.7","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8","6380.8"
"1992:Q2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6295.2","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3","6492.3"
"1992:Q3","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6389.7","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5","6586.5"
"1992:Q4","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6493.6","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.5","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6","6697.6"
"1993:Q1","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6544.5","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2","6748.2"
"1993:Q2","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6622.7","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6","6829.6"
"1993:Q3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6688.3","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2","6904.2"
"1993:Q4","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","6813.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8","7032.8"
"1994:Q1","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","6916.3","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.2","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3","7136.3"
"1994:Q2","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7044.3","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8","7269.8"
"1994:Q3","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7131.8","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.2","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3","7352.3"
"1994:Q4","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7248.2","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.6","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7","7476.7"
"1995:Q1","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7307.7","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3","7545.3"
"1995:Q2","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7355.8","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9","7604.9"
"1995:Q3","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7452.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5","7706.5"
"1995:Q4","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7542.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5","7799.5"
"1996:Q1","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7638.2","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1","7893.1"
"1996:Q2","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","7800.0","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5","8061.5"
