"DATE","REX10M1","REX10M2","REX10M3","REX10M4","REX10M5","REX10M6","REX10M7","REX10M8","REX10M9","REX10M10","REX10M11","REX10M12","REX11M1","REX11M2","REX11M3","REX11M4","REX11M5","REX11M6","REX11M7","REX11M8","REX11M9","REX11M10","REX11M11","REX11M12","REX12M1","REX12M2","REX12M3","REX12M4","REX12M5","REX12M6","REX12M7","REX12M8","REX12M9","REX12M10","REX12M11","REX12M12","REX13M1","REX13M2","REX13M3","REX13M4","REX13M5","REX13M6","REX13M7","REX13M8","REX13M9","REX13M10","REX13M11","REX13M12","REX14M1","REX14M2","REX14M3","REX14M4","REX14M5","REX14M6","REX14M7","REX14M8","REX14M9","REX14M10","REX14M11","REX14M12","REX15M1","REX15M2","REX15M3","REX15M4","REX15M5","REX15M6","REX15M7","REX15M8","REX15M9","REX15M10","REX15M11"
"1994:Q4","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","801.5","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","800.9","857.7","857.7","857.7","857.7","857.7","857.7","857.7","857.7","857.7","857.7","857.7","857.7","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0","863.0"
"1995:Q1","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","816.2","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","815.6","874.2","874.2","874.2","874.2","874.2","874.2","874.2","874.2","874.2","874.2","874.2","874.2","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6","879.6"
"1995:Q2","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","827.4","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","826.8","886.5","886.5","886.5","886.5","886.5","886.5","886.5","886.5","886.5","886.5","886.5","886.5","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9"
"1995:Q3","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","863.4","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","862.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5","930.5"
"1995:Q4","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.9","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","875.2","938.0","938.0","938.0","938.0","938.0","938.0","938.0","938.0","938.0","938.0","938.0","938.0","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8"
"1996:Q1","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.9","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","949.3","949.3","949.3","949.3","949.3","949.3","949.3","949.3","949.3","949.3","949.3","949.3","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2","955.2"
"1996:Q2","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.8","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","901.1","964.8","964.8","964.8","964.8","964.8","964.8","964.8","964.8","964.8","964.8","964.8","964.8","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7"
"1996:Q3","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","908.4","972.6","972.6","972.6","972.6","972.6","972.6","972.6","972.6","972.6","972.6","972.6","972.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6","978.6"
"1996:Q4","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","966.1","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","965.3","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1033.2","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6","1039.6"
"1997:Q1","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","983.7","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1052.9","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4","1059.4"
"1997:Q2","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1022.7","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1095.0","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7","1101.7"
"1997:Q3","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1046.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1120.4","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2","1127.2"
"1997:Q4","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1045.3","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1044.5","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7","1125.7"
"1998:Q1","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1049.5","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1123.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9","1130.9"
"1998:Q2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1038.2","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1037.4","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1111.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5","1118.5"
"1998:Q3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1033.3","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1032.6","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1106.5","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3","1113.3"
"1998:Q4","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1072.3","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5"
"1999:Q1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1064.1","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1063.3","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1142.7","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4","1126.4"
"1999:Q2","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1076.3","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1075.5","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1154.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9","1137.9"
"1999:Q3","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1104.5","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1103.7","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1183.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3","1171.3"
"1999:Q4","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1132.2","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1131.3","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1215.5","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9","1200.9"
"2000:Q1","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1151.7","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1150.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1234.8","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2","1219.2"
"2000:Q2","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1183.5","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1268.4","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7","1254.7"
"2000:Q3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1213.3","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1212.4","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1298.3","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5","1285.5"
"2000:Q4","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1203.8","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1202.9","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1288.0","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3","1274.3"
"2001:Q1","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1188.0","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1187.1","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1271.4","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5","1254.5"
"2001:Q2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1149.2","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1148.3","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1229.8","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0","1213.0"
"2001:Q3","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1090.1","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1089.2","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1166.5","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1","1154.1"
"2001:Q4","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1059.3","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1058.5","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1134.3","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0","1118.0"
"2002:Q1","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1075.4","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1152.3","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9","1140.9"
"2002:Q2","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1105.5","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1104.6","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1184.4","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1","1172.1"
"2002:Q3","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1113.2","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1193.3","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5","1180.5"
"2002:Q4","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.8","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1101.0","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1182.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5"
"2003:Q1","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1091.6","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1090.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1170.8","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6","1157.6"
"2003:Q2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1087.3","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1166.6","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2","1156.2"
"2003:Q3","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1117.6","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0","1187.0"
"2003:Q4","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.7","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2","1239.2"
"2004:Q1","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.3","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1197.0","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1283.7","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6","1276.6"
"2004:Q2","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1215.7","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1301.5","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1","1293.1"
