"DATE","RNX10M1","RNX10M2","RNX10M3","RNX10M4","RNX10M5","RNX10M6","RNX10M7","RNX10M8","RNX10M9","RNX10M10","RNX10M11","RNX10M12","RNX11M1","RNX11M2","RNX11M3","RNX11M4","RNX11M5","RNX11M6","RNX11M7","RNX11M8","RNX11M9","RNX11M10","RNX11M11","RNX11M12","RNX12M1","RNX12M2","RNX12M3","RNX12M4","RNX12M5","RNX12M6","RNX12M7","RNX12M8","RNX12M9","RNX12M10","RNX12M11","RNX12M12","RNX13M1","RNX13M2","RNX13M3","RNX13M4","RNX13M5","RNX13M6","RNX13M7","RNX13M8","RNX13M9","RNX13M10","RNX13M11","RNX13M12","RNX14M1","RNX14M2","RNX14M3","RNX14M4","RNX14M5","RNX14M6","RNX14M7","RNX14M8","RNX14M9","RNX14M10","RNX14M11","RNX14M12","RNX15M1","RNX15M2","RNX15M3","RNX15M4","RNX15M5","RNX15M6","RNX15M7","RNX15M8","RNX15M9","RNX15M10","RNX15M11"
"1999:Q1","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-319.0","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-318.8","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-342.7","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4","-340.4"
"1999:Q2","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.9","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.6","-350.7","-350.7","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-377.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1","-371.1"
"1999:Q3","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.4","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-374.2","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-402.8","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9","-393.9"
"1999:Q4","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.2","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-382.0","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-406.6","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9","-402.9"
"2000:Q1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-424.1","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.9","-423.8","-423.8","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-454.1","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0","-449.0"
"2000:Q2","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.5","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-439.2","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-467.5","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9","-464.9"
"2000:Q3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.3","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-467.0","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-497.2","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5","-493.5"
"2000:Q4","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.5","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.2","-475.3","-475.3","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-512.0","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8","-503.8"
"2001:Q1","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.8","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-466.6","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-497.1","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0","-494.0"
"2001:Q2","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.3","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-456.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-488.1","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8","-483.8"
"2001:Q3","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.6","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.4","-476.3","-476.3","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-509.2","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7","-508.7"
"2001:Q4","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.7","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-488.4","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-522.3","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8","-521.8"
"2002:Q1","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.6","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.3","-510.2","-510.2","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-545.7","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0","-546.0"
"2002:Q2","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.9","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-534.6","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-570.0","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7","-567.7"
"2002:Q3","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-554.2","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-553.9","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-589.2","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1","-585.1"
"2002:Q4","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.6","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-595.2","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-634.5","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4"
"2003:Q1","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-585.3","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-584.9","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-622.7","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3","-620.3"
"2003:Q2","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.7","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.3","-612.4","-612.4","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-650.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7","-649.7"
"2003:Q3","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-603.1","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-602.8","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-639.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1","-642.1"
"2003:Q4","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.7","-614.6","-614.6","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-653.9","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4","-655.4"
"2004:Q1","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.5","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-632.2","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.0","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1","-676.1"
"2004:Q2","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-687.1","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-686.9","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-732.6","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0","-740.0"
"2004:Q3","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-705.7","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-749.3","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0","-753.0"
"2004:Q4","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.8","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-726.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.6","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9","-769.9"
"2005:Q1","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.8","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.7","-714.8","-714.8","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-773.4","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1","-774.1"
"2005:Q2","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.4","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-709.3","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-765.6","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5","-773.5"
"2005:Q3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.3","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-721.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-770.4","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7","-777.7"
"2005:Q4","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.3","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.5","-745.4","-745.4","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9","-803.9"
"2006:Q1","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.5","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-792.3","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0","-799.0"
"2006:Q2","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-732.8","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.1","-733.2","-733.2","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-790.5","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1","-799.1"
"2006:Q3","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.4","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.7","-756.8","-756.8","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-813.4","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7","-819.7"
"2006:Q4","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.9","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-694.7","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-748.6","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3","-759.3"
"2007:Q1","-704.9","-704.9","-704.9","-704.9","-704.9","-704.9","-704.9","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-696.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.3","-703.2","-703.2","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-765.3","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0","-771.0"
"2007:Q2","-683.3","-683.3","-683.3","-683.3","-683.3","-683.3","-683.3","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-696.2","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-689.4","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-746.5","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7","-753.7"
"2007:Q3","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-638.4","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-666.6","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.0","-638.1","-638.1","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-691.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2","-703.2"
"2007:Q4","-564.0","-564.0","-564.0","-564.0","-564.0","-564.0","-564.0","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-560.4","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-564.6","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6","-622.6"
"2008:Q1","-550.9","-550.9","-550.9","-550.9","-550.9","-550.9","-550.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-529.9","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-550.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-611.2","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7","-623.7"
